1581140632# #挖鼻
1701744252# #身着城管制服者酒后执法而且还是用私人二维码收罚款。。。。。这位公务员步子迈的不是一般的大。。。。。挖鼻挖鼻。。事发江西高安。网传视频看出，一男子对着两名身着城管制服的人拍摄视频，说“喝酒执法，一身酒气”。一名疑似正在开罚单的城管制服的人说，“什么喝酒执法，喝瓶啤酒也算喝酒执法？
1655939636# #挖鼻挖鼻挖鼻挖鼻
1700903087# #最新版中国医院排行榜25日，复旦版《2022年度中国医院综合排行榜》和复旦版《2022年度中国医院专科声誉排行榜》在发布。这是复旦大学医院管理研究所作为独立第三方开展的公益性项目。。里边有各大医院的顶尖科室排名，有需要的小伙伴可以收藏。。。最新版中国医院排行榜发布
1604214795# #最近双方都在枪杀战俘平民泄愤。。。。二战时候还有规矩约束呢！
1586952803# #官员党员队伍里边出现垃圾了被清理丢进群众中来，现在高等学府这样本身就是教化人的地方也学会了出现几个变态垃圾就清理掉丢到群众队伍里来？问过群众们同不同意了吗？@山东理工大学
1628036315# #挖鼻挖鼻挖鼻挖鼻
1621383818# #袁更多的是被一帮为了自身利益的政客权贵赶鸭子上架了。。。。他的一个儿子民国四公子之一者写的一句绝怜高处多风雨莫到琼楼最上层。。。。。非常有名。
1565351177# #允悲允悲允悲
1691036846# #挖鼻挖鼻
1697768210# #那些离开央视的主持人都去哪了？细数离开央视的那些名主持人。。。周涛，连续主持16届春晚，08奥运会奥组委新闻部副部长，奥运会主持人，金话筒奖，德国金皇冠最佳主持人奖，综艺大观主持人。。后去了保利集团，任艺术总监，后保利演出公司董事长。。。王志，新闻调查，新闻面对面，金话筒奖。。后从政云
1677818328# #以前经常听，车继玲最经典的一首了吧，只是出的歌太少了。
1669609613# #有些事笑着笑着就哭了。。。。。挖鼻挖鼻
1694311460# #挖鼻挖鼻挖鼻挖鼻
1703478727# #资本大佬陆克平被证监会调查。24日晚，四环生物发布公告称，公司实际控制人陆克平因涉嫌信息披露违法违规，证监会决定对其立案。。。陆克平，79岁。四环生物控制人，间接控股的江苏阳光以及威创股份。2014年陆克平因证劵违规被证监会处以2734万元罚款，并被采取终身市场禁入措施。
1686799051# #自称被地铁事件女子霸凌者愿配合调查。这么久网络沸腾，当事人学校的反应一直让人很失望。甚至部分网友还在为当事人担心，担心网络持续深挖对一个女生压力太大出意外。但从网络流出的聊天截图看，如果当事人聊天真实的话，怜悯为她担心安全是多余的！。而且聊天记录看出，出现这类事情学生出现
1698727186# #王一博的赛博空间以前就留意过倍思的东东，五颜六色的鲜活配色，严谨的做工和圆润的外观让人印象深刻。更重要的是用料扎实，且功能实用。。。个人最为喜欢的是这王一博同款款磁吸式无线充电宝！可以一改当下传统挂水式有线充电方式的同时，小家伙还保持了足够高的功率和大容量。可谓是突破了同行技术瓶
1701751409# #官方通报城管用个人二维码收罚款事发江西。。经查，12月4日15时许，太阳镇综合执法队员丁某生工作日违规饮酒、违规执法，情况属实。停职接受调查。。。。。。。身着城管制服者酒后执法而且还是用私人二维码收罚款。。。。。这位公务员步子迈的不是一般的大。。。。。挖鼻挖鼻。官方通报网传
1702005837# #说的很直白！
1678499450# #以前听一些海外华人老师说，大家心照不宣，不招那些发生举报事件的学校/院系的研究生。不过从最近的新闻看，这个学校的学生可能没有那么容易出国了……
1701775782# #教育部：2024高校毕业生预计1179万人。。今年高校毕业生1179w，同比增加21w。。学历贬值越来越严重，90年代一个大专生就很吃香，现在一个研究生都在竞争社区普通工作人员了…………
1574306556# #哼哼哼……
1701162355# #国内首例跌倒讹人老人被法院判罚，被冤枉扶人女大学生获赔6.8万！。。老人糊涂，家人也糊涂？还起诉别人！现在好了不但家属代老人受罚还要赔付女大学生6.8万！听起来就是那么痛快！
1702725437# #广东下雪了。。照片拍摄自清远连州和清远金子山。地图上看，降雪线一路南下。。图片来自网络侵告删
1701353821# #西藏车祸女子父亲发声阿里献血事件小姑姑究竟是谁。。这是解开众多疑问的关键。。。。。。。。只要把关键点公布于众，相信网友们有自己分辨是非的能力。。。保护当事人隐私图片已打码处理
1596953385# #眼里只有利益贪念，缺乏善意。这种行为或者说思维在很大一部分国民中普遍存在。。。。跟贫富没有关系。
1581991452# #泪泪泪泪
1683030346# #卖卵广告怎么举报卖卵，重金求子，求肾源……这事情归哪个部门管？
1655939114# #挖鼻挖鼻挖鼻挖鼻
1699102073# #杭州天空现链状不明飞行物4日，浙江杭州天空惊现链状不明飞行物。网友数一数一共22个。在杭州淳安县等地都可看到。。杭州UFO杭州天空现22个链状不明飞行物
1626656171# #挖鼻挖鼻挖鼻挖鼻
1703048674# #赶集摊贩500件棉衣放弃出售全捐出：一边是大集上卖棉衣的大姐，一边是零下在户外躲避地震的灾民。。。。。。遭遇危难时候，往往境遇相似或者有过相似经历的人最理解对方。
1699616096# #中国银河证券原董事长陈共炎被查中国银河证券原党委书记、董事长陈共炎涉嫌严重违纪违法，目前正接受中央纪委驻中国投资公司纪检组纪律审查和山东省威海市监察委员会监察调查。。陈共炎，出生于1962年，历任国务院发展研究中心副研究员，北京商品交易所理事、副总裁。1982年至1985年08月，任安徽省铜陵
1703114880# #淄博烧烤店2名男子殴打女店员被刑拘多喝了那么一点，就喝出了秦屎黄唯我独尊的效果！。。喝点酒嘴巴就没有把门的了！
1649363525# #挖鼻挖鼻
1696631608# #两干部流出不雅视频被停职。。男的年轻些，女主都奔六了…………。。网友：这两位同志明显理解上级文件精神过于深入了，上边是让你们工作一丝不苟结果你们都要一丝不挂……。。保护当事人隐私截图已打码处理
1659163123# #挖鼻挖鼻挖鼻
1675735931# #挖鼻挖鼻
1697951260# #学校回应男生校内晒秋裤被女生剪烂西安工业大学。一名女学生因发现一条男士秋裤紧挨着自己的被子而心生不满，遂剪了这条秋裤，随后将事发经过在网络上分享。。。。。。。。。挖鼻挖鼻挖鼻挖鼻。西安工业大学
1701300371# #湖南4个公租房小区排查出766户公职人员两个很现实的问题是，第一其它地区还有多少公职人员利用权力变现潜伏在水面下过得心安理得？。第二，得罪厨子不吃烂肉，查出来的这部分人看到别人还能堂而皇之享受不公，自己吃下去的肉还要吐出来，能平衡？以后工作中不会作妖？。这个事情是个系统性问题，要普
1582435483# #思考思考思考思考
1682414144# #我国全面实现不动产统一登记网友评论：这个登记包括政府工作人员吗？官员房产信息是不是可以公布一下啊？疑问………………
1694952402# #黑龙江发生重大刑案字越少，事越大。。。。。。。。
1694663214# #区委副书记醉驾被查找人顶包开除党籍、政务撤职。。。这才算是给一点处分。。科普：免职，不在处分范围内，不会影响当事官员的后续任用。一般情况会隔段时间再次上任。
1653531057# #挖鼻挖鼻挖鼻
1685770622# #一条努力跳进水里的小鱼一个出门小店买东西的女孩回家路上看到一条小鱼，神奇的自己跳进池塘。。不清楚是摆拍还是偶遇，但鱼类大都有通过空气湿度判断水源的天性。应该是真实的。
1654233688# #挖鼻挖鼻挖鼻
1649933400# #2025年7月5日时空阴阳流转此消彼长，这是规律。君子道长小人道消，这是自此以后的趋势。根据日本做梦预言家的梦境，2025年7月5日会发生什么。。。。。留博存证。日本琉球群岛香港菲律宾岛链。。。原本就属于一个陆地。
1675479117# #挖鼻挖鼻
1632223876# #唉。。。。。。
1673325126# #一部日本韩国中国都拍过的喜剧片。韩国版本名为幸运钥匙，由老戏骨柳海真担纲主演。柳在海盗（奔向大海的山贼）中牺牲更大，甘当绿叶出演一个负责穿针引线的海盗小喽罗。（翻拍自日本片盗钥匙的方法，国内片名人潮汹涌）
1701660767# #中国男子在家拍摄乌军作战被判刑。。今年5月4日，中国籍男子王吉贤从自家公寓的窗户拍摄了敖德萨市防空行动的视频，发布在视频网站上，并注明了拍摄时间、地点、武器效果以及声音特点。。。近日，该名中国籍男子因拍摄乌军设施和防空行动，并在网络上传播，被乌克兰一地方法院判定犯有非法传播乌武装部队位
1674907024# #挖鼻挖鼻挖鼻挖鼻
1656044929# #挖鼻挖鼻挖鼻挖鼻
1698208580# #胡锡进发文评除夕不放假网友：建议胡锡进闭嘴。。。。。。
1669453857# #这个世界不仅仅是人类自己的！善待周围的一切不要太自私残暴冷血。。。。。
1694867725# #贵州省委政法委原副书记刘文新被“双开”。。据贵州省纪委16日：日前，经贵州省委批准，贵州省纪委监委对贵州省委政法委原副书记刘文新严重违纪违法问题进行了立案审查调查。。。刘文新，1967年生人，江西萍乡人。仕途一直在贵州省内，是从基层一步一步升上来的官员。去年4月升任贵州省政法委副书记，正
1695543534# #网传大同小学生遭霸凌教育局连夜调查网络开锅了都连夜调查组进驻调查。。。持续了这么久，老师学校教育主管部门警方都在做什么？。。上次逼迫别人家孩子吃粪便，前几天让小孩喝酒喝到不省人事。。。对别人孩子造成的身体心理神经系统的伤害谁来负责？调解成功双方家长无异议就能一笔带过对别人
1702561885# #北京地铁昌平线事故现场曝光人都飞出去，眼镜飞了，牙都飞了…………是真的吗？。。昌平线突发故障正在紧急救援
1602291372# #早上那个特定关系人的定位是一个很有创意很有故事很让人浮想联翩的称谓！
1673740169# #许巍架子鼓表演不常见的架子鼓伴奏许巍的歌。
1703478957# #疑上游投毒养殖户40万斤牛蛙死亡。。蛙厂负责人陈女士透露，她怀疑此次事件是由于上游有人投放药物毒鱼，有毒废水流至自家蛙场导致的。。。40W斤。。。。。。非故意投毒这样大损失也够喝一壶的了。
