1693693199# #我们想念毛主席…鲜花🙏鲜花🙏鲜花
1699227105# #步入寒冬空气凉，银装素裹换新衣。白雪粉飞天上来，送给人间情无限。🙏阿弥陀佛🙏
1701388328# #革命英雄永垂不朽…🙏🙏🙏
1701299563# #《地藏经》言：。“未来现在善男女等，闻健自修，分分己获，无常大鬼，不期而到。”。地藏菩萨告诉善信们，听闻佛法，还要依靠自觉去修持，一分修持，才能有一分收获。。佛法开示众生，行持要靠自己，求佛也要求已。。所谓求己，即是督策自己，克服习气，正行于道。。。求己，于觉悟后而言，是自性自渡。《六
1696455539# #线条流畅自然，人体结构准确。把握控制得体，行家出手自知。作揖作揖作揖作揖作揖
1696456445# #家居深山云雾中，环抱自然在其中。面对生活自然中，紫气升腾快乐中。🙏阿弥陀佛🙏
1693007928# #神一般的唐卡…作揖作揖作揖
1703380540# #大大的才女早上好，二十四日正好是，抗美援朝长青湖胜利纪念日…🙏🙏🙏
1703890093# #罗娜超话。眨眼就是一天，扭头就是一季，转身就是一年，人生有太多的来不及，让我们珍惜今天，拥抱明天，健康快乐每一天！。美丽的娜妹早上好！鲜花微风咖啡音乐心
1699058766# #乱中取静心生佛，佛法无边心向善。善良有道心有缘，缘来缘去心天意。🙏阿弥陀佛🙏
1698795849# #武侠小说人龙凤，独领风骚古道边。侠骨柔情深似海，御笔天书旗开胜。🙏阿弥陀佛🙏，
1696460761# #佛门圣地吃斋念经布道，信徒烧香祈福转世投胎。
1699660410# #圆舞春梦曲不尽，群山峻岭雾环绕。密林深处鸟蝉鸣，自然天成笔落花。🙏阿弥陀佛🙏
1693697793# #匆匆过客流星雨，留下真情一二人。奔波劳碌难回首，相识相知有缘人。鲜花作揖珍惜作揖鲜花
1692146451# #翻箱倒柜找宝贝，多年以前画天真。粉气实足情无价，初学入门持以恒。挤眼挤眼挤眼挤眼挤眼
1703454574# #走过路过（四）。哈哈哈哈哈哈哈哈哈哈。天上人间缘相遇，。万物丛生草木深。。似是星辉斑斓处，。众生好度皆风景。。🙏阿弥陀佛🙏
1690327323# #深受大师的影响，画画五彩的斑斓。内容民间的传说，女神永远的主题。鲜花作揖鲜花作揖鲜花
1700865259# #走过路过（一）。哈哈哈哈哈哈哈哈哈哈。天上人间缘相遇，。万物丛生草木深。。似是星辉斑斓处，。众生好度皆风景。。🙏阿弥陀佛🙏
1689973894# #罗娜超话。人生往事两杯茶，。敬过青春敬晚霞。。青春再好成过去，。晚霞陪伴度年华。。放慢脚步细品味，。幸福快乐在当下！。早上好美丽娜妹，。人快乐平安吉祥！。🌹🌹烟花🌹🌹
1695597589# #牛羊成群满山坡，美丽草原我的家。绿色丝带绣中华，丰衣足食高原情。🙏阿弥陀佛🙏
1688679887# #走过路过（二）。哈哈哈哈哈哈哈哈哈哈。天上人间缘相遇，。万物丛生草木深。。似是星辉斑斓处，。众生好度皆风景。。🙏阿弥陀佛🙏
1693002987# #公说公有理，婆说婆有理。猫有猫的道，鼠有鼠的门。天公造万物，众生皆好度。个人管个人，莫管人是非。作揖作揖作揖作揖
1701989206# #西风烈画俊俏，山环抱路迷茫。雪峰上月光石，南北潮两重天。🙏阿弥陀佛🙏
1691361073# #姑娘是妈小棉袄，儿行千里母担忧。我们坐在土堆上，躺在怀里数星星。鲜花微风作揖音乐心
1697584970# #颐和止步断三年，疫情发生梦回归。朝思暮想百年桂，身边总是香环绕。奇花异草情常在，贵贱高低见无数。心中不忘桂花香，味美香甜神仙物。🙏阿弥陀佛🙏
1700093326# #水中鱼戏游，出水看芙蓉。大千水中物，自然望水情。池塘江湖水，五水好运来。作揖作揖作揖作揖
1698884667# #说到这里有同感，公交售票换保安。以前劳模李素丽，现在问东他说西。哈哈允悲不通允悲哈哈
1695852709# #看了日出日落，摆了几个造型。留了岁月静好，写了日记回忆。🙏阿弥陀佛🙏
1701984727# #京圈饭局…（三）。帝都脚下四九城，。达官贵人喜相逢。。推杯换盏酒司令，。美酒佳肴论东西。。鲜花微风作揖音乐心
1689373909# #河水川流不息，荷花鲜艳夺目。相约小船出行，捕鱼捉虾采莲。鲜花鲜花鲜花鲜花鲜花
1697151553# #养生长寿…作揖作揖
1696029808# #洋伞就是小道具，下雨打开路平安。烈日炎炎遮暴晒，拿在手上也风景。心音乐作揖微风鲜花
1692146596# #学习雷锋好榜样，雷锋精神代相传…鲜花🙏鲜花🙏鲜花
1696204593# #闹市中唯求一静；求下联！鲜花鲜花鲜花百家宴众口难调。
1694941264# #农舍一亩三分地，全家指望补空洞。种菜种粮狗把门，瓜果蔬菜爬上棚。母鸡下蛋生活费，公鸡打鸣是天亮。农民生活紧日子，你不算计必受穷。哈哈哈哈哈哈哈哈哈哈
1701905572# #老班长您吉祥.。作揖作揖作揖今天有篇特别好的文章，讲述的是正确认识养生，可惜总是提示违规，不让转发微博，这个世界怎么了？允悲允悲
1700865291# #走过路过（二）。哈哈哈哈哈哈哈哈哈哈。天上人间缘相遇，。万物丛生草木深。。似是星辉斑斓处，。众生好度皆风景。。🙏阿弥陀佛🙏
1701555489# #养生之道…作揖作揖
1688861344# #工笔重彩人物画，美女如云花浪漫。捕捉时代新女性，尽善尽美真如画。心音乐作揖微风鲜花
1690203829# #人不转水转，路不转人转。天不转地转，她不转我转。鲜花作揖鲜花作揖
1699047520# #【献给高血压的亲朋好友】。①每天走路6000步；。②回忆让人高兴的往事，保持血压平衡；。③保持每天吃4瓣大蒜；。④多吃芹菜；。⑤少喝含糖饮料；。⑥多吃土豆茄子补充钾；。⑦每天喝牛奶补钙；。⑧一定要戒烟戒酒；。⑨每天不超过5克盐；。⑩吃柠檬补充维生素c。
1693004157# #大仙下界拉臭臭，巧立名目登上台。不伦不类啥都摆，马老相声逗你玩。哈哈哈哈哈哈哈哈哈哈
1687741810# #养生堂…作揖作揖
1695684245# #养生之道…作揖作揖
1701984708# #京圈饭局…（二）。帝都脚下四九城，。达官贵人喜相逢。。推杯换盏酒司令，。美酒佳肴论东西。。鲜花微风作揖音乐心
1689465926# #客随主便巧安排，成都重庆峨眉山。乐山大佛也要去，顺水游轮看长江。以辣为主口难调，无辣不欢何是真。苍蝇小馆更美味，物美价廉多吃点。心音乐作揖微风鲜花
1701811688# #世界上有四种东西不能找回：。射出的箭，泼出去的水，。说出的话，流失的时间。。。人生三阶段：。比才华，比财力，比境界。。。父母的观念是孩子的起跑点。。。世界上不可能的事情，是想出来的；。世界上可能的事情，是做出来的。
1700610099# #阿弥陀佛🙏🙏🙏
1701465941# #清晨细语…。。明知故犯不是错，是选择。。。爱一个人没必要去约束他，如果他真的爱你的话，他一定会管住他自己，总成是自我约束，而不是管束，我是爱你的但你是自由的，有什么事情该做，什么事情不该做，你心里面应该比我清楚，爱从来都不是枷锁，但是我希望你为我付出的时候心甘情愿。。。我一直觉得这个世
1700171949# #走过路过（八）。哈哈哈哈哈哈哈哈哈哈。天上人间缘相遇，。万物丛生草木深。。似是星辉斑斓处，。众生好度皆风景。。🙏阿弥陀佛🙏
1701043332# #罗娜超话。想开的人永远知足，知足的人永远快乐，快乐的人永远健康，健康的人永远长寿。愿我们知足、快乐、健康、长寿！美丽娜妺早上好！咖啡咖啡咖啡
1692232009# #古城旧房空悲切，曲径通幽石板路。走街串巷寻找梦，时隐时现人朦胧。🙏阿弥陀佛🙏
1695595126# #一睁一闭就一天，一出一进两世界。一车一人行万里，一生一世一段情。鲜花微风作揖音乐心
1688166249# #这么热的天，人也停不下。绿树成荫处，小风轻佛面。作揖作揖作揖作揖
1693005537# #石榴已经上市，口感特别鲜美。多子多孙多福，人人皆知吉利。作揖作揖作揖作揖作揖
1700440849# #适当调整状态，采风看看自然，天地人和世界，再传股票佳音。鲜花作揖鲜花作揖鲜花
1700608623# #花是越养越多，总想留住春天。爱美之心有知，只为陶冶情操。作揖作揖作揖作揖作揖
1690579371# #武汉江庭居：。🍉（下）🍉。寻一处静谧，。享一份安然，。烟火色温柔，。生活浪漫曲。。🌹🌹🌹🌹
1691536622# #我们想念毛主席…鲜花🙏鲜花🙏鲜花
1699576014# #远山近景形于色，近水楼台先得月。长城之上仰天啸，侠骨柔情到此游。鲜花微风作揖音乐心
1703803754# #【健康养生五官知健康】。1.脸色发黄→脾虚表现；。2.脸色发黑→肾虚表现；。3.脸色潮红→心脏可能有问题；。4.眼白泛黄→肝胆有毛病；。5.眼睑泛白→小心贫血；。6.眼皮浮肿→水分代谢不畅；。7.唇色苍白→贫血；。8.舌赤红→积热过多；。9.舌苍白→身体虚弱；。10.牙龈红肿→胃炎或疲劳；。11.牙龈出血→肠胃不
1699134296# #养生堂…作揖作揖
1703032670# #满城尽是黄金甲，儿时院中有三棵。金秋十月硕果累，如今人去楼已空。允悲允悲允悲允悲允悲
1701209832# #罗娜超话。吉言一句贵如金，微博问候表我心，你健康，我开心，你幸福，我舒心，你平安，我放心，你好运，我顺心，生活美满永称心。娜妺妹，早上好！🌹咖啡微风作揖音乐心
1697071225# #阿弥陀佛🙏🙏🙏
1701301566# #民以食为先.。作揖作揖
1695682558# #小习情万种，花鸟对秋虫。笔墨纸观色，落地画生根。鲜花鲜花鲜花鲜花
1695339150# #霸道总裁都有范，成功女人味十足。不是性感是才华，知识改变人命运。鲜花鲜花鲜花鲜花鲜花
1692923261# #微风红霞照晚秋荷静微风求下联玉兔捣药玉兔捣药玉兔捣药作揖物是人非草木枯作揖
1692576669# #大师自古多勤奋，风吹日晒画不停。采集人间烟火色，灵魂摆渡捕抓影。心音乐作揖微风鲜花
1688718057# #山川河流笔天歌，奇峰异石云环绕。松柏苍翠常青树，密不透风通仙台。🙏阿弥陀佛🙏
1691191706# #绘画用色巧妙，人体变形再塑。象征主义画家，杰出贡献创新。鲜花作揖鲜花作揖鲜花
1692396486# #带你走近平民窟，。那里人民怎生活。。几十万人在一起，。水深火热地狱中。。允悲允悲允悲允悲允悲
1689295316# #五颜六色笔天书，行云流水龙在行。运筹帷幄决千里，百鸟朝凤香满堂。鲜花微风作揖音乐心
1693264137# #养生之道.。作揖作揖
1701388227# #国际关系往来，艺术做为桥梁。文化诗词交流，分享名家经典。鲜花作揖鲜花作揖鲜花
1701811930# #走过路过（一）。哈哈哈哈哈哈哈哈哈哈。天上人间缘相遇，。万物丛生草木深。。似是星辉斑斓处，。众生好度皆风景。。🙏阿弥陀佛🙏
1702849204# #走过路过（二）。哈哈哈哈哈哈哈哈哈哈。天上人间缘相遇，。万物丛生草木深。。似是星辉斑斓处，。众生好度皆风景。。🙏阿弥陀佛🙏
1693822810# #这篇传世奇文，全文仅42个字，说尽人生六大悔事。2023-09-03老年日报。。一辈子那么长，谁的心里没有几件后悔的事。北宋名相寇准有一篇传世奇文，全文短短六句话，四十二个字，却说尽了人生六大悔事，看完后不禁潸然泪下。。。晚清第一名臣曾国藩，对这篇文章推崇备至，将他奉为经典，时刻用于自省。。。这六
1700262363# #老师作品众多，唯独欣赏此画。传统自然描绘，山青水秀神往。作揖作揖作揖作揖作揖
1690240067# #雅俗共赏之作，艺术潮流众生。绘画个性发展，自娱自乐好彩。挤眼挤眼挤眼挤眼挤眼
1691367134# #此人大力神.。作揖作揖
1703453933# #【遇见佛法，是最大的福报】。。什么叫佛法？佛法是完全利益他人的慈悲之心，普度众生，欢喜光明人间，发愿每一个众生得到圆满无碍的佛陀境界。如果，我们天天如是发愿，最终必定会心想事成，成就圆满佛果。&nbsp;。。如果，我们在人生的道路上，不好好利用自己的福报，无常的迎接随时都会到来，所以，我希望只
1700825203# #久闻拉斯维加斯，赌博之城名利场。旅游博彩度假地，四面八方怀揣梦。允悲允悲允悲允悲允悲
1695168983# #阿弥陀佛🙏🙏🙏
1694132710# #世界各地宝物多，备受关注客人多。文物品种何其多，馆藏三百万件多。🙏🙏🙏🙏🙏
1689283876# #众星云集（五）。人生苦短路迷茫，。群星璀璨夜明珠。。银幕之中流星雨，。假似真来真似假。。鲜花作揖鲜花作揖鲜花
1697676111# #上联：人生哪有多如意下联：万事只求半称心上联：人生在世本无常，下联：自求多福简为上。
1687485776# #我又穿越时空了，我告诉过你，我们家与小鬼子有仇，姥姥家的古宅，就是鬼子一把大火烧光了。并且我的父辈是打鬼子的人，今天突然觉得不好写了…允悲允悲允悲
