1701835427# #清者自清
1702369374# #泽连斯基访美，美议员泼冷水：年内无法通过新援助。美国对乌援助即将耗尽，但是由于共和党的阻挠，新一轮对乌援助迟迟无法在国会通过。乌克兰总统泽连斯基12月11日开始访美，呼吁美国继续支持乌克兰。但是美国一名参议员称，美国国会即将休会，今年恐无法通过新的对乌援助。。据美国《国会山报》12月11日
1701651177# #意大利人把近8亿的波提切利真迹忘了【估值近8亿的波提切利真迹被寻回！原来是“意大利人”放着放着就忘了……】日前，据意大利文化遗产保护宪兵部通报：他们在那不勒斯附近的小城格拉尼亚诺找到了文艺复兴大师波提切利的一幅真迹，估值约1亿欧元（合人民币7.76亿）。直到今年夏天，在更新“遗失文
1702518006# #转发微博
1699772150# #14岁女儿连夜报警称父母被骗卖房
1700031226# #心血管病专家胡大一举报北大第一医院霍勇，院方：举报内容不属实。据媒体报道，近日有关于《关于举报北京大学第一医院霍勇的材料（2023年）》在网上流传，举报信落款为国内心血管病专家胡大一，被举报人是北京大学第一医院（北大医院）心内科主任霍勇。在流传版本中，一版的落款时间为2023年9月10日，另
1702956408# #专家说柯南到渣男就是一线之差电影频道融媒体中心 来自微博视频号。【今日影评：《名侦探柯南：黑铁的鱼影》】中传老师评柯南CP争议1000+集电视剧版还在更新，26部电影剧场版还在创作，眼看就要迎来自己的30岁生日，《名侦探柯南》系列IP就像吃了魔法药丸一样。对于影片在本土取得高票房的原因及
1701481619# #转发微博
1702178093# #【华润集团曝光四家假央企：通过伪造材料等方式，注册为集团下属公司】12月9日，华润(集团)有限公司在官网发布声明称，近期，华润集团陆续发现有不法分子通过伪造相关材料等方式，将企业注册为集团下属公司，以华润集团下属公司名义开展业务。华润集团表示，经核实，贵州华控贸易有限公司、青岛中泰
1701821535# #转发微博
1702526731# #52岁阿姨的记忆速度堪比机器【实力惊人！52岁阿姨的记忆速度堪比机器】江苏南京，52岁的陶阿姨在物流行业工作，300平的仓库，几十万件货物，陶阿姨第一时间就能找到每件货物的位置，被同事称为仓库的活地图。陶阿姨说自己只是在用心工作，会根据每件货物的条形码，款式，材质，类目来记忆，有时候
1702882117# #25岁班主任结婚前一周跳楼身亡【女子称25岁弟弟因工作压力大跳楼，本定下周结婚，学校：网传消息有不实，正调查】近日，厦门技师学院25岁班主任结婚前一周跳楼身亡一事在网上引发热议。据徐某辉姐姐发文称，2023年12月4日（周一）8点24分，弟弟穿戴学校工服、佩戴工牌，在学校附近租住的房子（13
1703635213# #苏大惠事关明年看病报销请速办江苏医惠保一号在这个星期天关闭投保通道，还没有投保的尽快投保，错过再等一年，医惠保作为江苏医保的补充医疗险保险，具有低保费，高赔额的特点，目的是为了防止因病返贫的现象发生，一年158元，包一年平安！
1700386572# #郭晶晶的儿子霍中熙即将踏入校园，准备在香港报名的贵族学校却让他们一家人大跌眼镜，因为学校竟然全英文教学，中文课反而变成了次要课程。。。郭晶晶和霍启刚觉得非常不妥，他们决定转学，郭晶晶认为孩子必须以中文和中国文化为根基，这一次我非常支持他们夫妻的决定，你们怎么看？
1702850514# #毛爷爷满门忠烈，有的人满门黄金还有脸抵毁他老人家，这种人真没良心！
1699083955# #以色列战机在轰炸了巴勒斯坦UN的一所学校，导致工作人员和学生死无全尸。。。上帝什么时候能收走这群恶魔？以上内容素材来源于新浪微博，如有侵权请联系本人删除，
1700558256# #卷妈郭晶晶育儿经验郭晶晶。“你看着他们每一个人的时候，你都觉得他们很可爱，但三个在一起呢，打架的时候呢，你就觉得他们一点都不可爱，我会试着去调节了，其实我也很幸福，我有三个孩子，当我老了的时候，有很多人陪伴我，三个孩子年龄不同嘛，不同年龄段的孩子，他们有不同的性情，有不同的需
1703119882# #转发微博
1702201324# #军粉团的红包哇！好运来袭！我抽中了的现金红包，你也快来试试手气吧，比比谁抢得多！
1703650100# #
1703231391# #山东文登积雪74厘米【山东文登积雪74厘米】近日，山东威海、烟台等地频繁遭遇强降雪，截至今天8时，威海文登积雪深度达74厘米。预计今天，山东半岛降雪还将持续，强度有所减弱。提醒大家，注意安全！央视新闻
1703559994# #【人民日报评朱令案:公开是一剂解毒良药】朱令中毒案昨日终有权威部门声音。不透明是阴谋论的温床，信息沟通不畅更易引发集体负面揣测。因缺乏权威信息，围绕着扑朔迷离的案情，真假难辨的内幕，各种罪行的质控，舆论审判的偏激，权大于法的揣测，让社会付出了高昂成本，也透支了人们对司法的信心。
1703835262# #昨日，毛新宇携夫人刘滨及子女毛东东，毛甜懿等瞻仰毛主席坐像。
1700033332# #失去了所有筹码的乌克兰，这回是彻底丧失和俄罗斯谈判的资格了，近日，梅德韦杰夫直接摊牌，公开发表言论表示，敖德萨、尼古拉耶夫、基辅和几乎所有其他地方都不是乌克兰的，乌克兰从来都不是一个国家，而是一个人为拼凑起来的领土，用乌克兰话来说，就是一个“杂交品种”，而泽连斯基则是
1703220734# #苏大惠”江苏医惠保1号“是江苏省政府推行的一项惠民政策，是江苏人的专属福利。目前投保人数已突390万。截止2023年11月30日，“江苏医惠保1号”累计支付赔款已经超过了14亿元。
1701852945# #【为了垄断医疗消灭中医，洛克菲勒机关算尽，但中医必将迎来春天】
1703400733# #导盲犬明白是因为自己才被拒绝看着导盲犬这样的画面，还是非常心疼的。其实现实中，很多人都是乐意让它们去公众场合的吧！
1702452345# #人民有信仰，民族有希望，国家有力量。——这句话强调了信仰对于个人、民族和国家的重要性。毛主席认为，一个有信仰的人，才能拥有坚定的信念和毅力;一个有信仰的民族，才能拥有强大的凝聚力和向心力;一个有信仰的国家，才能拥有稳固的基础和光明的前途。毛泽东
1701665515# #周一围说朱丹的描述有误导倾向吃瓜姐妹社 来自微博视频号。周一围说朱丹的描述有误导倾向，节目里朱丹说刚谈恋爱的时候周一围和张颂文每天半夜都会打电话聊天，等后来张颂文就从他们的生活里面淡出来一点了，回归到他的好朋友位置。。周一围就说朱丹的这个描述都是有误导倾向的。朱丹问：“有吗？”
1699746098# #转发微博
1701044750# #共和国四伟人标准像鲜花（无水印）
1699245942# #【涉小便事件青岛啤酒三厂更换负责人青岛啤酒三厂负责人更换】天眼查App显示，近日，青岛啤酒股份有限公司青岛啤酒三厂发生工商变更，负责人由刘德利变更为杨振国。青岛啤酒三厂成立于2012年2月，系青岛啤酒股份有限公司分支机构，经营范围为啤酒（熟啤酒、鲜啤酒、特种啤酒）制造。。据媒体此前报
1700784581# #转发微博
1699403843# #转发微博
1702266920# #郭晶晶为广马鸣枪，排面够了！。。精英跑者跑步超话见证广马十年
1701924606# #彩民称花10万买彩票中2.2亿，江西省民政厅：正在调查。“我就是那个快乐8大奖得主。”近日，江西一彩民“花10万买彩票中2.2亿”，引发众多网友关注。12月7日中午，江西省民政厅工作人员告诉现代快报记者，他们已针对此事展开调查工作。。12月2日，江西南昌一彩民在福彩站点，共购买了近50000注号码相同的
1701935471# #苏大惠据《人民日报》、《新华社·南京客户端》报道：截止12月5日，“江苏医惠保1号”投保人数已超过290万人，其中续保用户占比达到65.42%。据悉，当前越来越多江苏省居民倾向于通过“江苏医惠保1号”给家人增添保障。！文/山水清音湖韵，视频编辑/苍龙飞天79
1702966425# #蒋介石就是个杂种，杀人如麻的畜牲！
1699771307# #侦查员将杂草修剪成小姑娘【铁汉柔情！侦查员的化妆技术有多牛】近日，河南，当一名侦查员发现一株杂草，细心修理秒变清秀“小姑娘”。网友：侦查员将杂草修剪成小姑娘，化妆侦查让你整明白了。（河南武警）
1702768624# #转发微博
1701735283# #网上有几个公知，经常阴阳怪气。美其名曰，说中国不能没有反对的声音。。。呵呵，以后，你们就问他们一句：你是不是仇恨共产党？如果你不反党，你可以尽管提意见，尽管说负面。。。我可以明确地说，他们这些鸟人，都不敢正面回答这个问题。为什么？因为他们骨子里，就是仇恨共产党。他们说中国的负面，不是
1702612063# #俞敏洪道歉能否让东方甄选留住董宇辉？【“东方甄选小作文事件”持续发酵，CEO孙东旭公开道歉】董宇辉和东方甄选之间裂痕如何修复？12月14日晚间，东方甄选CEO孙东旭发布道歉视频，就此前自己在直播中的神态“咄咄逼人”、开会时手机“摔”到桌面、视频中提及董宇辉薪酬等行为向网友及董宇辉道歉，
1700106187# #【拜登说美国乐见中国发展富裕拜登重申不支持台湾独立】中美元首旧金山会晤拜登表示，我始终认为，美中关系是世界上最重要的双边关系，美中冲突并非不可避免，一个稳定和发展的中国符合美国和世界的利益，中国经济增长有利于美国，也有利于世界。美中关系保持稳定，防止冲突，管控分歧，并在符
1702599254# #毛主席的骨头有多硬？。当时毛主席已被排除在党的领导之外，远在莫斯科的王明，审核毛主席要发表的抗日宣言，非要加上'武装保卫苏联'。有人责令:“让他毛泽东修改！”。毛主席很生气："什么？中国受到侵略，却让我们武装保卫苏联？这是对日战争宣言，是要给民众看的！如果那样的话，老百姓会怎么说我们共
