1695740052# #月亮
1704202780# #图1，是张文的讣告，由北京大学法院院发布。。图2，是张淑珍的讣告，由中共商南县委县政府发布。。。张文教授的讣告虽然是大学机构发布的，却极不标准、极不严肃，称其为“中国共产党优秀党员”，似只有国家领导人的讣告里才能有这样的字眼，若称优秀党员，必须冠之以准确定语，以明白表达张文这个优秀党
1700362864# #这段真破防了。。她的电影要上了，推荐看。。（来源：央视）。
1688544003# #哈哈
1692161650# #火就是他放的吧？
1701755759# #尽管经济学家们仍然认为美国可以避免经济衰退，但美国16个州的经济在7月至10月间已出现萎缩。费城联邦储备银行最新发布的州重合指数（StateCoincidentIndexes）显示，在过去的三个月里，美国16个州的经济出现萎缩。而在6月至9月期间，仅有9个州出现萎缩。同一时期，33个州的指数增长，1个州的指数保
1692162278# #冬枣现在有优惠活动，下单前要先领券，这款冬枣好评很多，口感甘甜脆爽，特别好吃。全民补贴大聚惠
1690111916# #多谢支持。
1698981063# #这款鸡心果真的是可爱又迷你，给人的感觉就是大号的樱桃。它有着红润的外表，果型圆润饱满，一颗差不多两三口就可以吃完。这个好物闭眼入
1693557362# #面霜采用润熙泉专研「冻龄元」胶原蛋白+华熙专研5重玻尿酸分子，就像去美容院打胶原水光针，将胶原+玻尿酸直接送到真皮层，弥补肌底营养成分流失，重新支撑起干瘪失弹的肌肤！这个好物闭眼入
1698191240# #邦主精选好东西海蓝厨房广式牛杂煲，酱香浓郁，岭南风味，300g/袋*3，89元，。。广式牛杂煲&nbsp;，精选瑞士西门塔尔有机公牛的新鲜牛部位制作，肉质嫩滑，没有膻味！。。制作工艺考究，整体酱香浓郁，口感鲜嫩，肉在汤中浸泡的使汤底更加鲜美、汤底又增加了肉的香浓，还会有淡淡的药材的自然清香。。。这款牛
1698165993# #所有中国人（包括记者）都应该都从以色列撤出来，太危险了。
1699320700# #挺高级的体验，中国美酒+老外咖啡☕️
1691542051# #耶
1690406001# #印度的月球压根就不是我们看见的那个月球，人家为了登月自己先造了一个月球。
1697256829# #看截图，现在，华为已经抢先把5.5G相对于5G的速度定义为10倍，这不是设计，而是已经成功了，就是说未来华为研发出来的6G，至少也应该是现在5.5G的10部，那么华为的6G速率是至少是5G的100倍，我记得特朗普时代的美国，虽然没有研发成功5G，但却雄心勃勃地宣布要超越5G，直接从4G上行研发6G，而当时华为5
1696342151# #王连举。
1689982779# #看事要看远，今天当我们看到，中国的女运动员人个都是“真女人”，而这种状况在整个西方国家的运动界都在动摇着，我们现在听了这种说法可能很骄傲，说我们中国男人是男人，女人是女人，但是，未来若再有几届奥运会或者世界级运动会，西方的那些由男变女的“假女运动员”不断抢走中国的“真女运动员”的
1689068829# #从耶伦在中国的表现，可见美国人所谓的基于规则的国际秩序，就是公开一套私下一套，美国人希望，在公开世界场合，中国要老老实实恭恭敬敬认美国为老大，而在两国私下里，美国人宁肯给中国人连鞠仨躬，有意思吗？没意思！满足他们吗？滚一边去！变态不是规则，打变态才是。
1695002171# #邦主精选好东西新品预售0添加冠军金玺纯牛奶，4.1g原生乳蛋白，原价：69.8元1箱，微博达人专属价：86.9元2箱（250ml*16盒）。。。推荐一款好牛奶，数万妈妈的品质推荐，也是很多人无限回购的一款牛奶——冠军金玺纯牛奶。这款牛奶有很多亮点，4.1g原生乳蛋白，120mg&nbsp;/&nbsp;100ml&nbsp;原生钙营养，0防腐剂、0香
1688573575# #希望大家细细看过这张图，从此能尊重东北，尊重我的家乡黑龙江，尤其是那些自以为多么发达的城市。
1691208419# #最近爆单的云南小花玉米，今天12点开始有秒杀活动，限量1000单，价格是19.9元，又便宜了10元。这个好物闭眼入
1699793022# #甘醇甘醇的。
1701920176# #这款茶叶的性价比很高，大家无论是自己日常冲泡喝，还是送礼给亲朋好友都是可以的。商家还有特别周到的服务，茶叶可以免费试饮5泡，如果大家不满意，可以选择七天无理由退回，真的是很不错的一个服务。现在有买一赠一的优惠活动，大家可以关注一下。这个好物闭眼入
1695803235# #努力！实实在在的进步。
1693230888# #赵本山才是国宝级的中国演员。
1702790803# #转发微博
1693383210# #这些棒棒糖都是给小朋友吃的，真是够可以的！
1701658152# #话筒
1697431175# #现在的澳大利亚人都是当年那些跨国流放罪犯的后代，在中国犯间谍罪的成蕾服刑期满后被驱逐，却受到澳大利亚外长的热烈欢迎，因为现在成蕾，已完成犯罪升级，升格为祖先级的澳大利亚人了，你说他们焉敢不热烈？
1693901595# #黄金大饼属于皮薄馅大的类型，口感上绝对是软糯细腻，吃起来甜度适中，Q弹不腻，味觉上能够感受到其丰富的层次感，绵软香甜，属于大众都会喜欢的风味。这个好物闭眼入
1691832738# #没有大坝就没有灾害？
1702814033# #耶伦就是直接放个屁，中国也会有不少人接着，不稀奇。
1689228538# #这个鸭蛋马上就售罄下架了，我自己囤了一箱30枚，大小70g的，刚刚开箱，拍了图片给大家参考，一点也不咸，很沙而且油很多，有喜欢吃的朋友们可以下单。这个好物闭眼入
1691054279# #邦主精选好东西【顺丰发货】湖北洪湖粉藕，3斤装，拼团价36元；5斤装，拼团价46元。。。洪湖粉藕新鲜上市了，喜欢吃藕的朋友们真的可以下单尝尝看，它生吃清甜多汁，拌凉菜或者清炒藕片，都可以感受到其微微爽脆的口感。。。最为推荐的就是拿它做莲藕排骨汤，属于日常简单方便，营养美味的一道家常菜，将
1700702261# #美国现在还欠中国1亿美元的新冠疫情援助，2020年2月份特朗普蓬佩奥宣布的，一直都没付款。
1702700620# #韩国缺粮食？
1693556693# #悲壮而睿智。
1692256566# #现在身边的年轻人挺多单身，最后能不能成为终极单身就不知道了！
1698847603# #我们都知道，对一个政治家来说，那些真正经得住历史考验的老百姓口碑，永远重要于当时的悼念，我相信已经逝去的李克强总理是会被中国人民长久怀念的。
1693136535# #这是从阿里地区的革吉县出发，奔向改则县，中间有一段海拔4500米以上的大草原，317国道笔直笔直，老话说，看山跑死马，行驶其中就是这样的感受，阿里实在太大了，34.5万平方公里的域内面积，这是多少国家都比不上的。。奋进新征程感受天上阿里
1700118854# #一年一次的糖心小苹果活动来啦，今年的超给力，活动到17号早上9:00结束，活动价：8斤39.9元，大概26～32个。这个好物闭眼入
1691683924# #【第1150期｜“台独”如狗论】台湾岛上，在8月8号搞了一个“凯达格兰论坛-2023印太安全对话”，邀请了正在台湾窜访的日本前首相，现在是自民党副总裁麻生太郎，来发表演说。其实，这次麻生太郎率由多名众议员组成的“庞大代表团”，于8月7日至9日到台湾来，是日本有意推动台湾企业去日本建厂投资，之前
1693431725# #转发微博
1699335389# #哈哈哈哈
1695721256# #好，这些露脸的锡克教徒也上印度黑名单了。
1688729346# #邦主精选好东西广西百色桂七芒，8斤装，芒果甜度的天花板，果香浓郁，满口顺滑。一级果8斤中果，约20-24个，39.9元；一级果8斤大果，约15-19个，彩箱49.9元；一级果8斤大果，约15-19个，65.9元。。。广西独有的桂七芒果，芒果中的爱马仕，上市了，顶级美味，欲罢不能。。。每年七八月都是广西人民抢着吃
1694160638# #这款果泥是北海牧场的一款明星产品，它的果泥不加一滴水，全是满满的生牛乳，果味十足，‪奶香浓郁简直就是能喝的冰激淋。这个好物闭眼入
1694749687# #难道他在说自己不是人吗？他在向什么方向？
1694678279# #转发微博
1701513076# #看来，我说的一点儿都没错，《南华早报》的屁股确实是歪的，前几天我从它们一篇表面根本看不出什么，而只埋了一颗地雷的报道中就看出来它们的屁股是歪的（图3），还想挑拨中俄关系！现在美音又变相给证明了，它们的屁股是歪的（图1、2），那么对歪屁股怎么办呢？。（来源：X）
1690687259# #不过，我还是想给泡泡玛特公司提供一个二维码，就是这个二维码，是7月28号刚刚公布的，是咱国务院“互联网+督查”平台公开征集阻碍民营经济发展壮大问题线索的二维码，为贯彻落实《中共中央、国务院关于促进民营经济发展壮大的意见》，推动解决民营经济发展壮大面临的困难和问题，根据有关工作部署，国
1688515206# #在合肥市著名的罍街，录了段街头民谣，小姑娘声音有穿透力，现场表现也相当不错，如此闹市，如此沉静，合肥人民的自在生活一如这歌声一样。高质量发展安徽行
1690698620# #话筒
1695208835# #天不生印度（把辣特），加拿大将万古如长夜。
1692607142# #邦主精选好东西新疆禧安骄辣椒酱，3瓶*260克，混装礼盒牛肉酱、鸡肉酱、黄豆酱，2024年2月到期，页面价：79元，商家补贴券：满79减50元，到手29元。。。这款辣椒酱现在有清仓活动，3瓶到手价格是29元，绝对的福利产品，还有半年时间的保质期，大家可以根据需求下单。。。精选安集海优质辣椒、非转基因新
1692066266# #要从彻底打垮美帝上思考问题，而不仅是不被美帝打垮。
1698499724# #我在沈阳“九一八”历史博物馆看到的，日本侵略者当年在东北制造归户并屯的“集团部落”的沙盘，与今天以色列在加沙地带对待巴勒斯坦人的办法非常相似，昔日的日本人，和今天的以色列人，控制了被围困的中国人和巴勒斯坦人的一切上游生活资源，包括水、电、能源，目的也很一致，就是要亡其国灭其种。曾
1702267291# #【不知道前几天呼吁国内地铁取消安检的人该怎么评论这件事？】12月9日19时25分，广州地铁9号线发生一起持刀伤人事件，12月10日广州警方通报，一名19岁男子乘地铁时被小孩撞到，与小孩家长发生口角后持刀伤害小孩家长，嫌疑人目前已被刑拘，事件未造成人员死亡。。。根据广州公交公安官方微博消息，事发当
1697767954# #那个张平，被我骂得滚蛋了，尚有羞耻之心。
1692678499# #一代新人长大了，一代老贼完蛋了。
