1700519487# #开了三年还无法收本，那一定会倒闭！
1692086289# #梁启超眼中的李鸿章（10）。。日本多次建议协助干预朝鲜事务，中国却不答应；中国多次建议同时撤兵，日本也不答应。李鸿章和总理衙门便开始天天盼望俄国、英国能够出面调停斡旋。电报在北京、伦敦、圣彼得堡来回传递，俄国和英国都假称一定尽力调停，却在暗地里希望渔翁得利。。。拖延了一段时间，战争准备
1688141551# #去年的今天，香港警队改口令，由过去的“yessir”变成“知道，长官”。
1703196223# #打二拳叫“迅速锤压”，没有恶意。
1694798893# #我发表了头条文章:《希拉里回忆录《历史的亲历者》（2）》
1699746321# #1972年2月21日，美国总统尼克松访华，为中国带来了三样礼物：二战中被美军击沉的日本阿波丸号战舰沉没地图、月球的岩石、罗布泊的卫星照片。同时尼克松还以个人名义送给毛主席一个瓷制天鹅，水晶玻璃花瓶，一个高脚酒杯，一个尼克松的个人名片。毛主席对尼克松的个人名片和高脚酒杯比较感兴趣留了下来
1700260221# #日本熬不住了，希望中国取消进口日本食品的措施。
1698912301# #中华文化博大精深！赞赞赞
1698107246# #毛主席的竹拐杖。。。毛主席转战陕北时用过好多拐杖，包括用树枝做的临时拐杖，但都没有保留下来。1953年12月27日一1954年3月14日，毛主席率领宪法起草小组在杭州完成了对《中华人民共和国宪法（草案）》（初稿）的草拟工作。毛主席在杭州住了二个半月时间，闲暇时他会去杭州附近爬爬山。登山时，工作人
1692090104# #解读《终战诏书》
1702589755# #陈正人，1907年出生，1925年入党。入党后，陈正人迅速得到党的任用，并于次年晚春进入江西省委工作，并在工作中经历了南昌起义。南昌起义过后，接受党的委派，他回到阔别已久的家乡遂川县，担任特别支部书记。稍后他负责留守井冈山，为井冈山发展贡献力量。他全面参与了井冈山的反围剿行动，被称为“井
1691066665# #一群牛孩子🐮
1695367436# #当年苏联围观希特勒尸体的真实历史影像。
1695292294# #张海迪也卸任了，都太累了，好好歇歇吧。
1703059919# #吉林市阿什哈达雾凇长廊阿什哈达雾凇长廊位于松花江边上，距离吉林市中心11公里，是吉林市区赏雾凇的绝佳去处。由于地处松花江边，且这个地段的松花江水是从上游的丰满水电站带着温度下来的，又遇极寒天气，因此形成雾凇。阿什哈达这个地方出现雾凇的几率很高，也比较频繁。吉林市是全国唯一以省的名
1694060183# #苏联曾想过要让弯弯独立？？？
1694315525# #苏共28大，叶利钦当众宣布退党。
1689915260# #会计专业毕业，有会计资格证，也未必能当让大队会计允悲
1691913270# #神经病医院的大夫估计能干净哈哈哈哈哈哈
1688111995# #苏联记者拍摄的林帅纪录片
1700949785# #这是拍摄于清末民初时期的照片，想想不过百余年，我们国家能走到今天有多么的不容易！
1703455275# #你可能没见过的老照片，主席在职工家里与其拉家常。毛主席看见老百姓的那种亲切感、那种高兴、那种好似老朋友、老街坊重逢的喜悦感瞬间溢出画面…。
1699001488# #缅甸果敢地区原为中国领土，隶属中国云南省。。1894年，中、英双方重新划定边界，在伦敦签订了《中缅边界条约》规定果敢地区为中国领土。。1897年，中、英双方在北京重议边界问题，英国强迫中国清政府与其签订了《续议滇缅界务条约附款》，将果敢地区划入英属缅甸。。2011年3月25日，果敢地区正式更名为"
1688891959# #时间：1944年，人物：毛泽东、赫尔利。右一是谁？
1689988345# #特里尔眼中的毛泽东（62）。。在毛泽东离开北京自我流放的八个月的最后几个星期，他妻子在北京西郊的香山饭店召集外交人员开会讲话时，宣布她是代表毛泽东讲话。。江青说，基辛格的"基本观点受资产阶级利益的局限"。然而她又提醒说，基辛格信奉"保持势力均衡"，而且他"承认"国际关系中存在的种种"矛盾"。江
1694314366# #我发表了头条文章:《临危受命的丘吉尔（13）》
1701465416# #1949年4月20日，国民党拒绝在共产党提交的《国内和平协定（最后修正案》上签字。。毛主席和朱总司令随后下令：解放军开始渡江，突破国民党号称“固若金汤的长江防线”！。按照上级统一部署，第二野战军，由陈锡联司令员率领的第三兵团，陈赓司令员率领的第四兵团和杨勇统率的第五兵团，联合组成西路集团
1701817047# #图一，1956年10月6日，毛主席在北京展览馆参观日本工业展览。。图二，毛泽东在延安会见美国观察员赫尔利。。图三、1964年11月29日毛主席登上天安门。。图四，1964年10月13日，毛主席与歌剧《江姐》中扮演江姐的演员握手。。图五，六十年代，毛主席在人民大会堂欣赏国画作品。。图六，1964年3月周总理出访亚
1700384375# #穷的没玻璃？
1690372296# #绍伊古向平壤解放纪念碑献花。
1697504312# #珍贵历史影像，杨得志下连当兵记。
1695512164# #杭州亚运会，巴沙尔一家五口悉数到场。。首先，这一家人来到了杭州灵隐寺。巴沙尔与妻子阿斯玛手牵手漫步，与路过的游客友好交流，在他们身后的三个年轻人，是巴沙尔骄傲的三个孩子。特别是大儿子哈菲兹，这位22岁的青年，最近刚在莫斯科国立大学完成学业，他的数学才华让人刮目相看。值得一提的是小儿
1692939819# #这人也是真怪，深井盐不买，都抢海盐
1700093976# #旧金山，一座有着200年左右历史的城市，旧时称"三藩市"、"圣弗朗西斯科，是美国加州太平洋沿岸的港口城市，世界著名旅游胜地、加州人口第四大城市。。旧金山临近世界著名技术产业区硅谷，是世界重要的技术研发基地之一和美国西海岸重要的金融中心，也是联合国的诞生地（1945年《联合国宪章》)。。旧金山
1699339123# #蔡磊很了不起！自己挣的钱，又没花老婆挣的钱，留足孩子和老婆及其家人的足够生活所需，这已经很够意思了！剩下就是自己的，自己愿意怎么花怎么花，谁不想活呢？这话没毛病！
1700915916# #普京不顾大雪抵达白俄罗斯首都明斯克。
1700950533# #毛主席视察河南新乡七里营人民公社。
1690372726# #美国阿波罗号登月全过程真实影像。中国的登月也近在咫尺了。
1693184902# #我发表了头条文章:《胡雪岩传奇（32）》
1703572131# #为有牺牲多壮志，敢教日月换新天。用百张照片纪念毛主席诞辰130周年（2）
1698498077# #我发表了头条文章:《现代散文名篇之三十五：丰子恺的《梦痕》》
1694206540# #毛泽东座机伊尔一14。。毛泽东主席生前乘坐的专机伊尔-14型4202号光荣退役。1992年3月26日，从哈尔滨空军某机场飞往北京，被送进空军航空博物馆。。。这架斯大林赠送给毛泽东的飞机，是由苏联飞机设计师、上将工程师、苏联科学院院士、3次社会主义劳动英雄称号荣获者伊柳辛(1894-1977)设计的。伊柳辛在战
1703369883# #我发表了头条文章:《现代诗歌名篇欣赏：张万舒的《黄山松》》
1694752178# #马杜罗结束在京召开的新闻发布会，拿出三部手机。
1688273592# #这样的老板活该发大财！
1694700356# #普金会谈6小时细节来了。
1694561705# #夺回领土允悲
1695328128# #毛主席1958年9月2日，在北戴河会见巴西记者马罗金和杜特列夫人的谈话，修正了他在《新民主主义论的一些观点：。毛:你们等了很久吧?因为我们开会，没有能早见你们。。马罗金:得到你的接见是一件很光荣的事，等多久都可以。。杜特列夫人:等得再长,我们也感谢你的接见。而且,这样可以有时间多看一
1701778796# #我发表了头条文章:《毛泽东让中国的今天成为可能》
1698463814# #合肥市民用自己的方式悼念总理。
1688704910# #替欧阳夏丹补充一点，男人在你的生命里其实没那么重要，如果你的父母还在，父母比他重要，如果你有孩子，孩子比他重要，如果你没父母，也没孩子，那就是自己比他更重要！好的身体，好的情绪，谁有都不如自己有！
1696291942# #好正、好有力量的英语赞后面拍她的那只手是不是想让她的发音再柔和一点？
1687855124# #特里尔眼中的毛泽东（39）。。钟山风雨起苍黄，。百万雄师过大江。。虎踞龙盘今胜昔，。天翻地覆慨而慷。。诗的最后几行似乎发自于毛泽东的"虎胆":。宜将剩勇追穷寇，。不可沽名学霸王。。天若有情天亦老，。人间正道是沧桑。。"人间正道"是儒家味道非常浓的措辞。但是诗句的第二部分把孔子从行动事项中抹去了，任
1690525232# #普京签署法令，将预备役服役年龄上限提高到55岁。其中预备役低级和中级军官服役年龄上限提高到60岁-65岁。
1689759028# #坚韧不拔的戴高乐（21）。。同时声明：“英王陛下，政府注意到组织临时法兰西民族委员会的提议，该委员会将充分代表决心进行战争以履行法国的国际义务的独立的法国人民。英王陛下政府宣布，它将承认这一临时的法兰西民族委员会，并且只要该委员会继续代表一切决心与共同敌人战斗的法国人，它将就一切与进
1699060849# #智利车厘子将85%销往中国！中国各地的车厘子，比如山东，浙江，辽宁的车厘子价格能不能比智利的低？如果不能，我买智利的允悲
1693915174# #2017年4月2日，蒋万安与父亲在广西桂林北郊章亚若墓祭拜。
1687605093# #苏洛维金说的很好，普里戈津也不是真的想反。
1700901372# #我发表了头条文章:《身残志坚的罗斯福（24）》
1688963113# #哦，难怪对其不理不睬，还不离。李玟看来太嫩，没一点城府，被这该死的老外算计了。
1703455031# #1957年3月18日下午，毛泽东到达山东，随即毛泽东在山东省政府大礼堂，向省级机关以上党员干部作题为思想问题的报告。。毛泽东说：去年下半年以来，我们党，社会上，人们的思想有一些混乱，批评我们党的人多了，敢于讲我们党的缺点了，党外人士敢于讲话了，有人说共产党能不能领导科学？对社会主义有没有
