1703760997# #“技术应该在车上，而不是在PPT上。”领跑汽车这是在内涵谁？
1691471338# #为什么现在电影票这么贵。。现在不仅的电影票，出去吃饭、住酒店，那那都涨价了！就是我的工资没涨！允悲
1700721257# #前天就看到这个视频了，还在想国内又没有枪，原来是果敢发生的。。。华为Mate60Pro质量确实过硬，能帮着挡这一下，腿保住了！。。华为Mate60Pro帮他挡下了子弹
1700362808# #我一直认为vertu纬图手机是智商税，没有什么人会买！看来是我肤浅了！。。男子丢失30万手机女子捡到以为老年机
1700704274# #王者荣耀的皮肤风格，我是觉得越来越低龄化了，不适合我这种老头子啊！允悲狄仁杰皮肤
1697424042# #A股。。“当所有人悲观恐惧的时候，就是最佳的入场时机。”。。现在是不是“最佳的入场时机”？
1700963353# #这一点我觉得我们杭州的市民服务中心，做的蛮不错。。。上次去办事，缺了两个材料，工作人员耐心的看完后和我说清楚了缺了哪两个材料，而且还提醒我哪里可以复印打印，事情一次就办完了。。。多次被要求提供不同材料女子发火
1702888558# #华为问界M7是真硬！后车都撞成那样了，它居然仅是小伤！。。虽说问界M7是被撞的一方，但它却完全不吃亏，反而是对方的前脸已“毁容”，而问界M7情况真一点都不严重，只是保险杠有轻微变形，只能说质量真的过硬。。。根据根中保研发布的碰撞测试成绩，问界M7在车内乘员安全指数、车外行人安全指数、车辆辅助
1693730727# #友商最不想看见的情况出现了！。。华为Mate60Pro开售后，华为商城在各友商的应用市场下载量猛增！。。大家觉得这些人为什么会下载华为商城？
1701783660# #张天爱他们怎么穿黑的不告诉我。。咱就说，张天爱真是太性感了！荣耀100Pro的这个配色和她绝配啊！
1698211851# #今年要换电脑的都先冷静一下。。冷静啥啊！要用还能等？
1703384779# #华为nova12这个配色也太好看了吧？
1695454585# #柔软自有力量。。我平时的解压玩具！软的很。
1701419339# #为啥我给朋友点赞后，其他人给他点赞就提醒我？太TM烦了！微信工作人员能不能优化一下这个问题？。微信更新后的朋友圈排版
1700897340# #有些人确实就是这么没素质！。。我一般开车门前，都会前观察一下，看看有没有人路过，开门会不会碰到别人的车。。。小伙轿车3个月遭8次开门杀
1703718669# #每天早起打卡。。早安！还有几天，2023年都要结束啦！这个月的互动大家加油！。。荣耀Magic5Pro
1703748362# #小米汽车发布会大家看了吗？。。其他车企有的东西感觉小米基本都给配上了，不过现在还是PPT阶段，就看实车落地后的表现如何了！。。车机方面手机厂商确实具有比较巨大的优势，毕竟手机、平板搞了这么多年。车机互联应该会成为未来智能汽车的标配了！小米汽车技术发布会
1702381064# #荣耀也打算造车？我觉得还不会！。。荣耀CEO赵明发布了探访保时捷工厂，与保时捷设计CEO在车前交流的照片，并表示“透露一下，未来可期”。被网友认为荣耀要下场造车！。。我觉得这应该是暗示荣耀Magic6RS保时捷设计要来了！而并不是荣耀也要造车了！。。虽然除了AI大模型、折叠屏这些热门外，手机厂商们造
1697419678# #百度将推出首个AI原生地图，以后出门问路是不是可以直接问AI了？如果这样，真是拯救社恐啊。嘻嘻
1698881289# #大嘴诚不欺我！。。余承东在华为Mate40系列发布会上曾表示，搭载麒麟9000芯片的Mate40系列，在使用36个月后依然可以保持流畅，性能最多只比新机下降2.5%。。。三年后的今天，Mate40系列真的是依然丝滑流畅！余承东的牛逼也又一次得到了验证！。。我觉得华为手机这么受大家欢迎的原因，最起码40%的功劳在系统
1693623732# #用iPhone5s拍照。。我自从看到华为Mate60Pro开售后，对iPhone手机的消息，就有点索然无味了，不知道大家有没有这种感觉？
1698190140# #苹果将举办发布会。。苹果现在还能有多猛？笑而不语
1696481319# #iPhone15系列机型被曝外放破音。。今年iPhone15系列的槽点真的多的有点离谱啊！又是发热，又是品控，又是变色，现在还有外放破音！难道这些都是印度产的原因？
1691475649# #蔚来手机的安兔兔跑分136万+，蛮不错的。。。蔚来手机搭载的应该是骁龙8Gen2处理器，存储配置是12GB+1TB版本，毕竟第一次做手机，这个成绩不错了！。。蔚来手机直接对外卖的话感觉销量不会太大，毕竟手机行业竞争太激烈，买了尝鲜的应该有但不会太多，如果是走买车送手机的路线，大家应该都能接受。
1689600731# #荣耀手表4使用第四天。。。今天，走了1万多步，有运动2公里的监测，其它就是一般的消息提醒，电话20几个。。。今天耗电是12%，感觉恢复正常了，昨天耗电25%，应该是我拍视频把手表设置长亮引起的。
1693022125# #核污水排海韩国已出现连锁反应。。原来东京奥运会的开幕式的表演是这个意思！小日本真是坏透了！
1700363123# #这份宝典我得好好保存一下，马上就用起来。嘻嘻。。妈妈照着夸孩子100句念孩子学习劲头十足
1701986636# #每天早起打卡。。早安！城市还没醒，我出发了！
1689808297# #每天早起打卡。。兄弟们早！起床搬砖了！。。荣耀90Pro
1697775407# #赛力斯要躺赢的节奏！。。老美加大对我们的芯片制裁，连英伟达4090显卡这样的游戏芯片都给下架了，那么我们的这些个国产新势力们的自动驾驶芯片怎么办？他们用的几乎都是英伟达的Or­in芯片，如果连这个芯片也禁了，他们拿什么和赛力斯比自动驾驶？。。要知道，赛力斯用的可是华为自己的芯片，根本不受美国
1687079532# #雷总的小米12SPro虽然这次便宜了不少，不过大家还是买小米13吧！买新不买旧不是吗？
1700138354# #冬天到了，养生茶喝起来！
1689999397# #不是我杠，荣耀MagicV2热销是有理由的！。。手机作为日常随身携带的电子产品，第一要务就是轻薄便携，折叠屏也不列外！如果要功能多、屏幕大，平板和笔记本不香吗？。。荣耀MagicV2这次把折叠屏做到了和普通直板机一样的轻薄和重量，难怪这么多人抢购。
1692605734# #荣耀MagicOS系统的骚扰拦截功能还是蛮不错的，至少我用上之后，诈骗电话锐减了一半不止！用科技力量识别各种诈骗手段，荣耀MagicOS的反诈守护真心好。
1694853443# #iPhone15Pro系列存在变色和吸指纹问题。。在俄乌战争爆发后，苹果宣布限制俄罗斯苹果用户的部分手机功能和支付功能，导致俄罗斯iPhone手机用户很多功能无法使用，出门都得带现金。所以，你觉得苹果还好用吗？
1700987647# #啥情况？警方通报特斯拉连撞11车事故。。踏板摄像头，你们都还没有安装？
1703150768# #有人从中国乘飞机往韩国背大米。。不会吧？韩国人不是发达国家吗？连大米都吃不起了？还要从我们这边带？
1702809680# #我得吐槽一下我们杭州的中国电信！。。以前入网的时候有不少优惠，现在优惠少了咱就不说！。。关键是现在家庭融合套餐，199套餐才能绑定8个号码，169套餐只能绑定5个号码！（超过3个号码每个号收费10元）。。这明显和国家的政策不相符啊！。。现在都要大家生二孩，这样的话，家里老人➕孩子，最起码
1696810897# #每天早起打卡。。早！已经搬砖两天，却还是周一！允悲
1693287281# #华为Mate60。。手快的已经拿到华为Mate60在体验了，雅川青、南糯紫、白沙银、雅丹黑四款颜色哪个好看？我觉得黑色最好看！
1691449321# #每天早起打卡。。早安！兄弟们！
1703760936# #荣耀平板9今天，首销价1499起，用来刷刷抖音，看看视频还是蛮实惠的。
1691638557# #荣耀Magic6的工程机，居然整了2亿像素的潜望摄像头！这影像能力一下子提升的有点太夸张了吧？不过我喜欢！
1702250789# #每天早起打卡。。兄弟们早安！收拾心情！又要开始上班了！。。说真的，偶尔能出去转转也不错，可以疏放心中的不快。
1702095477# #车厘子价格终于开始跌了。。40一斤的车厘子也不便宜啊！允悲有多少人可以实现车厘子自由？
1699418343# #3999买什么手机好。。3000-4000的手机，我觉得荣耀magic5是一款相当不错的选择，要颜值有颜值，要配置有配置，电池也耐用！
1689379106# #有趣的是，看到有博主对华为的卫星通信功能进行批评，他似乎试图让大家相信购买华为手机不值。。。难道华为过早引入了这项技术，而竞争对手却一直无法拥有卫星通信功能的缘故？还有这事救命的功能！谁会没事想用到？
1700475532# #小米集团2023Q3财报着实有点亮眼，总收入709亿元，经调整后净利润60亿元，同比增长182.9%，集团毛利率再创历史新高，小米14功不可没！
1698747272# #乔丹身高1.98，奥尼尔身高2.16，乔丹虽然没有奥尼尔高，但他的实战对抗能力却非常强。。。麒麟9000s虽然跑分落点，但实际体验却能遥遥领先！。。所以热衷跑分的朋友请清醒一下，任何东西都要经受实战考验，跑分只是死数据，实际体验好才是结果。
1690088055# #美国一彩民中77亿元头奖。。这个世界就是这么魔幻，总有人会获得意外之财，但不该获得的财富获得后，并不一定是好事啊。
1700018697# #这两天为啥都内涵董明珠王自如？
1691892359# #汤家凤老师说出了大多数父母的心声，不反对喜欢偶像，但反对疯狂。
1695199239# #实话实说，尽管苹果也不错，但我最终还是选择了遥遥领先的华为。。我看重硬实力，同时也在乎软实力，颜值与实力并存，这就是我选华为。。不喜勿喷，请原谅我是一个颜值控！
