1692014555# #7.28
1686880212# #据说，又有重大举措来提振经济。。其实，现在的内外问题很明显，但想解决又是千难万难。。因为，想要解决问题，必须牵涉到权力、利益、资源的再分配。。触动这些，太难了，而不触动这些，只抓细枝末节，是解决不了问题的。。比如楼市，瞎子也看得出来很多城市房价太高了，房价也透支了消费潜力，现在稳房价来保
1688606232# #大家记住，文明城市，就是没人性的城市。。。
1703156685# #中产夫妻幸福十大标准。。第一条就扛不住了允悲。。除了身体，有两个孩子，每周三四次，不容易吧哈哈
1703578714# #这些人天天在网上骂八国联军，但连大鹅也是八国联军之一的史实都不知道。。近代以来，我们因大鹅损失的几百万平方公里领土事情，以及前苏在东北犯的弥天罪行…他们更不知道。。你还能说什么呢？
1688738430# #别说河南了，在上海，这两年带孩子去医院，我点名要西药，他们还是开了一堆中成药，孩子又不爱喝，家里存了一堆中成药，一言难尽…
1691480217# #房地产，出政策有动力，也出政策了，但老百姓的钱包还能顶的动吗？。。证券市场，保持稳定融资以及没有大市场波动是一些人最希望看到的，而且你期待的东西是触碰别人利益的，所以，你期待也不一定有用。。A股房地产、证券两个板块，一段时间折腾完了，终究还会沉寂下去
1694857363# #北极鲶鱼核查不予公开是否为权力的傲慢。。你说呢？
1687473698# #新华社:失衡的美国，1%对99%，45%的新增收入落入最富裕的1%人口腰包
1689643340# #周五，投资者经常寄希望周末有许多刺激经济的利好消息，其实，他们愿意出的招数早就出来了，不愿意出的有用招数，你再期待也没用，存在预期差，所以周一经常表现不好
1690941074# #大智慧今天有肉哈，换股性强的有收获了
1699340551# #短则一两年，长则三五年。。必然会有个了断，拭目以待吧
1690508820# #卷了两千年，基因在这，A股又有很多缺陷，焉能不内卷？。。宁愿少赚，不能跑慢了，不要梦想暴富，才能有机会在A股赚钱
1695034015# #张维为、张维迎。。一字之差，千差万别。。你支持谁？
1689302364# #中信证券突发系列养生研报笑cry。。反正研报对投资A股也没什么帮助，还不如研究养生算了
1692581054# #央广网：活跃资本市场一揽子措施出台A股或成全球资产配置的“核心战场”。。如果你说的是融资，我不反对
1696721357# #别说发声没用，在网友的舆论压力下，浙江国祥IPO暂停了。。如果所有人都麻木不仁、冷漠不语，那不直接上了
1693132572# #这个周末终于来了点硬货
1693019767# #转发微博
1688701562# #掏警证干扰查酒驾者曾多次获奖先进个人。。见怪不怪了，这些被免职的，还真没见过几个没获奖的
1702860481# #券商中国：宜将“熊心”换“牛胆”。。现在媒体唱多A股真的是百花齐放、百家争鸣啊，一片盛世繁华……。。本周A股不涨个几百点都不好意思面对这些媒体了嘻嘻
1695719267# #大同通报未成年人欺凌事件调查情况。。强奸猥亵叫“欺凌等”……。。几个犯罪分子，训诫、责令其接受心理辅导、行为矫治…。。就因为是未成年人，就能随意违法？。。太无语了
1697616728# #这下，鹅哈粉裂开了，到底是支持哈马斯还是支持大鹅？哈哈。。下面一个博主提问：为什么老普的谴责声被忽略了？。。这个答案其实很简单…
1703129093# #普京：“我们做了一切，但西方没给一丝机会”（参考消息）
1698965447# #美股大涨，中概股大涨。。今天A股估计问题不大
1694065264# #按美元计价，8月出口2848.7亿美元，下降8.8%
1687475979# #苹果股价创历史新高，目前市值2.94万亿美元。。是A股市值王贵州茅台的9.68倍
1700550009# #这也太离谱了吧
1700705203# #马光远建议废除所有的楼市限制政策。。其实吧，这里需要让利于民才能力挽狂澜。。首先，地价不要太离谱，地方政府以价换量；其次，银行贷款买房利率要打五折以上，银行必须得让利，不能躺赚；第三，要允许开发商降价自救；最后，也是最重要的，如果期房制度不变，必须严格监管资金流向，做好保交楼工作，之
1697252105# #哈哈
1699842214# #妖股尽量不要做第二波，第一波跟得上就跟，跟不上拉倒。。屡屡冲高回落一般就是A股主力资金出货的标志，盘中看着吸引人，但能全身而退的很少。。一旦在山顶上套牢，解套不知何年何月，哪个资金会有善心去解救山顶的套牢者呢。。过气的龙头不如狗。。A股最悲惨的事情就是：吃肉的时候恐高没赶上，高位套人的时候
1701257958# #以前去过几家药店买药，你要是听导购员的，没几百块出不来，他会给你挑贵的而且很多效果重复的药。。后来，我基本先查好药名称再买，或是直奔角落里，找对症的便宜西药，果然要省了一大半钱哈哈
1688442689# #炒A股，最不用担心的是低价买入股票的机会。。A股，股票常年打折
1688874235# #什么都是特色的
1700646209# #郑州卫健委回应三孩补贴无法落实。。如果有家庭看着这个政策才生三孩的怎么办？生都生了，钱没到位允悲。。这样失信，是不是对以后其它政策落地有负面影响？
1687226719# #A股低开，军工船舶上涨。。由此可见，不要对昨天的消息抱有过多的期望。。端午将至，还是谨慎点
1701003071# #跟传闻还是有些不一样的
1702880771# #股市不会说谎，但可以让人都说“真”话
1694499790# #媒体：要特别警惕在网上别有用心带节奏的人，比如…呼喊“打倒小日本”的…这些人非蠢即坏，甚至又蠢又坏…
1692148531# #青年人城镇调查失业率将暂停发布。。统计局再次强调：当前中国经济不存在通缩，下阶段也不会出现通缩
1686969954# #户籍、公摊。。一言难尽……
1695720078# #休8天上7天你怎么看。。在A股混饭吃的不受影响。。后面只有五天嘻嘻
1702986076# #这种没人性的事情还拿出来宣传允悲
1701745356# #特斯拉赛博皮卡（Cybertruck）评测。。美国人喜欢皮卡，这款车确实🐮
1688804083# #谁说有人失业了？这些创业的辉煌恐怕你不知道哈哈。。与此同时，据媒体报道，25%美国成年人吃不饱饭
1697447851# #A股目前处于存量资金行情，只能往资金相对充裕的地方去。。正在失去流动性的大部分个股，你进去之后大概率是漫漫阴跌，如同北交所的股票，大部分人熬不住的。。炒股需要逆人性思考
1700358972# #希望中美关系止跌回升，A股投资者才能有口汤喝，3000—3500之间还是有希望的。。如果A股制度完善没有大幅提升，和外部主要经济体的关系没有改善，那这样的预测就没有意义
1692669249# #军工上涨，除非你买了这个板块，否则不大好操作了
1703581284# #中办、国办：鼓励落实带薪年假安排除夕休息
1696836325# #国产奶粉广告中“超奇葩”的逻辑，你注意到了吗？。。可能从小奇葩逻辑的广告听多了，竟然毫无感觉哈哈
1702530411# #一个网络带货的投机倒把者➕翻墙谣棍非要站在爱国高地上，真是对爱国两个字的最大亵渎。反贼玉玉
1698327505# #我在学外语哈哈
1701996043# #至于是接到哪个部门的通知，该名工作人员表示并不清楚。允悲
1696647569# #人民日报海外版援引美媒：美国或在2024年出现大萧条以来最严重崩盘
1698913741# #A股收复3000以后，有些人自我感觉良好。。如果不把漏洞修修补补，行情走势不会说谎的
1690512192# #又买进去了，这波操作允悲
1699656898# #太阳底下没有新鲜事
1691650842# #前面几天操作怀疑人生，今天终于扳回一局
1703646091# #热烈庆祝沪指收复2900点。。来，大家一起唱响A股光明论吧
1691719094# #上海警方：某出入境服务公司何某等5人涉非法买卖外汇被查，案值逾亿元。。司马南停止更新……
1701242040# #A股投资者，准备好钉耙、锄头、粪叉，明后天可能要打3000点保卫战
1687046967# #一早刷微博看到几个，欢迎大家补充
1689773101# #快转微博
1698031998# #如此大利好，A股为何不涨呢？。。这届投资者不行啊允悲
1698889751# #垃圾不够白菜来凑这让我想起一句话。。形式主义是上级对下级的……也是下级对上级的……
1687090910# #以前对一些财经新闻还有所期待，现在真的很难提起兴趣
1689841242# #数据虽然不是百分百准确，估计也大差不差。。重融资轻回报的定位不改，即便管仲复生，也很难让A股有大的起色
1688621432# #涉嫌猥亵儿童，警方为什么不立案？
1701999606# #商务部回应美对华限制措施：阻挡不了中国发展壮大
1695715259# #程序猿会钻这些空子还叫程序猿吗？
1686906909# #人定胜天。
1702790994# #这种事情光荣吗？会让别的国家的人怎么看我们？平台推他是什么逻辑？
1698196061# #增发万亿元国债，主要用来支持灾后恢复重建和提升防灾减灾救灾能力。。利好地下管道概念股
1703033983# #中国走向法治，走向民主，这是谁也不能改变的潮流。
