1701737709# #赞
1693346400# #两人点了5个菜，没吃完没打包，结果饭店被罚1千元……换个说法，如果饭店觉得浪费了不给上五个，食客投诉了怎么处理？郎摘新闻超话via
1691563231# #最近网上流传着五常大米将绝收的传言，但是实际情况可能并没有那么悲观。据大润发消息，他们和荟尚共采购了150万公斤五常大米，而且产地来自五常龙凤山产区。这个产区地势较高，收割时间和产量并未受到暴雨的影响。所以大家不必恐慌，理智囤货吧！
1693532700# #【男子钓鱼偶遇龙吸水奇观】8月31日，辽宁大连，男子钓鱼碰上接天连地“龙吸水”：太壮观，当时特别害怕……郎摘新闻超话
1695727123# #妻子患癌多次住院丈夫3次诉离婚获准不懂，有的女子多次被家暴诉离婚，有的男子婚内多次出轨女方诉离婚……但法院都判不准离婚，为啥这个男子诉离婚，便获准了呢？疑问疑问疑问
1694211129# #惨……
1692011527# #贵州兴义。小孩不慎落水，环卫阿姨勇敢下水施救，其实她并不会游泳……心赞郎摘新闻超话
1697151601# #男子打扑克气死大爷被判赔8万这个判赔虽然有点冤，但男子他作为围观者，上前抢大爷手中的牌引发争吵推搡，导致诱发大爷疾病死亡，存在一定的因果关系。唉！作为旁观者，男子未免也太投入了吧，人家玩扑克你激动个啥？这下，花钱买个教训吧。
1703054588# #赞
1690771281# #都是成年人了，难道对自己的行为后果没有预见？疑问
1692446462# #带着微博去旅行到达扬州。今晚品尝扬州菜，扬州菜又叫维扬莱，维扬菜以扬州为中心做工精细，口味南北皆宜，乃维扬菜的重要组成部分，《尚书·禹贡》有一句“淮海维扬州”,意思是淮海一带就是扬州。后便用“维扬”指代扬州，故而扬州菜又称维扬菜。扬州美食
1693895854# #甘肃酒泉，鸣沙山月牙泉，这么美的地方，怎么忍心弄脏它？！抓狂
1697885719# #话筒
1694059848# #转发微博
1703571842# #精神胜利法……
1689073596# #500万法拉利被醉酒男扔反光锥砸坏吃惊【仇富心理，损失估计10几万】7月11日，广东中山。一男子发视频称，停在门口的法拉利，被恶意扔反光锥砸坏的视频引发网友关注。视频中，男子径直走向跑车，抱起雪糕筒就砸到车上，随后走进一旁大门。车行工作人员李先生称，车子是法拉利488GTB，落地近500万，
1691223895# #允悲
1689982646# #谢锋大使警告美方：若还有限制，定会做出回应。美方迄今将1300多家中国企业列入各种制裁清单，导致中方无数人失业，影响无数家庭的生计。中国人民不会无动于衷，中国政府更不会坐视不管。郎摘新闻超话
1703754733# #文心一言用户规模已突破1亿WaveSummit+深度学习开发者大会2023在北京举办，这是一个聚焦深度学习和人工智能领域的重要盛会。百度首席技术官王海峰在会上宣布，百度的文心一言用户数已经突破了1亿，每日用户提问量也在快速增长。这反映了人工智能技术在普及和应用上的快速发展。。此次大会涵盖了大模
1702776882# #断崖式降温后广东人囤羊肉御寒其实，广东人对羊肉的热爱不仅仅是一种传统，也是他们的一种生活态度。从营养学角度看，羊肉因其丰富的蛋白质而有较高的食物热效应，这使得人们食用后会有身体暖和的感觉。由此，在寒冷的天气里，一家人围坐在一起，享受美味的羊肉火锅或者羊肉煲，多么的其乐融融
1694347022# #俩老人挤走对座姑娘让自己放脚一绿皮车上，两个老人把对座一个姑娘挤走，让自己放脚躺坐……吃惊抓狂郎摘新闻超话
1701333720# #小举动，大温暖心赞女子排队礼让孕妇后被众人礼让近日，陕西西安，一名正在排队的女子礼让了一名孕妇。当她走到队尾时，之前排在她后面的人们也相继跟随她走到队尾并站在她身后，保持了原先的排队顺序……郎摘新闻超话（陕西都市快报）
1691664983# #这个视频告诉我们：夫妻间除了信任，还要知根知底……笑哈哈允悲郎摘新闻超话
1698971330# #只要品质有保障，放心吃耶
1692661326# #喜提新车，这些地方一定要仔细检查，说不定能给你省一大笔钱话筒郎摘新闻超话
1694315603# #令人唏嘘……允悲允悲允悲
1699680145# #兴趣变专长，励志赞
1701436035# #这小女孩臂力实在了得，身体协调性堪称完美……堪称完美郎摘新闻超话
1703206326# #涉事医生回应手术时捶压老人头部【老人说壮语沟通有障碍情急做错了将弥补】12月21日，监控拍下广西贵港爱尔眼科医院院长冯某某在手术中捶压八旬老人头部引关注。老人的儿子称，事发于2019年，“我妈手术时是清醒的，动了一下，做手术的院长就捶她额头。”老人的儿子称，曾向院方讨说法获赔500元，
1701749745# #男子伪装高富帅诈骗8名女友240万近日，湖南长沙。一男子自称是法学博士，自己名下有十几套房子，经营的科技公司规模庞大，以此诈骗8名“女友”共240万余元。在恋爱期间，黄某为避免编造的谎言被识破，往往将从一被害人处骗得的部分钱财，通过转账等方式当作分红分发给其他被害人，用来维持其他被害人
1693049806# #转发微博
1692340613# #某景区，男子到商家店内避雨被驱赶，男子生气大声质问……费解郎摘新闻超话（转）
1693108736# #赞
1698227495# #辱骂新加坡护士女子被判入狱40天【罚款600元】在医院辱骂护士和警员，以及没有持有效工作准证当陪酒女，中国籍女子星期三（10月25日）被判入狱五周又五天，以及罚款600元。。。被告韩菲紫（29岁）求情时为所犯下的罪行以及在社交媒体上的言论，表达歉意。她说在医院大喊是因为遭遇车祸感到无助，希望
1691978154# #爷爷不听孙女劝阻闯红灯，一声闷响后，人生划上了句号……郎摘新闻超话
1697956090# #这……吃惊允悲
1692934462# #转发微博
1695985923# #其实，这只是U型锁升级版……
1690589316# #原京东副总裁称不创业可能不会得渐冻症创不创业与生不生病并无必然联系，但过度高负荷透支身体创业一定会大概率增加生病！其实，人一辈子，能够健健康康地活着，就是最大的财富，创业的前景很迷人，但现实却很残酷。🙏v光计划
1697426286# #张维迎和林毅夫的激烈辩论……郎摘新闻超话
1703375556# #邻居给了她一个苹果，她放了好几天了还在口袋。她说:等妈妈过年回来一起吃……郎摘新闻超话
1700532347# #转发微博
1698913802# #华裔大学生威胁杀光犹太裔同学被捕【父母喊冤：他重度抑郁】巴以冲突发生后，美国许多大学的反犹活动开始逐渐增多。10月31日，美国常青藤盟校康奈尔大学工程系的大三学生、21岁的华裔大学生帕特里克·戴(PatrickDai)发布多条的帖子，威胁要杀害在校园内看到的任何犹太男性、性侵犹太女性后将她们
1698031018# #民警提示：出卖旧手机等于出卖你自己。衰话筒郎摘新闻超话
1698639348# #【转发送米】一方清香,一碗甘甜，共飨自然本味。东书房稻花香2号详介购买链接～原生米新“鲜”上市，颗粒饱满、质地坚硬、饭粒油亮、香味浓郁，吃上一口就觉得相见恨晚，转发微博11月11日抽一人送五常大米10斤尝鲜。
1689548306# #爸爸为保护孩子与恶犬搏斗被咬破血管婴儿午睡时遭遇恶犬攻击，爸爸为保护孩子果断与恶犬搏斗，最后打跑了恶犬，而自己却被咬破了血管……吃惊郎摘新闻超话
1702254360# #王勃的《滕王阁序》到底厉害在哪里？来听听……郎摘新闻超话
1691576185# #男子夜钓被大鱼拖下水冲了4公里【民警沿河追赶呼喊40分钟解救吃惊】近日，江西永修，一男子凌晨报警，称其和朋友夜钓时，因鱼太重，朋友被鱼拖入水中。民警立即出动，沿着潦河往下游一路追赶呼叫，将近40分钟后，终于在离落水点4公里外的水域找到曾某某，并顺利营救。曾某某一直打哆嗦，表示鱼竿被
1701036000# #为啥没大A股？不服……
1699344559# #坍塌体育馆施工方曾多次中标市政项目11月7日，据新华社报道，黑龙江省佳木斯市桦南县悦城体育俱乐部屋顶坍塌事故发生后，佳木斯市、桦南县两级纪检监察机关第一时间介入，成立调查组开展调查。涉事俱乐部位于桦南县悦城广场，施工单位为黑龙江海峰伟业建筑安装工程有限责任公司。。记者通过企查
1698379149# #男子点外卖频繁被偷，一怒之下要求放变态辣，邻居5岁熊孩子偷走，当场被辣哭，孩子家长起诉索赔，法院判男子无责……郎摘新闻超话
1693530968# #心
1703466536# #结婚16年3娃不是亲生当事人发声这也太夸张了吧？16年美好的回忆都成了一场噩梦，现在只能期待法律能否给他一个公平公正的判决……
1699262489# #茶亦醉人何须酒，。香亦四散何求风。。好茶，只予知心人。。东书房详介购买链接～。。
1700353862# #这位市委书记一口气做了13个引体向上为这位市委书记点个赞，一口气能做13个引体向上，还不错，关键是他的行动，有利于倡导全民体育健身赞赞赞
1697080263# #也是……允悲
1697277947# #女孩为制止大妈手机外放称自己有精神病【“声音大了我砍人”】10月12日，一女孩因火车上大妈手机外放，忍无可忍，对大妈说“阿姨，能小点声吗？我是精神病，声音大了我砍人。”郎摘新闻超话
1691913800# #司机被飞来钢板砸伤额头仍稳稳停车心赞【万幸没有生命危险】8月10日，在嘉绍大桥北接线高速，一辆快递货车行驶时，突然驾驶室被一块钢板砸中。驾驶员看有东西飞来本能躲了一下，锋利的刀片还是将头部砸伤，最终驾驶员忍痛将车停在应急车道。后来经过医生检查，司机头盖骨砸出一个大洞，头骨发生
1695268687# #当消防员被卡桶里近日，的一名消防员坐在桶上，一边看战友扫地，一边“捣乱”，不慎自己被卡在桶里，真是一起战斗过的好兄弟笑cry郎摘新闻超话
1690240293# #国家发展改革委：民间投资不敢投、不会投、不能投？有这些相应政策措施……郎摘新闻超话
1690065841# #印度哈里哈尔堡的楼梯，陡峭又潮湿，看看腿就已经开始软了……郎摘新闻超话
1698470348# #追星也可考上上戏，算是心想事成，厉害了赞
1703073622# #据说三星堆文明起源于黄河流域文明，它是5000年前黄河流域文明进入四川盆地后形成的一个次级文明。不过，关于三星堆知识，我们还是听专家解读靠谱
