1698363499# #乌克兰武装部队第25空降旅突击了俄军的一个阵地，俘虏一群俄国兵。俄乌战争
1703405307# #台湾防务部门称星期六（12月23日）下午1时30分起，侦获10架中国大陆军机飞越海峡中线。。。根据通报，自下午1时30分起，台军方陆续侦察大陆歼-10、歼-11、歼-16和运-8、空警-500等各型机出海活动，其中10架次逾越中线及其延伸线，进入台湾北部、中部及西南空域，配合大陆军舰执行联合战备警巡。台军运用
1688570920# #K-2营空中侦察发现俄军的车辆和人员集中区并实施精准打击。俄乌战争乌克兰反攻
1697116281# #【以色列轰炸目标是大马士革和阿勒颇机场】。叙利亚媒体：以色列轰炸目标是大马士革和阿勒颇机场，并有关于简易机场被炸和两个机场停止服务的初步信息。。。叙利亚国防部：今天下午13时50分左右，以色列同时对阿勒颇和大马士革国际机场进行了导弹连发的空中侵略，导致机场跑道受损，停运。。。伊朗外长：以
1693805536# #据当地媒体报道，当地时间9月3日，缅甸克伦邦妙瓦底的一警察局遭到无人机多次投掷炸弹袭击，导致3人当场死亡，十余人受伤。随后在医院救治过程中再有2人不治身亡。截至目前，此次袭击造成的死亡人数已升至5人，其中包括多名当地地方官员和警务人员。
1693707800# #扎波罗热地区罗博季涅附近损毁的豹2A4坦克,目前该区域已被乌军控制,乌军准备将受损的豹2A4坦克拖回后方修理。俄乌战争乌克兰反攻
1697644697# #【一枚接不住的回旋镖】哈马斯发射一连串火箭弹袭击以色列，其中一枚发射失败袭击了加沙地带的医院，导致数百人死亡。以色列正式向哈马斯宣战以色列巴勒斯坦冲突
1697867374# #俄人后方运输车队被海马斯18万颗钢珠弹肆虐之后都趴窝了。俄乌战争武器装备
1688564075# #俄占亚西努瓦塔附近发生爆炸。俄乌战争乌克兰反攻
1688599523# #警方证实基辅舍夫琴科夫斯基区法院大楼被发生枪击，并伴有爆炸。俄乌战争
1696861312# #乌克兰武装部队总参谋部在早间报道中说，乌克兰国防军在扎波罗热地区的韦尔博韦以西和靠近顿涅茨克地区的克里斯基耶夫卡和安德里亚耶夫卡取得了部分成功。俄乌战争乌克兰反攻
1697495722# #据《耶路撒冷邮报》10月16日报道，以色列国防军当天下午称，巴勒斯坦伊斯兰抵抗运动（哈马斯）情报局局长在以军的一次暗杀行动中被打死。目前，哈马斯方面对此暂无回应。以色列正式向哈马斯宣战
1689000615# #再添一车肥料。
1691668956# #哈尔科夫地区库皮扬斯克区宣布强制撤离。俄乌战争
1698279112# #一辆载有登陆部队的俄罗斯装甲运兵车在阿夫迪夫卡方触雷爆炸，俄国兵挣扎逃命。俄乌战争
1695441431# #【俄乌战争前线乌克兰军队部署更新】。。◆库皮扬斯克。第115机械化旅似乎已将其作战区域从索莱达尔地区改为库皮扬斯克方向。。第2机械化旅第30营被派往哈尔科夫州辛基夫卡附近增援乌克兰防线。。第2旅第95空中突击营已重新部署到该地区，以加强乌克兰的防御。。。◆斯瓦托夫轴。第3坦克旅第4坦克营在
1693635888# #根据路透社看到的一份文件，美国将首次向乌克兰运送可穿透装甲的贫铀弹。两名美国官员已分别证实此事。。。这批弹药是美国将在下周公布的乌克兰新军事援助配套的一部分。知情人士透露，能摧毁俄罗斯坦克的贫铀弹（Depleteduraniumammunition），可以从美国艾布拉姆斯坦克发射，预计未来几周内就会运抵
1700051543# #南方作战司令部发言人胡梅纽克说，乌克兰军队试图将俄罗斯军队推到赫尔松地区距离第聂伯河3-8公里处。俄乌战争
1699963717# #以色列国防军宣布，昨天在加沙地带北部的战斗中有两名士兵死亡。他们是：第12旅第6863营的27岁拉兹·阿布拉菲亚（RazAbulafia）中士。21岁的罗伊·马罗姆（RoeeMarom）中士是比斯拉马赫旅第906营的一名班长。他们的死亡使以色列在加沙的地面攻势中被杀的士兵人数达到46人。与此同时，战斗工程兵第605营
1689077089# #第35海军陆战旅装甲部队在顿涅茨克地区沿整个接触线歼灭俄军。俄乌战争乌克兰反攻
1703981787# #俄罗斯用S-300导弹袭击哈尔科夫市中心，造成至少14人受伤。俄乌战争
1697291441# #在与抵抗阵线领导人会晤后，伊朗FM警告以色列及其支持者立即停止对加沙的袭击，否则“在接下来的几个小时内为时已晚”。他说，“政治和国际倡议的机会仍然存在，但明天为时已晚”。以色列正式向哈马斯宣战
1698767941# #以色列继续对加沙北部进行大规模空袭。贾巴利亚难民营的一个居民区遭到袭击后造成大规模破坏和多人伤亡。以色列巴勒斯坦冲突
1694647203# #塞瓦斯托波尔（克里米亚半岛）造船厂遭巡航导弹和无人艇袭击发生大爆炸！俄罗斯黑海舰队基洛级柴油动力舰“顿河畔罗斯托夫号”（Rostov-on-Don）潜水艇和普查级登陆舰“明斯克号”（Minsk）爆炸起火，而且已不可维修。俄乌战争乌克兰反攻
1692808594# #乌克兰武装部队总参谋部在早间报告中说，乌克兰国防军继续在巴赫穆特和梅利托波尔方向开展进攻行动，在新达尼利夫卡和新普罗科皮夫卡方向取得成功。从地图上看乌军兵锋离托克马克越来越近了，苏罗维金防线迟早会被撕开。俄乌战争
1693232064# #Primus是一艘悬挂利比里亚国旗的散货船，周六离开敖德萨，前往伊斯坦布尔前往塞内加尔。这是俄罗斯撤出BSGI后，第二艘通过乌克兰政府建立的临时黑海走廊离开乌克兰的集装箱船。俄乌战争
1689778219# #塔夫里达高速公路因克里米亚基洛夫斯基区射击场爆炸和火灾而关闭，4个村庄撤离。。。截止北京时间7月19日18点StaryKrym射击场的强大爆炸仍在继续，可能是大口径弹药着火。俄乌战争乌克兰反攻
1694880574# #乌克兰武装部队总参谋部在早间报道中说，乌克兰国防军在顿涅茨克地区的克里希耶夫卡、扎波罗热地区的Verbove和新普罗科皮夫卡附近取得了成功。俄乌战争
1688816610# #7月7日扎卢日内和总参谋长谢尔盖·夏普塔拉前往乌克兰前线视察。俄乌战争乌克兰反攻
1698213159# #以色列军方发言人今晚：没有燃料将进入加沙地带。以色列正式向哈马斯宣战
1700147499# #以色列军队声称其突击队员（Shayetet13）在过去几天占领了哈马斯的一个关键据点，杀死了武装分子，并摧毁了多个隧道竖井。这个据点似乎靠近加沙港口。以色列巴勒斯坦冲突
1689980289# #【狗咬狗】俄军在战场表场现糟糕，斯特列科夫（即皇俄分子吉尔金）愤怒的爱国者俱乐部的同伙-前伪“顿涅茨克人民共和国”领导人帕维尔·古巴列夫(PavelGubarev)将“正在发生的一切”归咎于晋凉。。。俄罗斯警方在法院大楼拘留了帕维尔·古巴列夫，斯特列科夫在那里被捕了两个月。俄乌战争
1691670904# #【阿联酋欲在迪拜气候峰会上组织普京与泽连斯基的会晤】。。8月9日，黎巴嫩《今日报》报道，阿联酋总统谢赫·穆罕默德·本·扎耶德·阿勒纳哈扬准备在即将于11月30日在迪拜举行的联合国气候变化大会期间组织普京泽连斯基的会晤。阿勒纳哈扬与教皇方济各详细讨论了他的倡议，教皇方济各“热情支持这一想法”，
1691636901# #乌克兰：朝鲜生产的弹药首次被发现在俄罗斯军方手中——朝鲜R-122122毫米火箭最近开始发放给俄罗斯BM-21Grad机组人员。根据图像，火箭上几乎所有的标记都经过消毒。俄乌战争
1694126546# #俄罗斯雷达在扎利兹尼港被摧毁。俄乌战争
1696134892# #我倒要看看黄鹅们什么时候疯狂到开始庆祝瑷珲条约
1704070458# #黄鹅孝-子里予种，哭伤哭错了地方
1699940589# #乔·拜登（JoeBiden）自10月7日哈马斯袭击事件爆发以来，对以色列发表了可能是最严厉的言论，他说，AlShifa医院“必须受到保护”，他希望“减少侵入性行动”。以色列巴勒斯坦冲突
1697088565# #以色列国防部长约阿夫·加兰特晚晚在新闻发布会上说：“我们将把哈马斯从地球上抹去”以色列巴勒斯坦冲突
1690038206# #集束弹药在行动。俄乌战争
1689423243# #在扎波罗热地区乌克兰国民警卫队士兵攻打俄军的一个阵地，在装甲运兵车火力掩护下接近该阵地，成功完成任务后转移到坚固阵地。乌克兰反攻俄乌战争
1701184385# #【乌克兰军情总局局长布达诺夫的妻子玛丽安娜·布达诺娃遭下毒】玛丽安娜被发现体内有重金属，健康状况急剧恶化，现已送往医院完成急救过程，医生还在对她进行观察。俄罗斯曾多次试图谋杀布达诺夫，此次他妻子中毒，被认为是俄方惯用的方式。俄乌战争
1698316017# #【以色列的轰炸将房屋变成瓦砾】今天上午，在以色列袭击加沙房屋的现场拍摄了痛苦的照片。。。路透社摄影师在加沙南部汗尤尼斯（KhanYounis）拍摄了袭击事件的后果，袭击事件摧毁了建筑物，空气中弥漫着灰尘。。。有人看到巴勒斯坦人在废墟中搜寻，因为对该领土的轰炸仍在继续。以色列正式向哈马斯宣战
1698477089# #索莱达尔防御战,乌军伏击俄军的坦克/装甲混合纵队。俄乌战争
1698123426# #【欧盟领导人呼吁以色列“尊重国际法”】欧盟领导人加入了呼吁以色列“尊重国际法”的呼吁，此前西方领导人对以色列切断加沙水电的评论表示强烈反对。以色列正式向哈马斯宣战
1691283098# #俄罗斯国防部声称占领了哈尔科夫的新塞利夫斯克。俄乌战争
1688858697# #【克里姆林宫声称，土耳其释放乌克兰指挥官违反了协议】。克里姆林宫愤怒地回应了五名乌克兰指挥官已返回乌克兰的消息。。。这五名士兵昨天已从土耳其返回。。。克里姆林宫发言人德米特里佩斯科夫指责土耳其违反协议，释放这些人。。。他们最初是在试图保卫马里乌波尔的亚速斯塔尔钢铁厂时被俄罗斯俘虏的。。。
1688858953# #【波兰军队向东部边境移动】波兰已开始将1000名士兵转移到其东部边境，因为担心瓦格纳在白俄罗斯的存在。俄乌战争瓦格纳
1700377884# #佤邦还是识相的，将电信诈骗犯悉数移交中国警方。缅北多地爆发激烈战事
1690622456# #操作多管火箭系统的乌克兰士兵表示，朝鲜火箭在运往乌克兰之前被一个“友好”国家从船上“夺取”。他们拒绝提供进一步的细节。武器装备俄乌战争
1696845562# #火箭警报器在以色列中部响起，最北至Baqaal-Gharbiyye。向耶路撒冷和以色列中部发射了大量火箭弹。哈马斯证实：向阿什杜德和阿什凯隆发射120枚导弹。以色列巴勒斯坦冲突以色列空袭加沙地带
1689244443# #俄罗斯武装部队总参谋长格拉西莫夫在批评扎波罗热前线的行动后解雇了南部军区第58集团军司令伊万波波夫。。。伊万.波波夫少将证实自己被突然解职，其录制了音频严厉指责军队高层，声称自己因为说实话（缺乏反炮兵能力和侦查手段，导致大批俄军士兵被“去军事化”）当天就被最高指挥部解职，并指责上级
1695139195# #9月19日泽连斯基抵达联合国会场,北京时间凌晨他将发表演讲。俄乌战争
1698590240# #出现在加沙海岸的以色列装甲部队。以色列正式向哈马斯宣战
1700380520# #【11月18日俄乌战争最新战况】。。◆阿夫迪夫卡前线。。乌克兰总参谋部报告说，俄罗斯在新巴赫穆蒂夫卡以东发动了一次进攻，这可能暗示乌克兰正在推进，因为该定居点以东没有地理定位的乌克兰阵地。。。阿夫迪夫卡市战况：。。第47机械化旅瞄准了焦炭厂外的敌人。。第110机械化旅的无人机瞄准了焦炭厂以北的
1702367065# #亚洲金融遗址的区议会选举刚落幕，地方直选投票率只有27.54%，较2019年区选的71.23%大减43个百分点，与2015年区选相比也足足少了19个百分点。
1690177930# #克里米亚辛菲罗波尔区顿斯科村发生爆炸。俄乌战争
