1691972540# #投资是令人激动和愉快的事，但如果不作准备，投资也是一件危险的事情。
1696335074# #今天坐高铁回家时，车上有一位男士说他手机停机了，现在没办法和家人联系上。让我帮他交话费，然后他给我现金或转账，我当时就犹豫了，总感觉哪里不对。然后我就说我的手机不能交话费，我也欠费了。他只说了一句对不起，就走了。到现在我也不知道是不是真的。他欠费可以用我的手机热点自己交费就可以了
1697979256# #实用帖，转需。
1692758309# #【投资干货】主升浪的几种启动形态，要牢记的知识要点，收藏备用。
1693211769# #对门新来的女邻居40岁，没有正式工作，她在小区门口开了一家熟食店。她很热情，记忆力也很好，我第一次去买猪头肉的时候，她就认出了我，不要我的钱。她说：“你是我的对门邻居，我就不收你的钱了，想吃了就过来！”我有些不好意思，不想白拿，我坚持要给钱。最终，我放下100块钱走了。她收摊后，敲开
1692429237# #不要欺负老实人！拳头拳头拳头
1691225676# #赞
1692056439# #【深度好文】草根出身，想要白手起家翻身逆袭，只需突破1个关键障碍，而整天抱怨大环境不公，四处宣泄负能量的人，大都选择了躺平。没有本金、背景单薄、无法拼爹，这些都是障碍，但它们是与生俱来的，除了重新投胎，你无能为力。抛开这些天生的因素，阻碍穷人变富最大的障碍是什么？
1693830289# #人要有翻篇的能力，不依不饶就是画地为牢！
1692059755# #人工智能行业双周报：成都发布推动AI发展措施文件，关注算力等确定性较强的投资机会。。。成都市经信局市新经济委发布《成都市加快大模型创新应用推进人工智能产业高质量发展的若干措施》。其中主要提到了推动算力基础设施建设、推进算力产业自主可控、提升算力赋能应用能力、推动核心技术突破、构建开发
1699341750# #如何提高当众讲话的能力？聆听够你会受益匪浅！
1696757596# #有理good
1704214342# #两架飞机✈️如何会撞上汗汗汗
1696418418# #先码后看，原版高清无删节。
1697461957# #恶犬必诛！狗主必刑！
1697985983# #罕见的老视频！
1703387708# #先马
1692019184# #快来看一眼，哪个是你的最爱？
1696353986# #这次过节回家，发现了一个“反常”现象！。。我们村有户人，2008年左右就去省城了，进城差不多15年了，在城里面买了三套房，儿女都在城里面扎根了，都也成了家。。。原来以为这户人再也不会回农村了，可是，前几个月回来了，把原来破旧的老房子重新在修建，差不多要完工了。。。和老两口聊天，他们不打算再回
1695863762# #哈哈哈哈哈哈哈哈
1703314562# #罕见的老视频！
1703083253# #转需！
1700563897# #好好陪伴吧！这种陪伴不会太久了，以后回想起来，都是幸福的眼泪。
1692434407# #定位问题，本来中国的股票市场就是为了融资设立的！！房地产不行了，经济不行了，才想到股票，可惜这里早就烂根里！
1691458260# #食品饮料行业2023年中报前瞻：需求渐进复苏，业绩明显分化。。。白酒板块：回款进度较优，业绩延续分化。Q2淡季白酒需求K性分化，酒企普遍份额优先、加快回款，上半年头部酒企回款进度普遍达到60-70%，叠加基数效应、费投节奏等扰动，报表端预计延续分化。分价格带来看，。。高端表现稳健，回款动销保持良
1699327130# #留下看。
1697687368# #羊肉不管怎么炖，记住四不加字诀窍。。四不加：。1、不加花椒，肉质变硬。。2、不加八角，加汤之黑。。3、不加料酒，影响鲜味。。4、不加大蒜，影响味道。。四诀窍：。一、用冷水泡两个小时。。二、放小茴香、良姜、白芷。。三、凉水下锅，大火来煮。。四、出锅放盐、葱花、香菜。。记住了吗？请收。
1697466699# #科里奥利效应
1687517312# #一口气看完巅峰政斗美剧《纸牌屋》（1-3季）先码后看。
1696413928# #说的有道理！赞
1690514689# #goodgoodgood
1699769412# #转发微博
1702219563# #王力宏离婚后，成功复出了！
1703687295# #很好看！
1704117131# #涨知识了，码住！
1690344072# #这是怎么称重的？
1703255911# #罕见老视频，转。
1696485679# #揭秘富人洗钱的秘密……👀👀
1701243651# #赞
1697986862# #转发微博
1698847972# #转发微博
1693176907# #【干货】揭示股票市场的五浪理论：把握主升浪的上升策略，收藏学习。
1697883894# #赞
1694793047# #好，以后如果再有同样的案例出现抓人坐牢就行了！但罚款的金额还是太少，可以参考偷逃税的处理方式！
1702370628# #人一定要做自己感兴趣的事。我们拗不过自己的天性，在心底里不喜欢的事，再怎么逼自己，也做不好。
1698300162# #赞赞
1701866268# #允悲
1696253629# #他享过的荣华富贵别人几辈子都享受不到
1704108162# #我觉得他有时有点搞笑，但还是比较精神的，70多岁的人了，非常不容易
1688492552# #豆瓣9.3分经典动画片《花园墙外》，画风暗黑惊悚，共10集2小时，马了慢慢看！
1701578338# #手动点赞赞
1700273616# #码住
1698152139# #《大学》传世经典四书之首
1695483757# #码住慢慢看
1703340081# #这就是过来人对我们的建议！
1702992975# #转发微博
1702829637# #花滑天花板娃，蟹滑步独行天下，真的绝了！
1697778565# #解压！
1694968317# #BBC纪录片｜《柏林墙》九十分钟完整版，码住慢慢看。
1699076411# #本片获奥斯卡金像奖提名！赞法国情色故事影片《禁色迷情》（高清中字无删节）
1699404197# #收藏备用！
1688912397# #明天继续下跌的概率高。
1699244862# #当然能呀，今年看不到明年，明年看不到后年…在A股你还怕看不到3000点以下？
1698153160# #练起来！嘻嘻
1699281702# #收藏备用
1697197739# #码住试试吧
1695808808# #学到了，转需
1703942416# #看着就好吃，码住试试吧！
1701922687# #这个好，码住！
1694591552# #码慢慢看
1702888886# #二哈二哈
1701526880# #涨知识了，码住！
1701243551# #转发微博
1699182537# #收藏学习
1699160076# #牛逼！
1696524365# #码
1692664498# #【计算机】资产入表正式落地，数据要素产业化大时代开启！。。事件：8月21日，财政部发布《关于印发&lt;企业数据资源相关会计处理暂行规定&gt;的通知》，自2024年1月1日起施行；财政部会计司有关负责人就《暂行规定》有关问题回答了记者的提问。。历时8个月终落地，明确数据资源适用于现行会计准则。。投资标的：
1700059299# #摘：北京人艺的话剧都是精品，本剧两个半小时，收藏了。
1702729866# #好听！
1700286092# #人才是怎么培养出来的，马住看看！
1701691150# #+1
1695384555# #我扫了5.88元
1699343828# #赞
1700321489# #码住慢慢听
1698055086# #沟通是最重要的
1687956304# #高分战争电影《地狱尖兵》高清完整版，先码后看。
1687870408# #转发了心心
1696335417# #珍贵的纪录！
1701858317# #转发微博
1695654343# #码住慢慢看
1688616337# #7月2日（发布），云南，女子带两个孩子独自出行，将孩子们背在背上，空出双手拖着行李。
1699527589# #留存！
1700788139# #码住
1689035951# #知识帖：w底形态图解，看完这篇讲解你就懂了。
1696261003# #是什么力量能把一个血气方刚的少年变得唯唯诺诺？
1702912499# #现在皆大欢喜！
1703862861# #收藏起来慢慢看
1693886594# #这个葡萄超好吃，就是不知道品种？
1703755762# #收藏起来试试
1702123152# #赞赞
1689347072# #转发微博
1688221945# #很简单，一部机器如果缺少了一个关键部件，其他部件都用，但也都没有用处了。
1701615952# #估计很多人要开错了…
1700966500# #码
1692287515# #医院反腐能带来什么？。我妹妹在医院做护士工作，她说现在医院大领导每天都很紧张，以前那种高傲颐指气使的姿态没了，院长副院长都变得和蔼可亲，关心底层员工、关心患者诉求，领导们也不再是神龙见首不见尾的情况了。。。老实说，论全国消费最高的地方也就是医院了，那些大医院的领导和大夫哪个不是富得
1702274005# #过马路用跑的我是不能理解……
1693318135# #转发微博
1692194796# #聪明的人在开始的时候行事，而愚蠢的人在结束的时候动作（智者开头，愚者结尾）。。。最终来看，每一个投资的趋势都有过度低位的时候。投资A股的人，当市场3000点时候，他们入场是做了对的事情，但后来，其他的人被成功上涨的A股所吸引，随着A股的上涨，人们不断的买入，他们变得越来越激动，他们也有了
1696179258# #出门在外，要狠狠记住的12个“保命法则”：。。一、在外地，千万不要跟陌生人抬杠；。二、扫把免费领东西，都要谨慎；。三、开车千万不要逆行，特别是电动车；。四、一个人在房间时，不要轻易让陌生人进入。。五、过马路，红绿灯，要懂得慢一秒；。六、叫外卖，最好用的是男人的名字；。七、下雨天，不要在人少
1699337873# #赞
1690509540# #CCER望重启完善我国碳市场，助力能耗双控转变碳排放双控。。。CCER重启健全我国碳市场，《温室气体自愿减排交易管理暂行办法（试行）》（征求意见稿）多处改动较大。近期，中央全面深化改革委员会第二次会议强调，从能耗双控逐步转向碳排放双控，加强碳排放双控基础能力建设，健全碳排放双控各项配套制度
1694591591# #赞
1702701333# #码住慢慢看
1697708783# #在伦敦的时候，当时看完切尔西的比赛，大家坐地铁回去，往伦敦市中心坐的人特别少，大队人马都是往很远的郊区坐，还有巴黎、巴塞罗那这些大城市也一样，我就觉得至少上海、北京的房价只会越来越贵。
1694532124# #你懂你的妻子吗？。夫妻关系走向破裂的，。从来都不是因为一件小事，。而是无数小事的积累。。有了隔阂，。再多的道歉也挽回不了初心。。其实让她崩溃的东西很简单，。是你跟她说话的语气，。是你不耐烦的情绪，。是你的各种敷衍和无视，。虽然都是芝麻一样的小事，。可满地的芝麻，。足以让人捡到崩溃。。针尖不大
1703466340# #码住试试吧
1694012821# #金戈铁马，气吞万里如虎。斗转星移，华夏统一不分。
1689828612# #转发微博
1688986353# #码住试试吧
1697299898# #转发微博
1699245424# #扎心了允悲允悲
1700369944# #收藏起来学习
1695963242# #good
1703386184# #赞
1692861622# #码住慢慢看！
1703900158# #码住慢慢看
1701581308# #码住试试吧
1702123229# #码住试试吧
1698069127# #这样的工作月薪有10万吗？
1692287282# #人类社会也是如此，一条道走到黑而不适时调整的结局，就是失败。
