1701904500# #2024届高校毕业生预计1179万
1690175383# #这沙滩真适合画画写字，可以沙滩代写了。不过这画的真是猝不及防。
1701474461# #这真是奇了怪了，农行可是大行，应该不至于，可能是有什么误会，等一个官方通报。
1703071695# #胡锡进称不卖就割不了我韭菜胡锡进买50万股票，就像普通人买五千块钱股票似的，对他来说只是零花钱，他当然可以淡然处之，他可以一直不卖，反正也不缺钱。但对有些股民来说，需要钱的时候就要套现出来，那就得割肉了。
1693239660# #感觉我们身边的这个环境不太正常，好像所有人的脑子里都只有人情、管人、搞人、玩人、逗人、骗人、害人这些东西。。人们非常热衷于把人际关系搞得非常的复杂，而且还沾沾自喜，以为学习到了老祖宗的智慧，掌握了宇宙真理。。。从现在主流大众看的视频题材的喜好就能看得出来，反正都喜欢看那种重人事、重
1698229621# #韩国多子女公务员可优先晋升离谱哦，能多生孩子不代表工作能力就强，晋升还是留给能力强的人吧，毕竟职位高责任大。多生孩子也是为国家做贡献，可以用其他方式鼓励，比如多发补贴。还有给找不到对象的引进外国媳妇，这个措施不错，可以借鉴。韩国也曾想推出生三个孩子免兵役计划，由于批评的声音多，
1698761002# #老师普遍要做很多和教学不相关的工作，这个问题确实值得引起重视了，老师的本职就是应该教好自己的课，与此不相关的很多事情确实不应该让老师去做，而且很多事情是很扯淡的，根本就没有必要。
1701784380# #用胁迫威胁的手段，让女性不敢反抗，从而发生关系，属于强暴吧，不敢反抗，不能反抗，不知反抗，都属于强
1701041580# #看到一图，说是鸿蒙原生软件安装包和安卓对比。这么一看，鸿蒙很省空间啊。
1691424819# #我们中国人很怕独居，为什么？因为我们的精神只有横向的，没有纵向的。只有横向的，所以只有在人群里我们才感觉到安全。。。为什么没有纵向的呢？纵向的是什么？对神灵、对天的一种敬仰，这就是一种信仰。所以真正的精神坚强的人，才能够忍受孤独，才能够享受孤独，孤独是一种境界。。。人性越是完美，人越
1690683500# #暴雨红色预警继续发布快别下了，这暴雨造成的损失感觉比台风杜苏芮还大。台风的时候关上门窗把车开到车库里，起码是安全的，暴雨直接把一些区域地面上的和地下车库里的车都淹了，这是泉州某地的景象。济南暴雨也有类似的场景，天津、石家庄、北京的雨可能还没那么大，目前情况还没那么严重。
1697176560# #超大特大城市城中村改造又要开始了
1689751346# #浙江地形示意图
1694420280# #有自媒体发了篇文章，标题是：俄罗斯宣布，日本核废水排放后远东地区的水样检测符合标准。想知道我们沿海地区是否已经进行了检测，检测结果如何，我们沿海的海鲜是否安全。
1693144260# #今早上，湖北宜昌暴雨，有民房被淹，汽车泡水。
1690334389# #长城汽车发文称，计划起诉6个自媒体账号，索赔200万元-500万元。做汽车自媒体的，以后说话要谨慎一点了，说好的当然没事儿，说不好的那一定要有证据，最好是你自己买了这个车，说自己的真实感受，否则的话很容易被汽车厂家告啊。doge
1690585417# #屋顶搭建的棚子被台风吹到了地面上，砸坏了别人的汽车，这个应该怎么赔偿？谁赔偿谁？搭建楼顶棚子的人会赔偿车主吗？物业有责任吗？
1700061720# #央企也裁员了吗？套路真不少。
1701830039# #河北的环保查的确实严格，在地里烧柴火或庄稼秸秆是严格禁止的，家里做饭也提倡用燃气，地里自家产的不用花钱买的那些柴火挺浪费的。
1695258787# #感觉大家对预制菜的分歧其实并不是特别大，感觉大家不是反对预制菜本身或者其安全性，而是反对一推出就大量进校园！。就像新冠疫苗也是安全的，有利于健康，但国家推出的时候也是让成年人先大量先行，然后才是老年人和未成年人。
1691979551# #哈工大将全面开放校园评论区竟然有人反对校园开放……很多人可能已经快忘了，疫情前大部分大学校园都是开放的，只是疫情期间特殊时期封闭了起来，现在恢复开放是回归原本的正常状态而已。上海的几所名校也已经在五月份恢复对公众开放了，呼吁那些还没开放的大学尽快恢复开放。
1702440191# #比很多网友年薪都低了，有点难以置信了。就像很多企业老板只象征性的拿一点工资似的，连企业都是老板的，拿不拿工资似乎显得不那么重要了，还少交个税。
1698647047# #退休了没啥事炒一炒倒是没啥，就当预防老年痴呆。在职的拿一点钱玩一玩也可以，全当解闷，专职炒股纯粹胡闹，赚钱的比例太低了。
1692396657# #《关中平原城市群协同发展三年行动计划（2023—2025年）》发布。。关中平原城市群规划范围包括陕西、山西、甘肃三省的部分地区，面积10.71万平方公里。
1696165140# #周其仁：土地财政功不可没，但不能忘了农民利益。从农民手里几万块钱拿来土地，变成建设用地，转手就卖上百万。这就是过去这些年土地市场的发展逻辑。
1693200000# #飞机上看港珠澳大桥
1688660176# #没必要总是给自己太多的要求，太多的条件，总是对自己不满意……这样会抑郁会自卑甚至压垮自己。要接纳自己，我们可以走的路和别人不一样，我们可以走得自由自在，只要我不去干预别人，只要我不妨碍别人，我爱怎么走，这是我的自由。
1697890200# #湖北省委巡视组原组长樊仁富涉嫌严重违法被查。
1703899860# #距离可控核聚变又近了一步吗？由25家央企、科研院所、高校等组成的可控核聚变创新联合体正式宣布成立，中国聚变公司（筹）举行揭牌仪式。会议表示，今年以来，国资委启动实施未来产业启航行动，明确可控核聚变领域为未来能源的唯一方向……中国聚变公司揭牌
1699195020# #中国经济时报：工业机器人逐步替代产业工人是大势所趋。。我觉得大家不用担心，大家应该争取的是：让机器人交税交社保，给失业者发基本生活补贴。
1692229477# #广西北海，多名游客在侨港浴场下海时被不明生物咬伤，已暂停涉水活动。敢咬人的鱼类应该不是很多吧？应该不难破案。北海一浴场突发不明鱼类伤人事件
1697030004# #这对话挺有意思，余秀华说的很实在，其实很多人内心都是这么想的，但是真到采访的时候都不这么说，这就是余秀华的可贵之处，可能也是她的高明之处。
1703929800# #一句话证明你在国企待过……网友的分享一个比一个有意思，看乐了允悲
1700691960# #中远海发原董事长刘冲被带走
1703765662# #下班了不允许给员工打电话谈工作。胖东来的理念，和欧洲美国等发达国家的企业是不是很像？在国内就是一股清流。希望越来越多的企业像胖东来这样，尊重员工，把下班时间还给员工。胖东来宣布员工将提前3小时下班
1699868580# #我也认可这个观点。要是没有小孩子，不经常在家里招待亲戚朋友，小房子确实省心够用省钱。
1698889560# #自贬是一种精神艾滋病，永远不要在谈话中自贬，因为这是一种极为严重的破窗效应——刘小波
1696466820# #特朗普讲电动坦克和环保战斗机，哈哈，川普真是脱口秀大师……
1697520419# #黑狗主人最高面临七年以下有期徒刑感觉这事情后面还挺复杂的，很明显狗主人不想主动出来承认，假如通过监控和走访确认了黑狗曾经的主人，那么他如果说前些天狗走丢了，或者早就找不到了，或者干脆说早把狗扔了，成流浪狗了，那他还需要负责吗？所以对养狗这件事的管理还真不是简单事，如果没有登记认
1696156149# #家印高中会不会重新改回太康一高呢？许家印
1694882619# #今天的贫困人口或者是下层社会，根本不知道自己为什么贫困的，你很难去理解这样的一个经济运作，他到底是怎么回事。。。所以有越来越多的人在做局，就是不仅是一般意义投机，而且是要做好了一个局，做好一个一个trap，然后把更多的人装进去，让极少数的人获利，那就出现了少数人的暴富和大多数人的贫困化
