1691108533# #我去由彭昱畅侯明昊毕雯珺主演的《异人之下》已经空降有你期待的明星吗
1693884975# #心动的信号6男嘉宾侯卓成被前女友实名制爆料早年曾在酒吧对女友的好友上下其手就差那个了。。。随后侯卓成反驳。。。你信了吗心动的信号6侯卓成前女友爆料侯卓成没有出轨当时正常交往
1697462868# #任嘉伦古装哭戏你是不是隔着屏幕看都动容了
1688048720# #寒国人称长月烬明里用铁筷子吃饭是抄袭他们的。。。
1687873149# #寒国人是不是有毒啊韩综用我们的国歌做bgm？？？韩综用国歌做BGM
1691330857# #tfboys十年之约演唱会王源发言：我从那边走到这边，看到你们每个人的瞬间就当作永久。
1700491980# #田柾国怎么这么瘦了啊5555我们猪已经瘦到不吃饭打营养针了呜呜好心疼田柾国这是我能看的吗
1701002444# #怎么大家都在说尖叫之夜王鹤棣看都不想看虞书欣一眼
1696991404# #王源文淇电影《我看见两朵一样的云》预告来了你会期待电影人王源吗
1699081358# #刘雨昕方辟谣称自己ELLE风尚大典红毯是按照杂志方通知的顺序走的
1689154352# #王源在新剧《追光的日子》里的演技被网友夸了网友称他将弯道超车易烊千玺和王俊凯你怎么看
1697538247# #笑死感觉范丞丞被白敬亭突如其来的麦麸气呕了
1699004374# #ELLE直播周柯宇任豪小鬼三位男爱豆出图状态如何
1691032286# #为什么刘宇宁拍古装剧网友纷纷觉得他丑你觉得是网友严格了吗
1694920828# #王俊凯拍立得出图很放松很帅气的日系少年
1691807978# #日本男爱豆与私生的床照被曝光。。。日本未出道男爱豆和私生一夜情被曝床照
1693201655# #王一博和于适都官宣了新代言这两个人算不算已经是同一梯队了
1693833714# #真要吐了，金泰亨又单拉田柾国出来，不能独立行走吗，Jennie听了都觉得是窝囊废的程度
1701672351# #刘耀文恋情丁程鑫中考我去时代峰峻为丁程鑫刘耀文辟谣了恋情传闻称是饭圈行为引起的这下你信了吧
1690878089# #“杨洋有180吗”。。“非常帅”
1695454977# #米兰时装周中韩艺人对比谁赢了。。陈牧驰张彬彬vs李敏镐金俊勉
1697025308# #不是摄影师往朱一龙哪里拍呢？？？我替朱一龙感到尴尬
1690075531# #杨洋老师开个罐装啤酒也要摆个姿势吗。。。
1702909348# #成毅肖战哭戏动图来了演技真的入木三分看着真的让人心疼网友更是亲切的称他们两个是古装之光还有网友给他们取了cp名：e战成名。。你有被他们的演技动容到吗
1688529613# #炎亚纶要坐牢了？？？还是30年起步？？
1692861732# #我滴吗！！！Jennie这是借着elle杂志官宣与金泰亨的恋情吗？？？文中写道Jennie和BTS金泰亨的恋情得到了双方公司的肯定，但也有粉丝称这次是轮到Jennie逼宫了，因为男方那边在solo期，这边又是自己锤压街同款ig秀恩爱，又是直接上杂志炒话题，难怪被男方粉狂骂。。你怎么看Jennie这波操作
1691026656# #金智秀安普贤恋情恭喜BLACKPINK全员恋爱
1699093606# #金鸡奖红毯颁奖图来了被谁帅到。。王一博于适毕雯珺田嘉瑞王子异周深
1699195045# #陆柯燃把我的心唱醉了毫不夸张，陆柯燃今天见面会的每首歌都唱到了我的心巴上！这位姐的歌真的可赞
1692172621# #日媒报道：土屋太凤已平安生下第一个孩子，片寄凉太正式升级当爸。片寄凉太土屋太凤儿子出生
1696939391# #宁艺卓今日中文发言➕生图状态好绝宁艺卓TMA红毯飞吻
1698826260# #我滴妈北京SKP所在的华贸一整条街居然全是肖战GUCCI全球地广这就是全球代言人的待遇吗好牛
1703170229# #一念关山我去一念关山官方群居然被官微解散了好像说是因为辱骂主创主演背离了初衷。。刘宇宁刘诗诗你希望他们还有下一次合作吗
1700103893# #今日aespa上班图来看状态被谁美到
1688026337# #ADYAChaeeun韩国05年练习生
1703481900# #刘雨昕机场出发好像胖了点肉肉的很可爱
1689419278# #开始担心TFBOYS演唱会门票了我靠TFBOYS的演唱会门票被炒到4万多一张？？？
1695366875# #虞书欣米兰时装周虞书欣米兰时装周路人生图侧脸抗住镜头了吗
1688037557# #易烊千玺王俊凯珠宝演绎图谁更出彩
1697250755# #网友总结了内娱男星现状来看看靠不靠谱
1696070237# #徐娇我只看到被性化的职业女性徐娇ins被网友冲了纷纷骂她蹭lisa疯马秀热度
1694781395# #刘耀文宋亚轩古装路透被谁惊艳到了
1691118034# #金智秀安普贤ins重叠我惊了。。。金智秀和安普贤的ins完全重叠果然谈恋爱没有不秀的。。。
1702387212# #刘宇粉丝和罗一舟粉丝目前因番位问题互相都在维权
1699102211# #侯雯元和钟楚曦眼神打招呼他超爱
1689425887# #蔡徐坤演唱会状态蔡徐坤新加坡演唱会如期举行来看状态
1695267053# #85花新剧来了你最期待谁的演绎：。杨幂狐妖小红娘月红篇。刘诗诗狐妖小红娘竹业篇。唐嫣念无双
1687859584# #“面具底下是马嘉祺吗”
1702542452# #有网友称虞书欣指甲复刻了她的设计你觉得是网友想多了吗虞书欣不像是会做出这种事情的人啊
1695735870# #微博音乐盛典荣誉名单微博音乐盛典张艺兴动图来看状态打几分
1693454887# #宋祖儿我滴妈。。。
1693207339# #一个lisa一个Jennie一个是闯美爱豆一个是有外籍男友网友称他们两个自从被外国文化渲染后穿衣风格也越来越露骨了一个故意穿卡腚露屁股的一个故意跳舞双腿张很大让人不忍直视。。你怎么看待网友发言你觉得是网友严格了吗
1692258673# #法老退圈法老你。。。慈善是一种很新的人设。。。但为了爱情。。。一切皆可抛。。。恩。。。被自己三个多月之前立的人设子弹射中眉心。。。
1702805822# #赵露思鸟鸟做错了什么笑死王安宇你是男明星不是男保镖啊
1687355779# #孙亦航孙亦航称自己得了20多年抑郁症？？？他几岁啊？？？真的假的
1697200144# #我滴妈又被博君一肖磕到了王一博内蒙爬山恰好肖战之前也去了内蒙爬山太有缘了王一博游客照
1699161436# #申留真又翻车了。。。
1688561571# #“我的特长是背字典”
1700642268# #赵露思刘宇宁《珠帘玉幕》最新路透两人cp感强吗
1687248671# #自从Jennie金泰亨感情曝光后权志龙仿佛一下午没有了精气神索性放飞自我涂上了紫色口红和友人一起纸醉金迷想忘记爱情的伤痛权志龙发际线
1691316697# #王源王俊凯易烊千玺粉丝都觉得对方两家里有场馆内的保安TFBOYS十年之约演唱会
1699020859# #这就是我们seventeen的门面吗好灵活的老舅
1702283717# #来看TF三代素颜颜值是不是星味还是蛮足的
1700802527# #吴亦凡上诉被驳回都美竹发文吴亦凡粉丝称自己收到吴亦凡的信信里写道自己是被冤枉的还推荐大家去看《基督山伯爵》让自己感同身受的一本书还称失去的东西自己都会拿回来。。你觉得可信度打几分。。。
1700293151# #我滴妈王源粉丝称时代少年团澳门演唱会私奔舞台疑抄袭王源舞台舞美来看看像吗
1697110890# #范丞丞吃火锅用油碟范丞丞不愧是娱乐圈高质量干饭人，火锅配料碟都那么会调，这必须得有我一双筷子！我要和丞丞一起吃！范丞丞干饭人
1701695124# #五月天否认假唱看上去挺真的
1687143963# #Jennie金泰亨都去看了火星哥演唱会金泰亨jennie一起去看了火星哥演唱会暗戳戳发糖真是太甜了但是有眼尖的网友发现权志龙也偷偷跟着去了有人称龙是意难平是想看Jennie最后一眼真的太爱了
1694491964# #朴志晟钟辰乐我滴妈钟辰乐是朴志晟的唯一关注，大粉称这是不是情侣微博啊不顾别人死活还有人问他们两个什么时候结婚大粉们称自己会带上随礼见证这段感情你怎么看待大粉发言
1697095088# #刷到这个我这辈子造的所有孽一笔勾销。。。
1687700351# #蔡徐坤泰国演唱会蔡徐坤泰国演唱会主动伸脸让粉丝摸看上去挺宠粉的但是也有网友称他现在怎么这样了这么媚粉有点恶心。。你怎么看待这种营业方式好像和内娱有点不一样
1693277359# #胡一天站姐精修图来了来看帅哥
1689229337# #抖人眼里《惜花芷》胡一天张婧仪造型。。“男主像匹马，女主像生养过好几个孩子的”
1696048512# #angelababy张嘉倪已经有外网在说：原来🇨🇳演员支持Lisa疯马秀啊。。。
1695741365# #金智秀待遇G社拍的金智秀和迪丽热巴生图谁抗住了镜头
1701489340# #不是你们韩国男爱豆在厕所自拍能不能把小便池挡一下
1697984197# #金钟大婚礼图边伯贤金珉锡参加金钟大婚礼EXO成员全员出席金钟大婚礼包括边伯贤、金珉锡、朴灿烈、都暻秀、吴世勋、金钟仁、金俊勉现在就缺鹿晗黄子韬张艺兴和吴亦凡了今天还能等到吗
1699094048# #金鸡奖节目单金鸡奖闭幕红毯王一博真的酷boy走路就像一阵风
1700282194# #我滴妈黄子韬演唱会票价居然打折了还是1.8折1.5折？？这是真的假的？？？我记得之前人气和鹿晗张艺兴差不多啊等一个澄清鹿晗给黄子韬送花篮
1690084789# #刘雨昕解锁第一本五大杂志cosmo的三十周年封面预告来了这是什么水平
1696994203# #王源哭戏动图来了好打动人心的表演啊是不是比以前进步了不少
1700228805# #到底是谁在说刘宇宁丑啊这脸型堪称完美毫无瑕疵
1693891766# #真正的韩服来了！！！
1689049282# #宝格丽这是在干啥？？？
1693571779# #王楚然在庆余年2里的状态打几分
1701402348# #真的会被秦岚可爱到E人性格太圈粉了太期待秦岚节目里更多的表现了
1699406111# #宁安如梦歹毒运镜网友称张凌赫和白鹿演戏接吻的时候感觉会互相从嘴里吐出一句西八来看看是不是网友严格了
1690344259# #EXO青岛我去exo要来青岛签售了？？？你期待谁！！！
1692065732# #Lisa和LV三公子再次同框Lisa恋情雷神之锤来了最全详细整理。。。。。古有孙悟空三打白骨精今有辣lisa三发ins秀恩爱。。因为和男友约会连品牌活动都不去，lisa这是什么顶级娇妻啊。。。
1691042188# #王楚然妈妈真的很了解她知女莫若母。。。妈妈送给王楚然的书
1691674783# #张艺兴演唱会提词器被网友吐槽没文化没水平你觉得是网友严格了吗
1697264361# #百力嘎你。。。
1701950640# #GQ红毯范丞丞注意点别踩着我尾巴笑死今晚最好笑的一张图三个男人一台戏
1693198616# #燃冬导演回应恶评打几分。。。燃冬导演说自己受到的打击很大
1691473693# #TFBOYS演唱会效应有男的称现在选老婆的标准之一是没参加过TFBOYS十年之约演唱会。。。
1691480069# #原来你是这样的苏护。。。
1701949613# #易烊千玺辛爽同船易烊千玺坐船视频截图来看状态打几分
1694673079# #卢昱晓机场生图被网友吐槽土和普你觉得她真的跟剧里差很多吗
1698413681# #虞书欣被台下激光笔照射是不是有人在给虞书欣照激光笔？？？
1694359953# #林宥嘉粉丝质疑华晨宇抄袭林宥嘉舞台创意你觉得是林宥嘉粉丝想多了吗
1693224858# #我滴妈刘雨昕和王源这么像吗居然有人认错
1688737826# #网友称文俊辉怎么这样了啊一点都不用心内娱的钱是这么好赚的吗
1690462768# #泫雅怎么越来越离谱了。。。这种提特别高的内裤漏出来到底是怎么想的。。。
1702991642# #我靠成毅粉丝这么牛？？？已经为灾区筹了70万了这些水平比一些明星都要厉害赞赞赞
1692414840# #第一次在机场被人跟拍我兴奋的发了一条微博。。。
1689475246# #蔡徐坤对粉丝说抱歉蔡徐坤向粉丝鞠躬道歉粉丝也回应了：没关系。。这算不算双向奔赴的感情啊你被蔡徐坤的真诚打动了吗
1696032747# #angelababy张嘉倪lisaAngelababy和张嘉倪也被拍到去看疯马秀了现在网友纷纷都在吐槽他们背刺女性你觉得是网友严格了吗女明星不能去看脱衣舞吗
1701357085# #时代少年团秀后自拍视觉中国出图时代少年团谁的时尚感最强。。丁程鑫宋亚轩刘耀文马嘉祺张真源贺峻霖严浩翔
1701958942# #张凌赫眼神就没离开过白鹿张凌赫白鹿能不能原地结婚？？？！！！这是双方粉丝都想看到的
1688357918# #台媒：警方前往炎亚纶家中搜查，怀疑炎亚纶拍摄未成年影片不止一宗。。。
1698851668# #aespa迷你四辑‹Drama›团体照来了你被谁迷晕。。金玟庭柳智敏宁艺卓Giselle
1687180822# #徐明浩因为在综艺里“使唤”沈月被网友吐槽没礼貌网友称他想故意炒cp你怎么看
1700817346# #哥哥们看这个了吗东方神起看时代少年团reaction两个人的表情太微妙了。。“编舞本来就不是大家一定要完美配合的刀群舞”。。“喜欢衣服的颜色”。。“这很难评，我们祝他们成功吧，一直以为内娱舞蹈都是lay和Victoria级别的”
1687763116# #受不了了。。。
1694917318# #网友称泫雅的精神状态是不是出问题了有点低俗。。。
