1688844731# #挨打的是乌军第23机械化旅
1689835424# #俄乌局势新进展俄罗斯。赛尔维斯克附近，乌军DNG试图使用绳拉水面船只偷渡，但遇到困难，被迫改为水下漂流。。都沉水底了
1690536323# #🙏🙏🙏
1701856686# #人家恭维中国的话也能被你们解读成另一番意思，搞鸡血民粹是不是真能流量满满？
1686962219# #俄乌局势新进展。白宫对普京关于核武器的声明的反应。。。白宫在评论俄罗斯总统弗拉基米尔·普京今天关于可能使用核武器的声明时，批评了这些声明，称其不负责任。。。嘻嘻
1698483919# #巴以冲突。失去电力后的加沙，民众用汽车电瓶给手机充电
1695409657# #俄乌局势新进展。小泽利亚在美国收到首批美国赠送的武器。。。一堆美国不知道从哪儿偷来的古代斯基泰人使用过的武器。。这是不是暗示乌克兰也将灭亡？
1703499306# #干嘛要给精日打码？
1694963362# #俄乌局势新进展。卡德罗夫视频出镜辟谣他病重的传闻
1692991888# #俄乌局势新进展。当地时间25日夜，第聂伯罗彼得罗夫斯克一处乌军部队设施被俄军导弹击中，据说许多人员被埋，目前救援队还在发掘中。
1699684424# #巴以冲突俄乌局势新进展。支持乌克兰，大家谈理想可以，谈钱就伤感情了，特别是在各位地主豪绅家里都没啥余粮的情况下。路透社。德国和多个欧盟国家反对向乌克兰分配价值200亿欧元的军事援助-。欧盟向基辅分配此类资金的计划遭到了欧盟主要国家等方面的抵制，因此可能会改变。。这位外交官告诉路透社
1692665182# #俄乌局势新进展。俄罗斯海军太平洋舰队舰艇驶入中国青岛港。。。太平洋舰队新闻处声明：“这是俄罗斯和中国取消新冠疫情现有限制后，俄罗斯海军舰艇首次进入中国。”
1700015650# #本非首次出现扔蛋图像，空中扔这玩意的视频至少看到十几个了
1700627383# #相对而言，他确实称得上
1699784983# #俄乌局势新进展巴以冲突。克列谢耶夫卡附近，遭到俄军四轴机追杀的乌军们。。担架队这次相当机智了。留下伤员四散而逃。但最终还是有两个被追杀
1695462344# #俄乌局势新进展。截至9月21日，美国各州的汽油价格（美元/加仑）
1690789414# #俄罗斯俄乌局势新进展。乌克兰方面的资源宣布，将在独立日（8月24日）对莫斯科发动大规模无人机打击
1692109237# #俄乌局势新进展。“他是伟大俄罗斯的烈士”——一名巴勒斯坦裔俄罗斯军人在巴赫穆特牺牲。。。8月5日，巴勒斯坦著名的法拉氏族成员拉米·海达尔·穆萨·法拉在执行战斗任务时被杀。。。他与国防部签订了合同，主动前往特别军事行动区。他的父亲海瑟姆·法拉居住在阿联酋，他为儿子感到自豪，并称他为“伟大俄
1697745578# #巴以冲突。过去和现在。
1690630633# #哈哈哈哈😄
1701586316# #俄乌局势新进展。这些曾身居高位的蠢货将乌克兰反攻失败的原因归咎于俄军地雷埋得多……。前中央情报局局长戴维·彼得雷乌斯承认，乌克兰反攻失败的原因之一是西方国家低估俄罗斯，迟迟不向乌克兰运送武器。。。“我认为没有人真正意识到或认识到雷区的深度，俄罗斯确实非常正确地构建了防御工事，无数的
1696158120# #这下舒服了
1693992275# #俄乌局势新进展。4日，俄罗斯国防部长绍伊古表示，俄罗斯今年已取消“西部-2023”大规模军事演习。。绍伊古在回答记者询问演习取消原因时说，“不，今年我们将在乌克兰举行演习”。阴险
1701508195# #俄乌局势新进展。朝鲜人民军新式冬季作训服
1691766489# #俄乌局势新进展。“击败亚速纳粹”——希腊阿里斯队的球迷在欧洲分区联赛预选赛与基辅迪纳摩队的比赛中举起横幅。。。同样在塞萨洛尼基的看台上，球迷也打出了一条横幅，上面写着“把纳粹踢出足球界”。“阿里斯”听到了他们的球迷的声音，以1:0击败了基辅迪纳摩。
1701860647# #巴以冲突。叙利亚恐怖组织，瓦哈比派领导人感谢以色列对叙利亚政府军事目标的空袭。。。以色列从未对叙利亚真正的恐怖分子进行过空袭，这并非没有原因。仅适用于世俗阿萨德的政府军。甚至以色列还公开协助ISIS恐怖分子对抗叙利亚政府军，还有人怀疑瓦哈比主义是一个旨在支持犹太复国主义的盎格鲁-撒克
1697811485# #巴以冲突。昨天，以军一辆梅卡瓦被哈马斯四轴轰炸机投掷破甲弹击中
1692013020# #俄乌局势新进展。今天清晨，俄军GRU特种部队突然对拉博蒂诺方向的乌军战壕发动了突袭。。悄声无息，没有炮火准备，没有坦克装甲掩护，就在乌军还在瞌睡中时摸进了它们的战壕。。——“我们与俄罗斯同在”运动主席弗拉基米尔·罗戈夫说，突袭敌人战壕的行动很成功。
1691345700# #俄乌局势新进展。乌克兰国家银行经济分析部主任列普申斯基称，由于俄罗斯退出粮食协议，2023年乌克兰将损失20亿美元收入（小意思，多炸两次克里米亚大桥就挣回来了）。。“沿着粮食走廊，这将影响粮食出口的速度。今年没有出口的，明年就会出口。据我们估计，今年外汇收入将减少20亿美元。”
1691246119# #爱你
1696097256# #俄乌局势新进展。猛！。俄军在韦尔博维反击进攻的震撼镜头：哥萨克空降团突破扎波罗热前线敌人的防御。BMD-4以猛烈的火力掩护近卫247团伞兵发起反击，从多个据点击溃乌军，夺取了战斗主动权。。空降部队的装甲集群和突击队攻占了乌军阵地，摧毁并俘虏了多名乌军。
1691346153# #俄乌局势新进展。7日乌军“暴风之影”巡航导弹对克里米亚～赫尔松琼加尔大桥的打击，桥基部份的桥面被凿了个小洞（图一二）。克里米亚和赫尔松地区边境的格尼切斯克大桥，中弹两枚，导致大桥部分垮塌，天然气管道也受损。
1698885100# #巴以冲突。哈马斯公布其研制的阿塞夫手动发射型制导鱼雷。很好奇其制导方式，声呐探测？还是磁性，无线电？
1693343182# #其实我赞同它的建议阴险
1694676714# #涨姿势
1693426581# #日本核污染水排海正式开始。扎哈罗娃邀请美国政客饮用福岛的核污染水。。。俄罗斯外交部发言人玛丽亚·扎哈罗娃在向记者通报情况时表示：“在我看来，那些在这个问题上支持日本的美国政客可以表现出团结，集体喝喝这种水，以使得对它的安全充满信心。”
1692671528# #俄乌局势新进展。拉博蒂诺附近的乌克兰壕沟。年轻人大都已经被杀了。。。-瓦西里奇，你多大了？。-56.
1691906056# #俄乌局势新进展。这打炮水平无敌了，一群乌军刚刚钻进BMP1就被俄军炮兵一炮命中。。库皮扬斯克方向
1687826152# #俄罗斯普里戈任称瓦格纳7月1日不复存在。乌军的芬兰SisuXA-180装甲车在扎波罗热地区被摧毁。
1696292389# #俄乌局势新进展。️乌克兰在美国优先事项清单上下降了几个位置，这可能迫使基辅制定退出与俄罗斯冲突的战略-明镜周刊。。一份专门介绍拜登签署国会批准的预算草案的德国分析材料称，“即使没有出现明显战胜俄罗斯情况”，基辅也很可能很快就必须考虑退出冲突的战略，因为美国该草案不包括对乌克兰的
1696349153# #俄乌局势新进展。在挑战者2坦克在乌克兰前线被俄军摧毁后。。电讯报：。英国无法再向乌克兰供应挑战者2坦克，因为剩余的战车将升级为挑战者3版本，并且必须用于优先确保英国自身的安全。
1687683862# #俄罗斯瓦格纳普京发表讲话。顿涅茨克第1军团第58独立特种部队营教科书级别的炮兵打击。。48秒处，直接扬了三名乌军蹲坑兵。最后出场的抬尸队，最终也没能被放过。
1701129139# #不接受，多次作案的惯犯，我会相信你被骂一次就能毅然从良？。什么玩意！
1692250248# #我去？！好便宜！！
1702619544# #俄乌局势新进展。德国政府更新了向乌克兰提供军事援助；新的援助计划包括。爱国者防空导弹及其弹药。9辆履带式全地形车Bandvagn206。7,390枚155毫米射弹。3辆无人扫雷车。14个无人机探测系统。8辆梅赛德斯-奔驰Zetros卡车。4辆8x8HX81牵引拖车。8辆Zetros牵引车。47000多40毫米炮弹
1692670733# #俄乌局势新进展。在乌克兰反攻未果的背景下，西方国家正在寻求非军事解决乌克兰冲突的办法。。。这是英国军事分析家肖恩·贝尔在天空新闻的一篇文章中写的。。。贝尔还回顾了北约秘书长办公室主任詹森的话，他表示乌克兰需要割让领土才能实现长期和平。。。他表示，乌克兰武装部队在人员和西方装备方面的损
1697198733# #俄乌局势新进展。-华尔街日报。️哈马斯武装分子拥有以色列城市和军事基地的详细地图，。。10月7日从加沙地带进入以色列的哈马斯武装分子拥有详细的城市和军事基地地图。他们还掌握了“以色列装甲车的弱点，包括以色列军队的主战坦克梅卡瓦”的详细信息。。在袭击现场或死去的哈马斯武装分子尸体上发现
1693517389# #俄乌局势新进展。美国笑嘻嘻，欧洲NMP！嘻嘻。。《华盛顿邮报》：“欧洲正在通过削减工业来应对能源危机。”。。该报指出：“许多能源密集型工业已经关闭。所有这些关闭的工厂现在都不需要天然气或电力。”
1688116007# #就两个媒体人搞的团伙。
1698301827# #巴以冲突。以色列小纳纳晚上化武？存在这种可能哈。。🤯巴勒斯坦人准备应对来自以色列的神经毒气袭击。。据《GazaNow》报道，哈马斯认为，以色列国防军地面进攻的拖延可能是一种欺骗，目的是获得突然性，让武装分子措手不及。哈马斯声称，通过美国办公室的泄密，它了解到华盛顿计划与以色列一起对哈
1689147728# #接踵而至啊
1691023196# #俄乌局势新进展。英国情报部门的一份最新公告称，俄罗斯正在组建新的大型部队，其中包括第25集团军。。。值得注意的是，随着特别军事行动的开始，俄罗斯联邦武装部队主要派遣预备役人员来补充境内现有部队或国土防御团。例外的是去年夏天成立的第三军团。。。英国估计新编队将部署在乌克兰作为预备队，
1691544698# #俄乌局势新进展。。美国阿拉巴马州，当地白人和黑人抛弃种族隔阂，双方互相融入，打成一片。现场气氛十分热烈。从双方联欢过程中可看到，白人人多时，老黑遭受了非常热烈地接待，但黑人开始聚集后，画风明显转变，老黑明显占了上风
1697196207# #俄乌局势新进展。乌克兰情报总局局长布达诺夫：。“俄罗斯人的电子和网络情报处于非常高的水平”。布达诺夫表示，俄罗斯联邦安全局的人工情报并不成功，但在其他领域，俄罗斯人拥有“最高水平”。此外，俄罗斯破坏分子在切尔尼戈夫和苏梅地区活动频繁。
1697967320# #巴以冲突。即时在犹太亲儿子国家，也还是有正常人类的。毕竟，当年它们也曾为了救爹，为爹报仇，成为了世界反法西斯阵营中重要的一员。。现在，当爹的活成了当年法西斯的样子，儿子家里的非直系亲属也看不下去。。纽约时报头版：被以色列杀害的巴勒斯坦儿童照片。标题：他们只是孩子。
1698812004# #多次出现此类画面了
1690713687# #俄乌局势新进展。“停止为乌克兰战争买单”：希腊发生反对支持基辅政权的抗议活动。。。在可怕的火灾背景下，希腊人呼吁政府停止对乌克兰的军事支持并取消对俄罗斯的制裁。。。“罗德岛在燃烧，科孚岛在燃烧，阿索斯在燃烧，卡里斯托斯、曼特拉、卢特拉、埃维亚在燃烧。Be-200在14秒内需要12吨水，但政
