1701976670# #船夫：我好害怕好无辜悲伤
1702227790# #悲伤姐姐别刀了
1692618929# #易烊千玺泪是因为明天七夕所以玺玺今晚一口气发了24张福利嘛泪苦涩易烊千玺专辑实物
1700673061# #易烊千玺超话易烊千玺二三逢时戢鳞风起。生活顺利抱一抱好好休息抱一抱健健康康抱一抱平平安安抱一抱dream一个玺宝的个唱抱一抱
1700018500# #王子奇黑白密码尊嘟嘛举手11.16来腾讯视频看王子奇举手楚一寒来啦
1702533538# #刘诗诗任如意姐姐哇多拍！爱看哇一念关山
1699333678# #泪姐姐
1691853154# #哇姐姐还是那么好
1702198786# #刘诗诗任如意呜呜呜好嫉妒逗儿抓狂我的姐宝泪@刘诗诗
1702111478# #亲亲懂事的导演该给我糖糖递剧本了抱一抱好仙啊@张籽沐
1698231266# #好好休息@Johnny黄景瑜
1703915837# #极盗者刘诗诗白客尊嘟吗抱一抱吃瓜不信瓜抱一抱欢迎大家继续观看刘诗诗《一念关山》任如意哟亲亲一起期待和预约刘诗诗《狐妖小红娘竹业篇》东方淮竹呀举手。。刘诗诗东方淮竹
1702358246# #刘诗诗回应观众想看任如意秀腹肌。我就想看任如意嘟（不是刘诗诗抱一抱哇。🍋我真的震惊了……
1692682231# #是的泪
1699272402# #终于到了！！弟弟！工作顺利！！@TFBOYS-易烊千玺
1702376575# #玺金发千玺，我太爱了😍
1698150928# #啊啊啊啊啊啊好羡慕好嫉妒泪泪泪杀青快乐泪
1702105343# #啊啊啊啊舔屏糖酶长大咯舔屏好美舔屏@张籽沐
1699404168# #悲伤悲伤悲伤玺宝
1700468696# #感谢邀请舔屏举手期待VC创刊以来首位单刊单封男艺人易烊千玺！！感谢邀请！！啊啊啊啊啊啊啊啊
1693721192# #心时间一定会把易烊千玺带到更远的地方心期待😚
1697641330# #张婧仪超话公主这也太美了吧啊啊啊啊泪泪泪字也好好看舔屏舔屏舔屏
1704424094# #刘诗诗任如意抱一抱欢迎各位来品鉴任如意恭喜再度登封新视线wonderland，刘诗诗任如意还在热播期！欢迎各位来品鉴刘诗诗任如意！刘诗诗任如意
1702371123# #刘宇宁刘诗诗赵露思V榜TOP3。杀人者，任辛哇。任如意给我冲污鼓掌刘诗诗任如意
1702017610# #耶耶耶求关注黄景瑜他从火光中走来
1696091725# #祝福祖国繁荣昌盛
1702477926# #一念关山我的评分：星星星星星星星星星星。一念关山。抱一抱五星好评刘诗诗任如意抱一抱。明晚爱奇艺见抱一抱刘诗诗一念关山。打戏➕颜值➕演技绝了哇大家继续支持哟～。刘诗诗任如意
1704280973# #好帅悲伤
1702652484# #冬天下雪❄️必有的马尔泰若曦悲伤@刘诗诗
1694867309# #袁冰妍被约谈后仍整改不彻底。开学季那天看到有人洗还以为要出来开学季。结果一锤定锤开学季
1700757153# #收到🫡
1696081337# #啊啊啊啊啊啊啊啊假期愉快泪悲伤库存都发出来！！
1701962150# #啊啊啊啊抓狂名利场下嘟玺宝好可爱抓狂
1701192685# #刘诗诗任如意时隔六年抱一抱姐姐再叙！创爱奇艺站内热度新高抱一抱舔屏大家看起来呀！！！如意举手刘诗诗一念关山
1692622228# #易烊千玺玺看起来很瘦但是肌肉真的真的真的好酷💪💪💪真的好自律好健康舔屏易烊千玺超话易烊千玺怎么这样易烊千玺十稔终章皆成序
1700758456# #是尊嘟抓狂强大的气场里面又有一丝乖巧跪了玺真的很神奇强大的气场里又透露着着又甜又乖的感觉抓狂
1697502743# #哇小卢好美啊啊啊啊开学季脸真的好韩系啊哇
1699027754# #举手姐你尊嘟好美泪舔屏香奶奶的图有嘛泪想看举手@刘诗诗
1702965958# #愿平安🙏
1699025662# #我也最喜欢举手我也最喜欢，三套图不同感觉，一套神女，一套东方美人，一套高贵冷艳
1699806759# #好好好还在回味悲伤泪dream一个演唱会泪沉浸式KTV嘘
1699106315# #哥，能不能营业举手
1700315420# #王子奇黑白密码好好好排面给举手
1702081907# #刘诗诗拍的一棵树任如意是一把剑，是一匹孤狼，是一棵树求关注鲜花刘诗诗任如意
1701401108# #一念关山配音。刘诗诗打戏视频实录🈶️抱一抱。请大家多多关注《一念关山》噢抱一抱。一起来看刘诗诗任如意污。造谣的洗洗睡吧二哈。刘诗诗一念关山刘诗诗任如意
1693840342# #悲伤转发走出去听听专业人士的评价，易烊千玺就是宝藏般的存在易烊千玺提名金熊猫奖最佳男主角
1704034357# #张凌赫z的红包哇！好运来袭！我抽中了的现金红包，你也快来试试手气吧，比比谁抢得多！
1700467052# #刘诗诗一念关山我姐这状态还能吊打10年➕泪太美噜舔屏刘诗诗hi6逆应援
1689060320# #张若昀唐艺昕性张力泪甜死了啊啊啊啊啊啊啊啊张若昀一眼看过去全是深情悲伤哇羞嗒嗒男帅女美哇娱乐圈封神的夫妻鲜花哇
1704077189# #啊啊啊啊尊嘟好米好米抓狂抓狂抓狂
1704007182# #抱一抱2024一起加油抱一抱@王子奇是演员王子奇
1701952120# #跪了跪了跪了易烊千玺4%vol的河
1697340345# #抱一抱这该死的破碎感看得我开学季泪光看路透都心动不已啊淮竹麻麻爱慕爱慕
1699443016# #互联网嘴替鲜花
1701189582# #舔屏姐姐晚安心明天继续舔屏
1702467946# #一念关山我的评分：星星星星星星星星星星。🌟亮点推荐：。1⃣️刘诗诗的打戏的尊嘟很绝抱一抱表演爆发力很强抱一抱大家快来看～看就知道啦哇。2⃣️剧情发展很爽抱一抱
1702297026# #哇易烊千玺超话
1700309255# #拽拽楚一寒抱一抱@王子奇是演员王子奇
1704011603# #明天试试抱一抱
1701781628# #开学季好绝易烊千玺代言瑞幸咖啡
1701058624# #好好好举手举手举手刘诗诗一念关山
1700882000# #刘诗诗一念关山好期待啊啊啊啊啊抓狂舔屏抱一抱期待如意刘诗诗任如意
1693830180# #一起感受种子的力量心
1701962339# #好喜欢抱一抱
1702351982# #刘诗诗任如意
1702576777# #一念关山抱一抱大家继续支持任如意呀抱一抱刘诗诗很完美地给大家传达了任如意的真正的内核抱一抱我们都要成为清醒独立的人儿～刘诗诗任如意
1700996613# #易烊千玺二三逢时戢鳞风起预约好啦抱一抱1128零点见舔屏
1703397589# #抱一抱糖妹长大啦抱一抱注意保暖抱一抱
1693680324# #是的就是那么个理本来就不care突然看到一堆人却因为这个小奖破防给我整笑了
1701769925# #刘诗诗拯救裙子（刘诗诗任如意。gc里面某85🌸粉别科普借阿玛尼高定了。不好意思你们家还没有鲜花
1702697337# #刘诗诗刘宇宁60帧下的打戏。比耶打戏还得看刘诗诗比耶今晚一起看hi6比耶同时继续追刘诗诗任如意馋嘴抱一抱。刘诗诗任如意
1701356569# #好耶姐姐抱一抱爱看多发抱一抱@刘诗诗
1702950830# #刘诗诗已经在自己能做的范围内，做到最好了
1699669852# #微博视界大会微光所向，热爱同行！我正在微光荣耀入围作品推荐点燃我，温暖你！为热爱助力，一起来推荐你最喜欢的作品吧~
1702609409# #一念关山27集剪辑。诸葛亮也有扶不起的阿斗摊手强捧早天谴摊手台词前后逻辑都对不上摊手。话题里全是男主粉在卖🍵够了❗️❗️❗️剧粉反逆是因为剧情还有你们！！天天给别人摁粉ji搞阴谋论烦不烦啊摊手
1702548958# #汗就允许你很爱自己的角色不允许别人爱自己的角色就允许别人的角色被随意篡改去捧你的角色导致剧情乱七八糟滚
1704124226# #各位吃瓜群众请多多支持我们狐妖小红娘竹业篇东方淮竹大小姐抱一抱一念关山任如意也继续支持哦抱一抱
1699264169# #举手哥进城了举手好帅舔屏@Johnny黄景瑜
1702022118# #哈哈哈哈哈哈哈好可爱呀
1702218097# #哆啦A梦害怕哆啦A梦害怕哆啦A梦害怕拉黑删除捂嘴呢？@一念关山的关微
1699635045# #易烊千玺二三逢时戢鳞风起收到惊喜啦泪抱一抱谢谢玺玺抱一抱好好休息！照顾好自己
1698136511# #啊啊啊啊啊啊啊啊泪你真发泪你真发微博了呀！别太宠咯泪泪
1703006456# #悲伤心疼刘诗诗任如意悲伤
1703335037# #不舍任如意，展望东方淮竹苦涩再见任如意期待东方淮竹心
1701844558# #半个娱乐圈都在浙江这座小镇。玺明天见抱一抱污
1701786125# #微博视界大会。刷到这个我也是挺震惊的哆啦A梦害怕哆啦A梦害怕哆啦A梦害怕。别太装过头了……
1703159069# #啊啊啊啊啊啊抱一抱我想抱一下抓狂好美啊啊啊啊@张婧仪
1701610409# #GQ官宣易烊千玺。啊啊啊啊啊啊是真的。谢谢冲哥泪
1695867986# #公主👸抱一抱@张婧仪
1703938030# #抱一抱刘诗诗蒋南孙宝宝又来了抱一抱@刘诗诗
1704430840# #doge确实很快乐捏！！！姐宝好美！！请多拍好嘛！！
1699667637# #易烊千玺限定玫瑰真好悲伤何老师和娜姐是看着玺玺长大的悲伤易烊千玺二三逢时戢鳞风起玺子哥好适合唱酥酥麻麻的歌
1704116456# #刘诗诗超话又翻了一下以前的记录抱一抱一姐v榜最高记录9.7625抱一抱这数据还是以前没有💦分掺杂的年代创的记录抱一抱国民女神刘诗诗。刘诗诗东方淮竹
1701695140# #刘诗诗任如意我敲啊啊啊啊啊刘诗诗你好美啊啊啊刘诗诗一念关山
1702360507# #🐭疫揣手
1700451958# #刘诗诗一念关山舔屏我舔屏舔屏啊啊啊啊高马尾的女大学生泪@刘诗诗
1703214625# #抱一抱真美呀抱一抱
1700452850# #刘诗诗好美啊舔屏
1703126185# #感谢ELLE抱一抱恭喜扛剧女王刘诗诗抱一抱
1694188383# #阿信演唱会吸氧妈呀注意身体啊泪
1700734484# #易烊千玺二三逢时戢鳞风起易总泪
1693613080# #宋祖儿还以为🈶️什么进展了……结果点进来还是啥都没有…额…怎么又跑到热一了疑问。（tsls调查还没出结果…不清楚真假…只能说如果是真的，那祖儿真的是糊涂啊……不过能确定的是，她确实动到别人的蛋糕🍰了…）
1697105640# #哈哈哈哈哈哈哈大家都在喊楼站喊完南初喊我呼叫一下他
1703338024# #一念关山be。虽然vip已收官全员be但这部剧是真的值得看悲伤最好的刘诗诗最好的任如意悲伤下部剧再会
1693659723# #电影自己看不下去不代表别人演技不好可爱。有些人别总一副唯你的嘴脸可爱“只要我觉得”
1697003499# #仙台有树。看到女主是向hx已创飞没想法…
1700811503# #刘诗诗一念关山好好好任如意大家关注起来举手举手举手
1703308208# #邓为向涵之CP感。向姐又开始捆绑咯摊手没cp向姐是不行的可怜。邓为妆造看起来还不错馋嘴
1701135549# #泪希望你快乐生活顺利“你有很多第一名我最喜欢你快乐第一名”泪泪泪泪易烊千玺二三逢时戢鳞风起
1691431491# #玺轻舟已过万重山悲伤未来的路会越来越好的悲伤
1701320504# #一念关山正常一念关山⛰️播出之后，感觉这几年看的古装都白看了睡也可以完全区别出古装和古偶了睡。rs里提到🥝上一部剧别拿来这比较了。两部剧不是一个水平不是一个level。也别说谁暖场、谁让路了。播出当日六屏和播出后一天仍一屏再四屏。是有区别对待的自家剧爱奇艺不会吃亏。看剧就是了剧不
1691385048# #泪泪泪泪
1701428087# #doge长高秘诀交出来哥doge@王子奇是演员王子奇
1700877681# #易烊千玺二三逢时戢鳞风起啊啊啊啊啊啊啊是新歌啊啊啊啊啊啊抓狂玺啊玺啊悲伤每次都有惊喜@TFBOYS-易烊千玺
1697812641# #哈哈哈哈哈哈哈哈哈哈救命公主好可爱啊啊啊张婧仪:你这辈子有没有为谁拼过命，有，为半小时后的飞机允悲
1700022846# #刘诗诗任如意如意快来吧泪等不及了抓狂抓狂抓狂太美了舔屏抱一抱刘诗诗一念关山
1702731916# #哈哈哈哈哈哈哈哈哈哈哈哈刘诗诗任如意
1701587119# #悲伤张婧仪的脸尊嘟很高级抓狂@张婧仪
1704346820# #EmporioArmani全球代言人易烊千玺阿玛尼好会抓狂2024Armani龙年新装EmporioArmani全球代言人易烊千玺
1700724156# #我敲来晚了！！是vlog举手@王子奇是演员王子奇
1691337944# #易烊千玺是谁破9000w泪是谁三分钟又涨了2k粉泪
1699328226# #二哈你小子还挺能藏@张婧仪
1702099267# #电视喂什么观众就吃什么。阴谋论的不是lyn粉丝？不是剧方？awsl。树立什么好形象呢awsl。
1703251817# #一天天的能不能别给刘诗诗添乱了。真服了…姐变成了背锅侠。一波未平一波又起
1699505582# #好好好抱一抱王哥抱一抱推荐啦抱一抱开机大吉举手@王子奇是演员王子奇
1702081057# #一念关山加戏话题下男主的粉丝能不能拎清楚你自己别一个路人来评价就摁头女主粉滚。宣发就是刘诗诗大女主杀手女强无论哪个平台路人都是冲着刘诗诗看的评论区嫌弃你们家男有多少因为你们男弃剧的有多少微笑一边吸血一边篡改做着见不得人的事等着吧报应在后面微笑。（附上一
1702700366# #刘诗诗任如意抓狂空中一字马抓狂刘诗诗以前在唐人小白楼的时候也有抓狂回忆杀悲伤姐宝这也太帅了吧刘诗诗一念关山今晚一起看刘诗诗任如意呀～还有hi6噢抱一抱一念关山
1698854607# #救命🆘我姐怎么那么美啊啊啊啊刘诗诗任如意
1691691469# #别赚了💰之后就甩锅不认人了没有金刚钻就别揽瓷器活演唱会结束之后自己还拿来宣传了锅别让别人背
1703241252# #抱一抱感谢邀约抱一抱好美好美抱一抱联合邀请太美丽了景色景美人美期待成品亲亲亲亲亲亲刘诗诗
1697342357# #姐姐能不能发一下人抱一抱开学季@刘诗诗
1691124943# #泪泪泪依依资源什么时候才可以红！！啊啊啊啊两个人好甜哇
1697297005# #张婧仪你让不让我想发就发。看来婧仪是被人盯着了。她本身没什么黑的。只能通过过度解读她的话送她rs摊手。下面的rs换了一波又一波。婧仪这个还被挂着rs前三被带节奏🐎。拜拜拜拜拜拜
1701970003# #绝了我的任如意泪出招便是杀招苦涩
1703124634# #抱一抱舔屏啊啊啊啊是我的美女姐宝舔屏好美好美
1691472255# #哈哈哈哈哈哈哈哈马里奥💰💰对不起，那我也再笑一次
1697610765# #舔屏多发点舔屏爱看@Johnny黄景瑜
1701334199# #张婧仪超话👸尊嘟好甜美污梦回朱韵@张婧仪
1699961432# #啊好吓人泪
1699592807# #孙怡孙阳王子奇好像一家三口。哈哈哈哈哈哈哈哈哈哈哈哈。拍摄顺利✌️收视长虹鲜花举手
1701273645# #哥生日快乐🎂平安健康快乐心
