1702519739# #1人泄露周海媚病历被行拘原来是医院工作人员泄密了
1704000457# #新年第一个假期去哪儿玩不知道大家今年的假期都想去哪里玩了呀，但是我觉得自己还是很想去看看大海的呢，而且我觉得跟朋友一起出去玩才是最开心的
1697151655# #陈牧驰二婚这是别人的生活，没必要过度关心
1693812365# #宫子羽腹黑起来了宫子羽腹黑起来看上去也真是很有看点了呀，没有想到这样子的欲擒故纵，也是给你们呈现出满满的surprise呢！云之羽
1692159859# #雪域少年终极预告燃起来了雪域少年真的是更加值得大家关注了，而且这一次预告片就已经很精彩了呀，相信很多小伙伴们都是非常期待少年英雄觉如谁能拒绝少年的英雄梦
1695351593# #万古茶山千年普洱&nbsp;景迈山古茶文化景观申遗成功，对于推进当地自然和人文资源的保护、传统茶文化的传播、乡村振兴等意义重大。柏联在景迈山坚守近二十年，通过一系列实际行动和努力，致力于持续为景迈山申报世界文化遗产贡献力量。世界茶源景迈山
1702295111# #范丞丞范肠肠原来是一只小狗呀
1700950897# #海涛跟沈梦辰说他在家里带孩子总得有人为家庭付出，看得出海涛是很看重家庭的
1695394489# #郑恺票房破10亿要跳女团舞如果要是真的可以破10亿的话，那我们也是可以看到郑恺去跳女团舞吧，希望大家都可以一起支持一下呀！
1689159791# #比嘉龙二去世这么年轻，到底是自杀还是他杀？
1699882941# #雪达湖蓝调日落无需粉黛这地方太美了，有很多不一样的惊喜啊，有机会的话，也可以一起去现场看一看日落了呀鼓掌鼓掌鼓掌鼓掌
1698970135# #何九华究竟是怎么了？
1689046557# #狂飙里的蒋天演刘小北爸爸刘小北他有点帅啊！！！！！！！！！！！！
1702100435# #陈伟霆自我摧毁式表演感受到陈伟霆这一次的表演真的太绝了吧，其实我觉得这一次演技太在线了，看了之后真是更加带入到其中的，真的很值得去看这部电影陈伟霆新片被按在泥潭里暴打
1702695182# #主播失言致东方甄选停播刚被董宇辉带火一年，一年，董宇辉没飘，东方甄选先飘了？
1700706963# #王艺妍妤一种很新的断层第一说实话，我觉得看到这个节目的时候，我真的喜欢王艺妍妤，在工作上面能够有这么好的状态，真是我觉得特别给力了
1693563331# #这部综艺缓解了我的内耗要是能去感受一下这样的风景就好了
1698637383# #马天宇超话马天宇一年给自己一次综艺机会马天宇这一次新的综艺切换了旅行博主的身份，我觉得这个旅行的状态真的还是挺满分的，希望以后可以多来一些综艺
1700689687# #张凌赫方辟谣与白鹿相关已经澄清谣言了
1703823220# #反派大佬输在是女儿奴的确是没有想到这一次这么的有意思啊，特别是这一次看反派大佬输在是女儿奴。而且我觉得对待女儿的真挚的爱真的太多了
1691997971# #央视网文娱评巨齿鲨2作为中国主控的深海怪兽大片，巨齿鲨2做到了让外国人更加了解咱中国文化这件事，不论是主角的名字，算盘、文昌塔这类的摆件，甚至是中国人的养生习惯都有体现，这是中国人的浪漫，彰显了中华民族的气魄和底蕴。
1704281238# #疑似迪丽热巴粉丝发文根正苗红加爆红，星光女明星断层。
1700689800# #小杨哥徒弟被消协列入低俗带货案例看来以后要改正了，不能再疯疯癫癫了
1695730647# #沉浸式感受尼山国潮之美觉得能够让他体会到了我们传统的文化的一些特点，真是太赞了，看到这么精彩的画面，真是很惊喜，古典与现代的融合真是让人百看不厌
1700689843# #奚梦瑶曾因怀孕脊椎错位昨天还说生孩子很简单，这一下又不简单
1696419864# #许文婷的反击好漂亮说句实在话，这一次看到许文婷的反击好漂亮。感受到这一次的辩论环节，是给我们呈现出很多亮点，真的是越来越佩服了
1690599088# #王霏霏说电影里王一博转到吐很心疼王霏霏这一次的采访里面也是说到了自己真的是挖掘到了做演员的不一样的一面，然后这一点让我觉得很佩服王霏霏说做演员能挖掘自己的另一面
1698054497# #有的人离婚证都四本了有些人可以离好多次婚，把整体的离婚率都提高上去了
1695889247# #花西子被王海举报后更改产品介绍都有点不敢评价了，好自为之吧
1691550926# #古天乐张智霖吴镇宇新电影开预售能够看到电影的预售的消息，还是挺不错的呀，其实之前对于古天乐这个角色就充满了更多好奇心了
1700135100# #我们恋爱吧从头抓马到尾真的有点舍不得大家了，而且在这里也能看得到很多的反转啊，我觉得在这个节目真的是有很多不同的收获呀我恋5大结局全是反转我们恋爱吧
1696918845# #钟楚曦松弛感真不愧是我喜欢的大美女啊，不管什么样风格和造型都能够完美的拿捏住了，而且呈现出这种松弛的感觉，让人觉得挺心动的。
1699742928# #郑恺说很对不起苗苗表感觉是真爱啊，希望一直幸福下去
1698664086# #郭敬明又怎么了我的大小姐小四就喜欢自己，没事就发飙
1703760158# #伍佰现场指挥终身成就奖就是说伍佰老师在指挥这方面还是有点天赋在身上的了。
1702026203# #三大队动路演上海站咱就说这一次看到了《三大队》来到上海路演的话，那可真太给力了吧，其实我觉得这一次的路演的现场也是给我们带来很多的快乐三大队主创来上海了
1699670182# #苏醒说陈楚生拿了披哥冠军不想跟他们走一起唱的那首歌很好听
1691544232# #花呗回应女子网购2百多却被扣款3千多平台有时候也会偷偷扣钱吧
1692972855# #刘美玲丈夫出轨现实中男人出轨，家常便饭，女人出轨，罪不可恕！
1700745403# #VOGUE时尚之力盛会没想到生图都这么的能打，看完之后还是会觉得非常的心动啊，在这里也能感受得到张子枫这种独特的表现力啊张子枫银灰小烟熏
1700825929# #陈可辛说以服务女儿的心态服务观众陈可辛导演一直以来都有很好的自我的态度呢，这一次也是在T风格论坛上提出“永远保持跟观众沟通”的概念。告诉我们很正确的概念
1694306174# #周杰伦能不能给张凌赫一首歌的时间张凌赫玩的开心吧？
1692402002# #中国好声音赞助商遭网友喊话得道多助，失道寡助，这种节目不尊重他人，踩高捧低，践踏他人生命的节目和电视台买单！
1690642946# #吴垚滔会为时间去写歌其实这一次看到了舞台之后就觉得挺触动我的音乐可以传递出不一样的感情，最关键的是吴垚滔把ella唱哭了吴垚滔把ella唱哭了
1699310801# #权志龙笑着笑着就结束调查了希望能一直这么牛下去，千万别反转
1695000413# #韩国检方申请拘捕李在明如果真的逮捕李在明，韩国的司法真是无救了
1691926284# #陈牧驰一辈子很快就会过去没有人会重新来过，过好属于自己的每一天！
1692926973# #俞灏明命运的齿轮又转回来了这一路走来都很不容易，希望越来越好吧
1691308425# #武艺考试全科目零分感觉不按常理出牌，哈哈
1693636436# #俞灏明表演张力俞灏明也是能让我们看得到这个演技确实是非常的在线了，而且每一个细节还有一些情绪都拿捏的非常的到位了
1694764484# #红河哈尼古歌之旅稻作交响红河哈尼古歌之旅稻作交响真的太好听了，也是给予我们带来很多不一样的魅力了，真的好喜欢了。真的整个精彩
1703937904# #老师我们家周深在升降台上起不来了你还看到这一幕的时候，真是把我哭笑不得了吧，感觉这一次呈现出来乐趣，有一种“柔弱”叫做在升降台上，期待深深在2023最美的夜跨年晚会的表演
1702689693# #佛山人是懂待客之道的发现这里真的是很适合来旅行的呀，其实我觉得这里有很多的不一样的文化特色呢，而且我觉得佛山人真是特别热情好客的！
1702189939# #曝顶流明星夫妻离婚内幕这又是哪个顶流啊？不敢写出名字吗？
1689658405# #苏醒说混内娱好不好的标志是见到杨迪苏醒，你真是太有梗了，哈哈哈哈哈😂铁打的杨迪，流水的嘉宾
1689823574# #孙杨张豆豆官宣结婚金童玉女类型
1703579489# #老公小我19岁最后一句话是真理，你没名没钱试试看？
1689236551# #赵露思陈芊芊时期体重不到80斤，真的好瘦呀
1703911306# #万年蓝冰内冰花精致璀璨西藏来古冰川万年蓝冰内的冰花，宛如银饰般璀璨夺目，美丽至极。它们造型各异，有的像盛开的花朵，有的像精致的树枝，更像银饰。冰花在阳光的照射下，散发出迷人的光芒，仿佛在讲述着一段段神奇的故事。它们的存在，为这片冰川增添了一份神秘而美丽的色彩。
1704335015# #三大队今日收官三大队今日收官，舍不得和角色说再见，好喜欢秦昊的程兵谁懂啊，希望平时时空里的他能够勇往直前，好好生活，他们这段时间带给了我们很多惊喜电视剧三大队
1702710503# #原来洱海边新娘子最多洱海海边还有这么多的人拍婚纱照，而且新娘子还是非常多的呀，在这里也能感受到很多浪漫的瞬间了鼓掌鼓掌鼓掌
1703078928# #杨元庆向中科大捐赠2亿元中国科学技术大学校友杨元庆以个人名义，向母校中国科学技术大学捐赠2亿元人民币，用于支持中国科大少年班学院楼建设，助力母校基础科研创新和人才培养。
1704635135# #李李身世之谜在《繁花》这部作品中，每个角色都有着深厚的故事背景和复杂的性格特点。其中，李李这个角色以其神秘的身世和与A先生之间深厚的情感，成为了许多观众关注的焦点
1700518697# #张碧晨演唱会情绪被拿捏声音很有穿透力呀
1693548530# #平安昆明普法系列活动银龄专场8月31日，“春城e文明”平安昆明普法系列活动“银龄专场”主题活动举行，通过接地气的反诈宣传，很有意义的活动，帮助老年人预防诈骗
1689228501# #马龙谈如何面对负面情绪龙队太可爱啦！感觉他和球迷们主打的就是一个双向奔赴，和粉丝交流的时候也特别平易近人，把心得和收获都告诉大家啦！
1696060737# #云南建水第二十七届孔子文化节开幕也可以一起来欣赏一下云南建水第二十七届孔子文化节开幕，在这里也会有一些奇妙的体验，而且还会有一些文化的魅力
1691982532# #长沙街头上百把遮阳伞义务上岗确实没有想到长沙的街头还有这么多遮阳伞了呀，其实我觉得这一波也是特别不错的，给大家带来更好的体会
1701727218# #王彦霖朱丹你只是话筒感觉他们之间的关系很好呀
1695963899# #许家印在恒大年薪仅25万左右最重要的就是监管，不能只管普通老百姓
1700342621# #杨迪曝艺人聚会带女朋友是不是只是一个段子？不要太较真了
1694843341# #张远听马晓龙讲故事秒入戏张远这个入戏的速度还真的是让人意想不到啊，而且我觉得讲的故事确实是代入感挺强的，瞬间就拿捏到位了
