1695255693# #希望阳光很暖微风不燥，时光不老我们不散，早安家人们，早安铁子们爱你
1702162368# #拖拽妻儿男子回应称非常后悔。有一次就有第二次，这种男的嘴上说着后悔，但是情绪也不知道能不能控制的，万一下次也这样怎么办？
1695564492# #阴阳怪气没你玩的明白，问一下就叽叽歪歪，呵呵呵也不知道自己是哪根葱，以后这种出尔反尔的事情你自己玩饱它吧，恶心
1703476419# #别一天天给男主造谣了，想把没有的都说成有吗？。我觉得应该是这样的。开着法拉利烤苞米。然后没给人烤熟。完了人家回来揍他。跟人干了一架腿折了。然后掏出卡卡给人阳气吸干了
1693489509# #龙猫圆滚滚的红包哇！好运来袭！我抽中了的现金红包，你也快来试试手气吧，比比谁抢得多！
1702524911# #我投给了“刘宇宁”~
1695026753# #我在森林驿站帮助了大象，获得了爱心和动物卡片。熊猫守护者们，快加入驿站一起玩吧！
1695730557# #东北话的搓澡➕广东话的我爱你啊，刘宇宁我也爱你啊，这突然的表白。。。微博音乐盛典。刘宇宁官宣加盟微博音乐盛典。摩登兄弟超话
1701926075# #今晚见
1703113389# #早上好呀家人们，今天天气好冷，各位出门记得多穿衣服，今天又是来麻烦各位踢踢的。摩登兄弟超话
1701750113# #属于我们的现场抢先版，刘宇宁太棒了
1702570194# #宁远舟亦正亦邪？也都是刘宇宁演出来的呀，这两天看脏东西看多了，来看看我们的魏劭，白愁飞，皓都还有洛铭西。好朋友们都是刘宇宁的哪个角色中奖的呀？宁远舟亦正亦邪。。刘宇宁一念关山。刘宇宁宁远舟。摩登兄弟超话
1689261908# #电梯下坠积水渗入全家险被淹死。物业干嘛吃的？电梯下坠，那积水渗成这样都不知道的吗？
1696722537# #皮划艇女选手赛后黄体破裂医生紧急救回。每次看到夺冠的选手都会有点心疼，平时训练背后的辛酸估计只有她们自己知道，一个奖牌对他们的意义真的很重要
1697040049# #我在森林驿站帮助了大象，获得了爱心和动物卡片。熊猫守护者们，快加入驿站一起玩吧！
1701389911# #这嘴硬心软的宁远舟终于吃醋啦，演绎的挺到位啊，我心里在想，活该，人家追你的时候一直拒绝，有那么怂吗？明明老人家的眼神都拉丝了。。宁远舟他终于吃醋了。刘宇宁一念关山。摩登兄弟超话
1694820977# #早上好家人们，愉快的周末来了，我还要继续搬砖。希望你们过一个快乐的周末
1699519438# #很真实的二姨啊哈哈哈哈，脑补出来一出戏了。。圈里人都知道刘宇宁回家过年的场景了。摩登兄弟超话
1698165539# #虽然很想你，但是也知道你忙，那我再等等你回头，记得别回过了啊。。刘宇宁一念关山。刘宇宁宁远舟。摩登兄弟超话。。。刘宇宁燕子京、刘宇宁珠帘玉幕、刘宇宁魏劭、刘宇宁折腰、刘宇宁宁远舟、刘宇宁一念关山、刘宇宁卓不凡、刘宇宁天行健、刘宇宁帝林、刘宇
1704511528# #哇哇哇大河北
1695867960# #@糖兜兜Zoe
1701442341# #为爱痴狂的宁远舟。不扭扭捏捏，直面感情太爷们啦！一念关山的剧情不拖泥带水，过瘾啊。。。一念关山我只是宁远舟。宁远舟我就是疯了。摩登兄弟超话
1691716436# #我在森林驿站帮助了猕猴，获得了爱心和动物卡片。熊猫守护者们，快加入驿站一起玩吧！
1702814317# #本周我完成了连续7天铁粉打卡，与的铁粉值额外增加1分！
1703896058# #早上好刘宇宁，早上好棚姐们，即使是最微弱的光芒，也能照亮前行的方向，愿你们的早晨充满阳光。。今天也多来踢踢作揖。。刘宇宁宁远舟。和刘宇宁点亮微博之夜。摩登兄弟超话
1693227971# #刘宇宁唱的好好听@摩登兄弟刘宇宁
1693672248# #九月作业置顶。9.2。。9.9。。9.10。。。9.14。。。9.15新歌。。。9.20。。。9.21。。。9.25。。2
1698230039# #今天的天空这圈怎么看着有点像老刘画的饼？
1701697791# #一念关山。刘宇宁宁远舟。宁远舟今天在一念关山等我。
1697673733# #早上好家人们，今年跨年你们在哪里过呀？翻了翻相册，好像我都在澳门过的doge
1694128266# #早上好家人们，昨天铁子上升了50个，辛苦每一位来踢踢的棚友们，感谢哈老师好
1689868913# #每天追蒋俊豪真是太快乐啦！又搞笑又帅气，他们说“你们四个显眼包是怎么有一千万的”。。摩登兄弟mdxd刘宇宁lyn棚主。。刘宇宁蒋俊豪|刘宇宁做自己的光|摩登兄弟超话。。
1697904174# #忙碌的周末开启，刘哥今晚如果要播我就下班再看回放了。晚安啦。。刘宇宁燕子京、刘宇宁珠帘玉幕、刘宇宁魏劭、刘宇宁折腰、刘宇宁宁远舟、刘宇宁一念关山、刘宇宁卓不凡、刘宇宁天行健、刘宇宁帝林、刘宇宁紫川。。
1699357418# #我投给了“摩登兄弟刘宇宁《龙吟》”~
1700001530# #想跟你讲个冷笑话：最近心情有点低迷，你愿意花100💰听我的秘密嘛……下面为你播放一首《我的秘密》。。摩登兄弟mdxd刘宇宁lyn棚主。。刘宇宁一念关山。刘宇宁宁远舟。摩登兄弟超话。
1694704441# #高铁上化妆列为不文明行为网友为何不认可。高铁上化妆都列为不文明行为？凭什么？又没有制造噪音，那么闲怎么不去管管那些在高铁上大呼小叫的人呢？
1695782040# #壮观
1696846090# #刘宇宁大学生盘串现状。我那190的甜妹爱豆。摩登兄弟超话。开会一天，完毕后赶紧来看看我的大学生盘串，但是怎么就甜妹爱豆了？刘宇宁可是大老……爷们，对吧？。
1697167149# #@曼迪-N
1701086352# #@折一颗酸梅子溜得快
1702202164# #努力的人就不该被辜负
1702131652# #@清菡kathy
1703837334# #我投给了“刘宇宁”~
1702907067# #《一念关山》里的宁远舟真的是始于战场，终于战场。厌倦了朝堂纷争的他，为了兄弟，为了家国大义，毅然选了这个炮火连天的战场，最后消逝在这个战场上。“唯愿揽千难万险于魂上，以己之躯兑不枉”，怕是对宁远舟这一生的概括吧。刘宇宁一念关山有你们了不起。。
1702556442# #@大鹅不白
1693066269# #我：老大明天见！。刘宇宁：明天见？明天上哪见？。我：明天舞台见啊。那年湖南跨年彩排后出来的萌萌老大。。。摩登兄弟mdxd刘宇宁lyn棚主。。刘宇宁官宣加盟东方风云榜｜刘宇宁宝曼兰朵品牌大使｜摩登兄弟超话。
1692106545# #女子戴玉镯10年关节变形成手铐。还好我不喜欢戴玉镯，但是这关节变形是因为玉镯吗？
1696343450# #泰国一商场发生枪击案已致3人死亡。泰国那么可怕吗？商场都有这种事。还是国内安全点，悠长假期都不考虑出国了
1698279880# #只要来日可期，今天就值得欣喜。早上好铁子们
1704519543# #微博之夜刘宇宁来了，正能量偶像的舞台会是怎样呢？敬请一起期待。。微博之夜第三波阵容官宣。微博之夜加速器。摩登兄弟超话
1700150408# #别为难自己，活得像你自己就行了。。晚安棚友们，愿大家睡个美容觉做个美梦
1696426441# #泰国枪击案死伤中国游客系免签入境。免签有什么关系？难不成不免签泰国就很安全吗？
1691198041# #忙碌的周末又要来了，先给大家问个安，刘宇宁早上好，棚妃们早上好
1695792075# #我本无意入江南，奈何江南入我心。一个很喜欢的地方
1701151799# #哈哈哈哈哈
1692544308# #本周我完成了连续7天铁粉打卡，与的铁粉值额外增加1分！
1703032782# #早安刘宇宁，匆匆的3.0直播间结束了，感觉好像见了又好像没见的样子
1703935396# #刘宇宁0108生日快乐很棒的河北粉丝喔，祝刘宇宁生日快乐@摩登兄弟刘宇宁
1692807483# #东方风云榜微博网友期待舞台初心如歌，榜上有鸣。东方风云榜三十周年庆典开启，为你喜欢的舞台打call，我们一同见证！
1700780553# #孕妇感染支原体会影响胎儿吗。现在的传染病也不少，孕妇就尽量少出门了，保护好胎儿最重要
1695658436# #这么久没看过红毯了，这次能不能看上红毯啊！真的蛮期待的呢！毕竟我家刘宇宁这大长腿。。刘宇宁加盟微博音乐盛典。刘宇宁他从火光中走来情感主题曲。摩登兄弟超话。。。‖刘宇宁‖宁哥‖棚主‖lyn。刘宇宁魏劭|刘宇
1702292334# #我投给了“刘宇宁”~
1702782075# #鬼知道我盯着刘宇宁这个噘嘴多久，今晚现场来一个看看呗。摩登兄弟超话
1701173015# #刘宇宁签名照@摩登兄弟刘宇宁
1698080934# #走走停停，可能走的多了，看的就多了，所有的经历随着时间，总会见过，看淡就好。全世界晚安
1692360284# #今天铁子又掉一百多，这破手机要重新搞了，家人们铁子们刘宇宁的女人们路过踢踢作揖
1690757404# #真实的缅北边境现状。经常都在提醒，可是总有人被骗，难道真的不是因为贪心？
1696246607# #@紫幽的诗和晨
1702801095# #加更加更
1697943523# #爷爷奶奶有一千多万还在当保洁。是说房产有一千多万还是说存款一千多万呀？如果物业有，那爷爷奶奶是懂投资的。不过我感觉老一辈是真的很省吃省喝的
1693701686# #铁子们周末愉快，九月开始了，天天掉铁，走过路过的姐妹们踢踢哈
1691627429# #早上好朋友们，今天有新歌，又是工作满满的一天了
1701818856# #早上好
1689569985# #刘宇宁蒋俊豪。刘宇宁做自己的光终于等到刘宇宁《做自己的光》开播了，蒋俊豪今晚准时见@摩登兄弟刘宇宁
1700697618# #因烂尾楼要账被打的亮亮丽君夫妇发声。老百姓真的不容易啊，辛苦攒钱买的楼烂尾了，去要账还被打，希望这种事情多关注一下吧
1689005071# #这首《二中中二日记》是专门为刘宇宁准备的吧，下次直播你快翻译一下吧！。。摩登兄弟mdxd刘宇宁lyn棚主。。刘宇宁魏劭|刘宇宁折腰|摩登兄弟超话。
1689122170# #早上好老铁们，每天都在匆忙赶kpi和匆忙起床搬砖的状态中，这日子真难熬
1691671195# #刘宇宁七时吉祥守护主题曲我在时间尽头等你。生生世世难相忘，岁岁年年终相守，听守护主题曲《直到时间尽头》，感受绝美爱恋。
1700727295# #宁远舟哥哥，那我也叫刘宇宁哥哥才行doge。哥哥看看我喂。刘宇宁燕子京、刘宇宁珠帘玉幕、刘宇宁魏劭、刘宇宁折腰、刘宇宁宁远舟、刘宇宁一念关山、刘宇宁卓不凡、刘宇宁天行健、刘宇宁帝林、刘宇宁紫川。刘诗诗片场叫刘宇宁远舟哥哥。刘宇宁一念关山。摩登兄弟超话
1690290542# #@欣creek
1702200674# #@21MD光岩
1702561627# #最好的宁远舟
1693672190# #刘宇宁直播老大好久不见，太想你了，你最帅
1691847265# #收到，理智追星
1694181694# #一念关山为国为民不惜身不惜命，文武双全只求百姓安康，宁远舟统领六道堂各部众来了，期待一念关山尽快上线。。。刘宇宁一念关山。刘宇宁宁远舟。一念关山超话
1693625935# #听新歌前方预警。《狂风袭来》，就让时间停摆，与一起期待耶
1701325954# #刘宇宁每个人心里都有自己的宁远舟。刘宇宁，你是那个无可替代的宁远舟。
1704602811# #又是一年棚姐聚餐，今年更多的是把宇小宁带上一起嗨，刘宇宁快看看一下你这帮女人。。刘宇宁0108生日快乐摩登兄弟超话
1697152219# #6男生自助火锅店喝111瓶酸梅汤。这是要把26块一位的喝回来啊？酸梅汤有那么好喝吗？每人喝十几瓶，火锅都吃不了多少了。这几个男子真能喝
1700842291# #感觉周五也是周末的来临。好累啊，现在这个点才下班，周末更忙，不过今天估计各位棚友们都辛苦了，晚安啦，明天继续
1702255936# #新乡发布临时停课通知。因为下雪而停课，南方人享受不了的“待遇”，我也很稀罕看雪啊，张这么大就只去丹东看过
1699600626# #我投给了“由你榜实时TOP44：摩登兄弟刘宇宁《龙吟》”~
1700268410# #早安
1689576681# #刘宇宁蒋俊豪今晚见。蒋俊豪，我今晚要去你那桌吃饭行不行？。。刘宇宁做自己的光·。刘涛刘宇宁新剧对手戏。摩登兄弟超话
1693718198# #刘宇宁我想帮桃妈中个钥匙扣。五周年快乐@遇见宁十分喜欢
1701993076# #万达拟出售一二线城市万达广场。其他城市的万达我不知道是怎样，我们这里的万达真是没几个人逛街的，可能也很难维持吧
1699895558# #记录一下2018.09.30的第一次横店影城之旅，那里风景很好，确实是一个旅游圣地，去了很多拍摄景点游览，最难忘的就是竟然偶遇到刘宇宁，真是运气好的不得了，棚友们有空也可以去碰碰运气喔，万一呢。
1702226948# #宁远舟宫寒。在抖音看到的评论区是一圈搞笑的聊天，来微博一看怎么就把一个玩笑扭曲成这样呢？劝那些黑子善良吧
1702427248# #阿宝被七仔咬掉的耳朵已脱离爱心状。七仔：既然一边耳朵都被咬的脱离爱心状了，那不如另外那边也整一口？这样才会对称笑cry
