1692766832# #从绝对金额来看，这一波应该差不多了吧？
1696898197# #在李嘉诚办公室放着一张股票，这个股票是全球最大的保险公司AIG的股票。。。在股票的下边，李嘉诚还特意亲手做了注释：“这是全球最大保险公司AIG的股票，2007年5月11日，每股72.97美元，总市值1895.76亿美元，2008年底，每股跌至7.25美元，总市值只有167亿美元，市值跌幅91%”。。李嘉诚说他无意贬低AIG，
1692529028# #转发微博
1692091080# #一张图解决你50%的焦虑问题（转）
1697952526# #希望如此哈哈
1696426358# #多么希望我们的社会没有波折
1698737278# #不负有心人
1695687883# #可以
1697969878# #三十岁娶媳妇，还漂亮，能不怕老婆吗？哈哈
1689831768# #没有天生勇敢的人，只有在一次次“明知不可为而为之”的历练中，不断成长的人。。。行情在绝望中诞生
1697872080# #希望能争点气啊！。。不然老牛也不知道，这话要怎么圆回来了
1698375426# #老兄言之有理
1696725264# #这个知识普及很重要，另外第一次知道诺贝尔奖比例犹太人竟然占到20%！
1688945016# #转发微博
1695688905# #股东：在一个投资组合中，您认为，投资多少家公司比较合适？。。芒格：这个问题没有统一的答案，需要看具体的情况。如果你管理一只指数基金，赚的是管理费，你持有多少家公司都可以，没什么限制。指数基金是好生意，指数基金赚钱是应该的，在美股大多数主动型基金跑不赢指数基金。。。前几天，我和一位非常
1697803312# #贵州茅台2023年三季报：。。23Q1-3营收1032.68亿元，同比+18.48%，归母净利润528.76亿元，同比+19.09%。。。其中23Q3营收336.92亿元，同比+14.04%，归母净利润168.96亿元，同比+15.68%。
1691219880# #成熟期：行业增速平缓+渗透率高+集中度高。成长期：市场规模快速扩张+渗透率持续提升+竞争格局分散。萌芽期：市场发展前景广阔+渗透率低+竞争格局分散
1696156350# #有时候卡脖子就是这样造成的，真是太形象了！
1688690451# #【16家车企签不降价承诺，车价房价全划止跌线】。这个“不降价承诺”其实没办法评价，但是汽车消费本身是由供给端、需求端共同决定的一个市场经济，搞这些承诺似乎没办法影响消费市场的正常演进。。。价格交给市场决定吧！
1690680892# #见过太多20多年股市不赚钱的例子，但是昨天在杭州研讨会上听到的这个故事绝对有点极端。。有一个人，当初是某上市公司副总，负责全球营销，数年前年薪已经大几十万。但是呢，他喜欢股票投资，总觉得工作耽误了投资，很难兼顾，于是下决心离职，专注于股票。。数年下来，沉沉浮浮，一言难尽。有成功的喜悦
1688652381# #转发微博
1690771599# #鲜花
1691707772# #转发微博
1696176584# #转发微博
1692945764# #虽然老牛不怎么看指数，但是我觉得但凡炒过股的人，应该不会如文章中写的那么想允悲
1691068633# #问世间情为何物……
1696584011# #能一辈子跑赢通胀的，大约有五个方面：。。1部分城市的部分房产。。2护城河深厚的优质股票。。3完善的投资思路。。4终生学习成长的脑袋。。5一个健康的身体
1697794528# #为股票生，为股票死，为股票要生要死。。。在内忧外患的此时此刻，与中国最优秀的，最有成长空间的公司一起站在大浪之中，终会达到财富自由的彼岸。。。当然，你可以等右侧涨起来再追，但是你得知道，这里是底部。
1693465143# #转：晚上胡锡进同刘继鹏针对股市做了直播，总结了这些要点：。。1、刘继鹏说到对目前股市是不符合预期的，毕竟中国股市几十年了，始终还在3000点来回，目前我国股市还没到放弃的程度，政府也在积极出台维稳政策，我们要相信市场能否稳定住，大家也要坚定信心。。。2、胡锡进说到我国股市需要信心，需要健康
1689152280# #“要利用市场短期经常无效，长期总是有效的弱点，实现利润。”。。市场波动源于人性，理解和利用人性的弱点，也是一种赚钱方法。。股市在荷兰诞生之后的这400年，人的贪婪和恐惧没有任何变化，都是看见跌就害怕、看见涨就兴奋，过几年就一个轮回。
1692005034# #乔布斯的遗憾
1689935280# #人生的三样东西一定要让孩子知道
1690787011# #【商业模式分类】如果你说自己是价值投资，那看懂公司商业模式是基本功。。1）产能驱动型（固定资产投入多、产品同质化强），周期品居多。。2）渠道驱动型（销售类资源投入多），消费品居多。。3）产品驱动型（技术要素投入多，行业黑马多），制造业和科技类居多。。4）品牌驱动型（要素投入较均衡），多拥
1690180108# #巴菲特说：“想要获得超额利润，必须为自己的公司挖护城河。”。护城河有四种：。无形资产（品牌）。成本优势（管理、技术研发）。转换成本（客户粘性）。网络效应（规模经济）
1690497626# #几乎全世界都文明了
1698201061# #赞
1691636941# #几个医药医疗公募基金经理对本次医药反腐的观点
1695953348# #那些期待“必有一战”的人是真正的恨国者
1688093978# #可以举报到巡视组，我就不相信没有讲理的地方！
1690883490# #到底有没有人，能在A股的题材里面挣到钱啊？。一样的剧本，永远在重复上演，只不过这次的剧本名字叫：超导笑cry
1693548609# #你有什么样的心态，就会有什么样的人生，就会买什么样的股票
1694007152# #过分了
1688553704# #要是能把双手省出来作用就大了
1687834571# #第四次工业革命的核心产业一一信息技术产业，它还在发展中，其核心动力是创新。这一轮创新是由两条腿支撑的：一条腿是技术创新，它依赖的首先是足够自由的经济生态环境和法律生态环境；另一条腿是商业模式创新，它依赖的首先是足够大的市场规模。
1696254734# #希望我们的祖国越来越好
1697493807# #转发微博
1688439182# #假的，请大家举报！
1687504898# #神奇宇宙
1697714901# #羊羔尚知跪乳之恩
1691314627# #世道轮回哈哈
1691723320# #人微言轻
1697719260# #曹操：设使国家无有孤，不知当几人称帝，几人称王？
1697809110# #青岛名片
1692833404# #民之幸运啊
1697978033# #赞赞赞
1694845949# #未曾见过一个早起，勤奋，谨慎，诚实的人抱怨命运不好；。。良好的品格、优良的习惯和坚强的意志，是不会被假设所谓的命运击败的。。。——本杰明•富兰克林
1693883835# #转：隆基交流纪要：。1、随着高效电池的渗透率提升，对上游的品质要求越来越高。硅片目前降本空间已经不大了，未来硅片的品质对售价的影响应该占到5%~10%。有技术优势和品质控制能力的企业会有更多的竞争优势。。。2、明确表示接下来5-6年，BC电池会成为绝对主流，包括双面或者单面。隆基未来大量产品都会
1687394517# #转发微博
1694739131# #投资中赚钱靠的是什么？。。首先是认知。认知来自很多方面，一方面是投资过程中所获得的经验，以及年龄增长所带来的阅历。没有经历过熊市，就不会明白牛熊更替的感受。。。其次是勇气。一直做每个阶段最想做的事，靠的是持之以恒的勇气。很多事情过后看总是很简单，但事前却是困难重重，而这些都离不开勇气
1695215846# #牛逼
1691361737# #这个装神弄鬼的组织若成功，老百姓或许更苦
1694612975# #袁立：希望将来我们的孩子，能像文明国家的孩子一样，拥有五样东西：扬在脸上的自信，长在心底的善良，融进血里的骨气，清风拂面的温柔，刻进生命里的坚强。
1695639700# #依法惩治网络暴力指导意见出台重点打击网暴恶意发起者推波助澜者颤抖吧！出口成脏的小粉红们，网络不是非法之地。这么多年，你们极尽辱骂之能事，尽显低劣之素质，作恶多端，横行霸道，几乎所有正义的大V都受到你们的严重伤害。老牛保留了你们在微博、抖音、头条上网暴我的所有证据。我将拿起法律
1690294217# #嗯嗯
1688788680# #转一些炒股口诀，我觉得还挺有意思，仔细想想很多还是有道理的。。。1.持币时自己说了算，持股时市场说了算。。2.利空出尽是利多，利多出尽是利空。。3.跌出来的机会，涨出来的风险。。4.保持冷静，逢低进场。。5.涨时重势，跌时重质。。6.违背趋势，得不偿失。。7.不怕错，就怕拖。。8.人弃我取，人取
1692594600# #在行动~。。上证报报道，审核从严趋势下，确有部分再融资项目暂缓，但不宜以点带面混淆为全面暂停。数据显示，截至8月18日，沪深两市有31个再融资项目终止，终止数量超去年全年。
1694338024# #Yizhi?
1698395401# #任正非谈华为的自我批判
1694577007# #近期外资在偷偷买什么板块？
1696717901# #我们何时能有陪审团制度？
1694653107# #小纷红当鉴
1696117010# #赞
1687316675# #行业尚未反转
1692067700# #还是知道不好意思的，说明在重视了
