1689430922# #我天，这也太好看了吧憧憬憧憬
1699377020# #张杰超话张杰1220生日快乐。生日大屏应援。不知道有没有遗漏的。🍠+抖🎵
1699793703# #微博视界大会微光所向，热爱同行！我正在微光荣耀入围影视音乐为《万物不如你》荣耀推荐！为热爱加码，共同打造荣耀时刻~送花花
1703596343# #啊啊啊啊啊啊啊啊宝贝，好想见你啊抱一抱抱一抱抱一抱
1696164963# #恭喜莎莎，太棒啦
1703003068# #益路杰伴星公益甘肃加油！绵薄之力张杰粉丝捐款150万驰援甘肃愿平安心心张杰粉丝捐款150万
1690650883# #你好，外南街小孩，晚上见心
1693327272# #最棒的杰杰打call打call打call
1689475920# #本周我完成了连续7天铁粉打卡，与的铁粉值额外增加1分！
1693880333# #张杰《云之羽》（《云之羽》影视剧主题曲）
1694064962# #张杰鸟巢演唱会视频好好哭我们要快快见面，散场不是离别，是重逢的开始，我们一直都在哇哇哇
1701838751# #张杰外南街1982黑胶期待期待送花花送花花
1694137485# #乐享心声，纵情旋律~我在2023微博音乐盛典pick了我喜欢的《外南街小孩》，快来和我一起为更多优秀音乐内容助力！哇鼓掌
1696170516# #张杰国庆晚会致敬每一位守护者直拍来啦心
1700823015# #下一轮要来了吗送花花送花花送花花
1703091547# #益路杰伴星公益心心
1691719741# #开不起玩笑，我好爱爱你爱你
1702763309# #一起来2023微博音乐大赏进行音乐作品的回顾与盘点！我推荐了《Layla蕾拉》，你也一起加入吧～年度歌曲推荐
1704028323# #听出来是真唱了听不下去的可以听张杰跨年演唱会直播哦，五个小时全开麦打call实时直播，跨年夜了，大家吃点好的吧送花花送花花
1700408908# #张杰超话张杰点歌台。晚安，哥哥
1697337943# #未来可期，追光前行~我在2023微博迎新之夜年度大学生推荐MV中pick了我喜欢的音乐作品，快来和我一起为更多的优秀作品助力！。
1689829022# #哇喔，来啦来啦
1703869575# #12.29合集，码住爱慕爱慕
1698635275# #张杰超话✨张杰华语live王前行之路，与你相伴，音乐心声，与你同行@张杰
1690334565# #张杰超话北斗星空十九周年愿我们都越来越好，成为想成为的人心心
1694069646# #期待华语live王张杰打call打call打call
1695528126# #开屏遇杰杰爱你爱你
1699714824# #张杰时光音乐会老友记超好听超好听哇哇哇
1699873190# #微博视界大会微光所向，热爱同行！我正在微光荣耀入围作品推荐奇妙之城2！为热爱助力，一起来推荐你最喜欢的作品吧~送花花
1700390003# #老地方不见不散送花花送花花
1702802453# #我投给了“张杰”~
1694427795# #期待张杰彩虹屁彩虹屁彩虹屁
1703545224# #我推荐《时光音乐会·老友记》为微博网友喜爱综艺，好综艺带来的快乐、感动是平凡生活里一道灿烂的阳光。一起来微博之夜推荐更多优质综艺吧，参与互动还有机会赢大额红包和盛典门票哦！微博网友喜爱作品戳&gt;&gt;
1693974584# #期待张杰打call打call打call
1699629199# #晚安，爱你😘
1703868927# #啊啊啊啊啊啊啊啊哥哥好帅爱慕爱慕爱慕
1690176028# #生日快乐，张杰好乖好乖心
1695350013# #呜呜，我们小杰最好最好了爱你爱你
1690656092# #好好看的杰杰
1701918303# #你粉丝说你82年的服了咋还不截全呢
1697382235# #结束的真快
1696342707# #闹啥子嘛闹
1704279873# #爱慕爱慕爱慕
1703845239# #㊗️哥哥演出顺利！
1690334428# #张杰超话北斗星空十九周年十九年啦，星空生日快乐！，我们长沙见哦
1702515656# #张杰歌迷说王子请听歌恭喜恭喜🎉
1700366531# #张杰好优秀啊
1690263684# #随时随地发现新歌，好幸福啊
1701745427# #这样追星真的有点暧昧了我跟我家那位也挺暧昧的，每周都视频害羞害羞
1702449439# #铭记历史，吾辈自强
1694058551# #想你啦
1700115019# #张杰时装男士十一月封面小贵好棒啊，迫不及待想收到货了送花花送花花送花花
1701022649# #张杰超话zj张杰点歌台。他真的懂怎么治愈我泪泪泪。。希望大家在下一周，从周一开始，有一个好的身体，好的状态，把以前的一些未处理的事情突然找到了方式去处理，或者已经处理好了，然后呢也希望大家还在一个不知道前面的路该怎么走的状态里面呢，找到那把钥匙，我相信可能那钥匙就在你
1694353144# #我投给了“1-5”~
1703762103# #张杰新EP冬月初七。你干嘛惹我哭泪泪。你干嘛惹我哭泪泪
1702220543# #端水大师，好听好听
1703132356# #张杰1220生日快乐心心
1696681035# #哈哈哈哈p6好可爱
1695098104# #宝贝们好厉害呀
1693482230# #五级是认真的吗
1688907031# #陪你很久很久，长沙见心
1701749028# #想听想听想听想听
1694441336# #一切顺利心
1699083982# #张杰感冒也唱的像天籁。这就是天籁啊。如听仙乐耳暂明
1702273976# #恒心至善，星光相伴。我正在参与2023年度星光公益大赏，我推荐的年度明星公益事件是张杰音乐梦想教室，点击
1702737819# #恒心至善，星光相伴。我正在参与2023年度星光公益大赏，我推荐的年度明星公益事件是张杰音乐梦想教室，点击
1699793531# #张杰超话。杰杰十月博（此3条单独记录）。呜呜呜呜居然在前排出现了ʚ🥳ɞ。因为你，我遇见了彩色的梦和许多美好彩虹屁彩虹屁
1700270779# #张杰汗流浃背了吧。你怎么知道张杰今天参加民族团结进步文艺宣传活动，你怎么知道张杰杂志《时装男士》上线1分钟破2.5W+，5分钟破4W+，20分钟破5W+，1小时破5.6W+。你怎么知道张杰今晚还有时光音乐，张杰忙得很，勿Cue
1695099038# #心
1691889698# #好可爱的杰杰，软呼呼的好想ru抱一抱抱一抱抱一抱
1692512983# #扩
1691819110# #啊啊啊啊啊啊啊啊啊啊阿啊啊啊啊，太帅了色色色
1699082210# #期待期待彩虹屁彩虹屁
1698861541# #公主想要送花花送花花
1700314704# #图偷走了送花花送花花
1697596114# #张杰超话备忘录📝：杰杰微博。6月自存哇哇总31心。眼睛里有星星✨
1699890070# #哥哥，晚安啦。天气渐凉❄，注意保暖彩虹屁彩虹屁
1703995432# #我在森林驿站帮助了大象，获得了爱心和动物卡片。熊猫守护者们，快加入驿站一起玩吧！
1691420829# #这就是张杰啊，愿平安心
1703858470# #多来点啊，太少了不够看笑而不语笑而不语
1695089969# #每日一善超话阳光信用。只把一件事做好，就是生活本初的节奏，再忙再累的日子都会云淡风轻，再苦再咸的生活都不值一提。这种无法放弃的力量就来自于内心。
1688911181# #恭喜华语live王，实至名归
1703852980# #一定会的，我们一直陪他心心
1700376443# #又送签名专辑了
1695205920# #你最棒啦，恭喜恭喜🎉打call打call打call打call
1694940843# #张杰未live巡回演唱会万物不如你
1694139769# #杰杰不哭爱你爱你
1695985080# #一会见心
1690780182# #贵州等你@张杰
1693827163# #恭喜我杰哥
1703855080# #张杰未你好吗跨年演唱会鲜艳的狂想打call打call打call张杰跨年演唱会
1694777488# #最后一次机会了
1695878975# #张杰唯粉实时号测试我在吗苦涩苦涩
1703486625# #益路杰伴星公益天体太🐮了，还有挖掘机，甘肃加油！
1696258428# #爱看，多剪彩虹屁彩虹屁彩虹屁
1691148598# #身骑白马好好听哇哇哇
1700744181# #快来wx小橙序『星饭乐园』一起为公益事业助力，我们在给你小心心星星乐园给你小心心等你哦~
1689567815# #哇喔，期待长沙见
1700710525# #🍠新增大屏
1688576184# #你也超棒心，早点休息心心
1697683256# #414
1699873142# #微博视界大会梦想和弦，热爱前行。我正在微光荣耀入围影视音乐为《万物不如你》荣耀推荐！跟随梦的节拍，助力荣耀时刻~送花花
1691388738# #张杰超话张杰未live巡回演唱会。直接梦回730了。你真的什么都知道。我好爱你啊
1694868227# #张杰超话✨张杰时光音乐会老友记每一个音符的回响，都是时空的闪烁。多年之后，重逢老友，默契依旧。今晚22:00，带你共同走进《时光音乐会·老友记》，重温《我们的歌》，徜徉旧时光，共诉情绵长。
1693466486# #请尽快处理该违规用户，共同营造良好的网络环境，谢谢！
1699793774# #微博视界大会奔赴热爱，荣耀前行。我正在微光荣耀入围作品中推荐声生不息宝岛季！一起来推荐你心中的微光荣耀吧哇
1703853443# #张杰未你好吗跨年演唱会太帅啦张杰跨年演唱会
1691843265# #哥哥好拽我好爱抱一抱抱一抱抱一抱
1703918410# #张杰超话✨张杰下雪了。你们猜猜我有多爱你们。“我爱你们是上海到成都的距离”。“不”“我爱你们是从月球到地球的距离”“不”“我爱你们是整个银河系的距离”。“但是你们要记住你们一定要更加幸福好吗”
1697424586# #周日见心
1693078789# #太棒了，收藏
1703093774# #我推荐张杰未·LIVE-「曜·北斗」巡回演唱会为微博网友喜爱演出，一场精彩的演出为我们带来的是无与伦比的视听享受和精神满足！一起来微博之夜推荐更多印象深刻的演出吧，参与互动还有机会赢大额红包和盛典门票哦！微博网友喜爱作品戳&gt;&gt;
1700048226# #浙江吾悦大屏
1703642191# #张杰新ep冬月初七冬日最好的礼物🎁张杰新歌。分享歌单《冬月初七》（来自：🌟）
1696224354# #多多合作，好好看👀
1697079139# #未来可期，追光前行~我在2023微博迎新之夜年度大学生推荐歌曲中pick了我喜欢的音乐作品，快来和我一起为更多的优秀歌曲助力！
1703992876# #为哥哥心动💗
1701923311# #张杰超话zj张杰外南街1982黑胶。耶✌🏻，第一批成功get✅。开心快乐送花花送花花送花花
1701748878# #张杰：我想唱苦情歌了。然后秒删允悲允悲
1694137197# #乐享心声，纵情旋律~我在2023微博音乐盛典pick了我喜欢的《张杰未LIVE巡回演唱会》，快来和我一起为更多优秀音乐内容助力！憧憬
1698479150# #到咯送花花送花花送花花
1692250148# #期待华语LIVE王张杰
1694440705# #保证现场安全心
1700136978# #期待正能量歌手张杰送花花送花花
1696509091# #哇喔
1693020648# #张杰未live巡回演唱会鸟巢0825圆满成功！期待今晚航天员航天员
1692776160# #购票的星星们抓紧时间处理
1704246567# #送花花送花花送花花
1688907673# #张杰TMEA开场也太稳了吧红尘录直拍，这也太好听了吧张杰tmea古风串烧开场长沙见心心心心
1692952619# #永远爱你😘今晚一起顺利
1701187097# #哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
1692973610# #好甜好甜
1688791425# #张杰超话答题今天超话生日，粉丝团建罢了，星星们真的火了doge，答个题都能上热搜，欢迎大家来演唱会玩呀张杰未live巡回演唱会
1688574113# #张杰多关心身边的朋友们多关心身边的家人👪朋友👬多一些温暖，多一些关心，多一些爱，愿不被生活所伤，永远健康快乐心心心
1689493601# #今晚一切顺利！
1703846113# #哇喔，真是幸福的星，随时随地发现新歌爱慕爱慕
1702180593# #哇喔，又有什么惊喜啦😲？难道是4k憧憬憧憬憧憬
1695693533# #请尽快处理该违规用户，共同营造良好的网络环境，谢谢！
1689043429# #期待华语LIVE王张杰哇哇哇
1703949413# #张杰超话✨张杰未你好吗跨年演唱会。成都跨年演唱会三天圆满结束。12.2912.3012.31。Day1Day2，Day3歌单✌🏻。有错误指出来哦爱慕爱慕。新年快乐彩虹屁，平安喜乐心。张杰一个人硬刚所有卫视
1699262609# #大牛好帅
1691323415# #本周我完成了连续7天铁粉打卡，与的铁粉值额外增加1分！
1689510991# #张杰未live巡回演唱会好好看啊憧憬憧憬憧憬憧憬
1703758320# #张杰音乐梦想教室65、66间啦心心
1690254280# #哇喔，随时随地发现新歌
1700134296# #快来wx小橙序『咪咕星球』一起为爱心公益助力，我们在给你小心心星星星球给你小心心等你哦~
1691036957# #奶呼呼的，好可爱啊
1697789019# #张杰1220生日快乐滴滴
1690511757# #要去长沙过生日咯，㊗️北斗星空十九岁生日快乐，我们一直都在哦心
1700374368# #张杰太可爱啦哈哈哈哈哈哈
1688913009# #好帅好帅好帅憧憬憧憬憧憬
1693247472# #哇喔，新站子哎
1704205971# #还得是男粉，没想到有这么清楚的哈哈哈哈
1689523874# #好可爱的杰杰哇
1703312916# #成都跨年演唱会大屏✅
1694256717# #期待张杰打call打call打call
1692324374# #我来试一试，万一中了呢举手举手
1694781216# #转发微博
1703052727# #恭喜
1689526023# #嘟嘴好可爱哇哇哇
1700395665# #哇喔看看我哇哇哇
1690422356# #张杰演唱潜行者主题曲听新歌啦，长沙倒计时2天啦憧憬憧憬
1691755539# #张杰未live巡回演唱会好漂亮的星海张杰深圳演唱会
1695749227# #张杰微博音乐盛典唱白鸽天鹅还得是LIVE呀心心
