1695904631# #美国费城商店遭打砸抢马斯克感慨：美国正沦为小丑
1695533551# #美国佛州开通首条高铁，时速200km/h好慢中国每小时350以上。
1700121994# #历史是最好的教科书，现实是最好的清醒剂
1697936864# #美军高官叫嚣能同时应对“俄乌、巴以、台海”冲突。我专家分析，这只不过是走夜路吹口哨，给自己壮胆。巴以冲突
1702791126# #明年起，北京严控老头乐，全国各地加速清退“老头乐”。
1697151838# #缺电、断网、停水，加沙危在旦夕33万人无家可归，红十字国际委员会警告称医院正在变成“墓地”巴以冲突
1689582608# #复旦大学是不是应该承担什么责任?他们居然公开中国人基因图谱?小肯尼迪：我们正在开发生化武器
1698224016# #以色列将多名儿童关押至一处笼子里巴以冲突
1689750170# #俄军空袭敖德萨现场，导弹落地引发剧烈爆炸，吓得民众失声尖叫关注俄乌局势最新进展
1697077992# #联合国11名人员在以军空袭加沙中死亡，包括教师、医生等巴以冲突
1700373775# #巴勒斯坦总统哀求拜登，但拜登拒绝停火呼吁。巴以冲突
1699184630# #为什么没讲哈马斯为什么对以色列开第一枪?根源在哪里？奥巴马谈巴以冲突：没有谁的手是干净的我们在某种程度上都是同谋巴以冲突
1695350520# #知名媒体人戳穿政客谎言，基于规则和秩序？基于利益！
1693229697# #日媒称在华日本学校遭“砸石头和鸡蛋”？外交部：中方一贯依法保障在华外国人的安全和合法权益；敦促日方立即停止核污染水排海，以负责任的方式处置核污染水。
1688282500# #外交部领事司7月2日发布消息，提醒在法中国公民加强安全防范
1695130894# #任正非最新发言，华为一贯秉持发现、发展人才，但绝不垄断人才的原则。
1697117082# #据参考消息援引外媒12日报道，以色列国防军表示，以色列正在其北部全面增兵，已向黎以边境城镇部署了预备役部队巴以冲突
1687818682# #来自凤凰卫视记者卢宇光发回报道瓦格纳从俄南部军区司令部撤离
1690013931# #俄军连续第三晚对敖德萨发起空袭，乌克兰官员称导弹太快乌防空系统失灵，当地居民：敖德萨港已不复存在。关注俄乌局势最新进展
1697789728# #奇怪的是中国没招谁没惹谁，为什么他们总在宣称我们是威胁论呢？
1699696810# #司马南：惊闻，以色列在中国搜捕反犹者巴以冲突
1697722137# #美国空军增援战机陆续抵达中东巴以冲突
1703831074# #轰然爆炸！以军车队遭伏击巴以冲突
1695901482# #祈祷这名士兵平安！
1688339994# #美国街头一男子模仿残疾人走路后……
1697117299# #巴勒斯坦儿童哭诉只想回家但是无家可归。巴以冲突
1700917883# #中国人民解放军南部战区新闻发言人就美舰侵闯西沙领海发表谈话。
1699595793# #中国海警局：菲律宾船队擅闯仁爱礁海域，中方采取管制措施后，对运送必要生活物资作出临时性特殊安排
1694042828# #全民参于严防间谍，维护国家安全
1702691395# #中情局和俄反对派定下“计划”。美政府计划支持在俄罗斯联邦外成立所谓的“俄罗斯共和国”俄乌冲突
1697202953# #以军称正等待政府批准发动地面攻势。巴以冲突
1691243037# #一名在华贩毒的韩国公民被执行死刑
1690261488# #据香港《南华早报》7月23日报道，近日，美国明德大学发布了一份报告称，根据商业卫星拍摄的解放军火箭军基地照片判断，中国正在距离台湾岛最近的东南沿海地区，大规模部署东风-17中程高超音速导弹，数量可能高达上千枚，以取代此前部署在这个地区的射程1000公里的短程导弹。台湾省
1698239315# #内塔尼亚胡这不仅仅是我们自己的战斗…巴以冲突
1691629412# #有人用房山蓝天救援队送物资照片，发煽情文案，冒名私自募捐。房山蓝天救援队：请热心市民切勿上当受骗
1700120840# #无一票反对！联合国安理会通过加沙地带长时间暂时停火决议巴以冲突
1694486181# #越来越离谱，越来越精神病。9月10日，广东汕尾一群人在海边“放生”矿泉水，近2000瓶水被倒入海中，镇政府回应：是破坏水资源的行为，将进行核实
1702541214# #被匈牙利挡在欧盟“门外”，泽连斯基气不过找匈牙利总理要理由俄乌冲突
1700201862# #律师称缅北电诈头目或被执行死刑：可能会被数罪并罚，执行死刑，其家产可能也将用来退赔受害者损失
1687672197# #出来亮个相
1695432823# #中美成立经济领域工作组，坐下来，谈起来。
1695007919# #岸田内阁支持率惨淡！民调：过半日本人希望岸田文雄尽快辞职！
1699793785# #内塔尼亚胡：必要时坚决与全世界对抗巴以冲突
1688130526# #俄联合国代表当面批西方代表：“瓦格纳事件”没升级为叛乱，让你们和乌克兰失望了关注俄乌局势最新进展
1699873955# #以色列军车闯巴勒斯坦遇爆炸袭击：一声巨响后瞬间被浓烟大火吞没巴以冲突
1698325207# #巴西总统质问以色列，为什么要强行发动一场故意造成儿童大量死亡的战争？！巴以冲突
1699153329# #国防部就加拿大舰载直升机挑衅答记者问：中方有关处置专业规范。中国军队时刻保持高度戒备，坚决捍卫国家主权安全和海洋权益。
1693314873# #丑恶嘴脸和侵华日军没有什么两样。怒日本🇯🇵两政客：中国人赴日旅游条件强行吃福岛扇贝给日本人表演跳水且要架起摄像机现场直播
1693720951# #当地时间8月31日，一年一度的“投石节”举行，数千人开启石头大战…印度投石节数十人头破血流
1698119166# #是不是到连胎儿都不剩时才到时候?巴以冲突白宫官员竟然称加沙停火“还不是时候”，英媒：与拜登言论相呼应。
1696300348# #什么狗东西？强盗就是强盗！美国财政部部长耶伦搜表示，如果有国家不遵循国际贸易惯例，肆意“大面积”抛售美债，美国将不归还和不承认美债的存在！
1688339641# #泽连斯基早前的舞蹈关注俄乌局势最新进展
1698980602# #直播时听说同事身亡巴勒斯坦女主持掩面哭泣巴以冲突
1697690819# #如此厚颜无耻当地时间18日拜登嘲讽哈马斯“得学会准确射击”。巴以冲突
1698018398# #华为宣布取得重大突破！全面完成5G-A技术性能测试
1692055632# #1945年日军在北京故宫投降的真实影像日本投降78周年
1686961425# #一个热爱中国的美国人，为中国抱打不平，强老外胡说中国，然后约翰老师直接收拾他们了
1701128125# #【长江经济带发展日趋向好也要久久为功】今天，中共中央政治局召开会议，审议了两个重要文件，其中一个聚焦进一步推动长江经济带高质量发展，制定出台了相关政策措施。长江经济带发展战略实施这么多年，成效有目共睹：大批候鸟飞抵鄱阳湖湿地越冬，安徽芜湖的无人码头智能高效，科技与产业在上海深
1697964512# #半岛电视台直播中以军一发航弹突然近距离爆炸巴以冲突
1700649767# #据中国侨网报道，缅甸官员称中国提醒才意识到电诈危害:诈骗活动兴起的时候以为只是普通的网络赌博，难预测电诈集团会转移去哪。巴以冲突
1692098086# #美军高级将领称，中方拒绝与美军方通话，让战争风险升高
1700718610# #以色列在联合国出言不逊，被中国常驻联合国代表张军当场打断！
1697683519# #据外媒报道，以色列军队已准备好进入加沙地带，发起地面进攻。巴以冲突
1687650622# #关注俄乌局势最新进展
1696930182# #巴以双方支持者在美国街头对峙，示威者包围白宫声援巴勒斯坦，要求美国停止对以色列所有援助。
1691750443# #没人管。“100年来致死人数第二高的大火”！夏威夷山火仍在蔓延，遇难人数升至53人
1688602230# #印度美食
1692541603# #航行警告！渤海海峡黄海北部20日至27日执行军事任务，禁止驶入
1690668984# #【古老的蜀锦织就未来的锦绣之路心】5年前，习近平总书记到四川昭觉考察时，三河村的彝族姑娘吉好有果唱了首《国旗国旗真美丽》。她一直希望能在习爷爷面前再唱一次这首歌，成都大运会开幕式上，她终于梦想成真。从曾经的彝族聚居贫困村，到搬进小楼房、喝上“放心水”、用上互联网，三河村还有很
1687614826# #莫斯科市中心起火！关注俄乌局势最新进展
1689302888# #【野心暴露直指中国！日本与北约合作全面升级】近日，日本与北约签署新安保合作文件，包含宇宙、信息战等16个领域，还或将共享涉中国情报。分析称，双方联手渲染“中国威胁”，妄图推动阵营对抗。
1698288743# #美国加州州长在北京召开新闻发布会：中国越成功，我们就都会越成功
1691192633# #【这套组合拳主打全面发力、持续用劲】各部门这段时间出台了一系列举措，比如住建部要求落实“认房不认贷”，央行将指导银行依法有序调整存量房贷利率等。此外，目前还在积极谋划实施一批储备政策，例如安排“平急两用”公共基础设施建设等。综合来看，这一套政策组合拳主打全面发力、持续用劲，是为了
1690099008# #俄军管怒骂美国。控制舆论，洗脑世界。关注俄乌局势最新进展
1693319182# #纽约成移民临时收容所街头人满为患
1699779192# #怒屠杀还在继续…巴以冲突
1703063355# #甘肃震区一幕幕画面令人泪目，心疼这些人民的孩子。
1697670395# #巴勒斯坦支持者们已经占领了美国国会大厦巴以冲突
1697073829# #加沙地带遭遇数千炸弹轰击，巴以冲突经历最“血腥一天”！790栋建筑被夷为平地，5330栋严重损坏。联合国9名工作人员在空袭中丧生。爆炸产生的火球照亮加沙城。“许多烧焦的尸体从废墟中被挖出来”巴以冲突
1691473582# #似美国邪教分支，正在中国传播！
1698309585# #中国代表当场回应以色列不满巴以冲突
1692344107# #东部战区超近距离驱离美EP-3侦察机画面曝光！
1689910678# #美媒20日报道，美国白宫官员对基辛格访华比现任美国官员更容易接触到北京“表示遗憾”，此前，拜登政府曾多次炒作中方拒绝中美防长会晤。
1691750883# #原子弹轰炸广岛78周年，日本不提美国反骂俄罗斯称核威胁是俄罗斯导致
1699742765# #【保送必须遵循程序正义防止暗箱操作】哪些考生具备明年高校保送资格？根据教育部最新通知，主要有这四类考生：中学生学科奥林匹克竞赛国家集训队成员、部分外国语中学推荐的优秀学生、公安英烈子女、退役运动员等。保送不是包送，必须遵循程序正义。申请、审核、考核后还要公示。通知明确指出，“
