1638690677# #永远不能原谅日本鬼子！
1629161171# #仙境一般赞
1547981988# #这帮极端分子卵仔，贼喊捉贼的本事还是马马虎虎滴，生搬硬套它们自己都不遵守的法律来制裁别人，也能迷惑一些不知道它们真面目的傻蛋笑cry笑cry笑cry
1655246325# #转发微博
1646883083# #卡扎菲：我去年买了个表！
1630902438# #歼星舰的武器在它们的脸皮面前也要退避三舍doge
1541595922# #以拉低中奖率为基本原则耶耶耶
1629617234# #还把我给挂出来了笑cry
1640664425# #附议10086哈哈
1561037554# #我觉得应该当场挂了吧！汗汗
1566059863# #列车上的治安还是属于大陆管辖的，当事人双方最好要带回深圳的派出所调解处理，毕竟咱们是法治国家摊手没打死的话批评教育就是了，警察蜀黍也不能偏袒打人者滴！二哈
1559306658# #法国的黄马甲还没搞定呢，爪子就伸出来了？顶顶
1534817796# #当年最初的自干五有几个不是被公知恶心后粉转黑的？现在公知沉默了，那些个当年不敢开口，明哲保身的专家学者们出洞了，开始抢占舆论地盘了。其实舆论场本来就应该是党领导下的，出来说话维护国家和人民利益就好，没必要非给别人扣帽子才显得自己有多厉害。
1547302552# #崔教主说它爹呢摊手
1651245349# #结局很爽，可惜没有群众上前很踹暴打一顿哈哈
1647612515# #国足白斩鸡不用和国外的球员比，和我们女足比都差太远了！女足六块腹肌，男足一块肚腩允悲手臂身上纹了污七八糟一堆东西，怎么不在脸上纹一个SB？鄙视
1663497502# #不出意外的话，马上就出意外了笑cry
1641084403# #其实吧，西方国家政府根本不想躺平，但西方国家政府并没有中国政府的决策力和执行力，西方人民也没有中国人民的集体主义精神摊手中国人上下一心团结抗疫这种事在其他地方复制不了滴笑cry
1541347436# #好吧，主播们还能活得下去吗？允悲允悲允悲
1638707169# #只有国家才在乎人民的生命！我说的是社会主义中国，其他国家不算摊手
1651065176# #无FUCK可说怒
1641776383# #一草一木一忠魂，一山一水一丰碑鲜花
1675658160# #南宁地铁一角
1568422484# #不是无知，是装瞎
1672038142# #你们到底有多恨我们新中国的缔造者啊！怒
1565357029# #赶绝国泰航空怒怒
1561392881# #原来是传媒大学毕业的，怪不得鄙视鄙视
1663658771# #污
1630597804# #应该以反人类罪起诉美国政府怒
1637207672# #漂亮
1628578297# #我也不同意在台湾搞什么一国两制摊手
1647701716# #没来得及推销就被我删好友了摊手哈哈
1640579080# #狗子的用途之一：暖脚哈哈
1635418118# #中南屋的背后我相信你没拿西方反华势力的一分钱，这年头谁会拿一分钱啊！还不得几十上百万的拿？dogedogedoge
1561482910# #这个马赛克我喜欢！赞赞赞
1633532625# #举报侮辱英烈的公知罗昌平看什么时候刑拘！
1568649236# #曱甴们都说自己不是中国人了，过尼玛币中秋切尼玛币月饼啊！怒
1662215047# #骂的好
1628087773# #没事，鞠个躬就过去了doge
1567594839# #你们信不信，下一步黄尸的要求一定是解散政府重新选举然后清算警队摊手守护香港
1533784014# #原子弹下无冤魂，想想中国在被日本鬼子侵略期间枉死了多少人？两颗原子弹弄死的日本人数量连利息都算不上！怒怒
1542800681# #那咱们发起一个汉奸团日本东北灾区行好不好嘻嘻
1663754058# #为了流量，造谣生事，故意误导网民攻击疫情防控政策，该抓！
1664688402# #dogedogedoge
1663456849# #勿忘国耻,警钟长鸣。勿忘国耻，警钟长鸣。。铭记历史，吾辈自强！
1672217052# #话筒话筒话筒
1561267648# #感谢送的脆皮狗肉握手握手
1630121377# #这段时间来，断断续续的又把很黄很暴力的《冰与火之歌•权力的游戏》看过一遍。最喜欢的角色还是小恶魔和阿亚鲜花
1566606122# #小产权房的用地绝大多数是集体建设用地而非国有建设用地，根据我国的土地管理法规，集体用地是不可买卖的！老百姓有个方法可以辩识某个房地产项目是不是小产权房，就是进入本地的自然资源局门户网站，看看该项目的土地是不是经过招拍挂，土地性质是不是住宅用地，不是的话就不能买摊手
1647405633# #多谢作揖
1670337136# #每次路过看见夕阳晚霞总是忍不住拍下来，感受着一种很美却已迟暮的凄凉微笑
1651712877# #一是推卸责任，二是$摊手
1654854241# #泽连斯基没有一国领导的政治素养，他本质上就是一个演员，木偶戏里的木偶摊手
1630597741# #话筒话筒话筒
1632804680# #院长同志的口味忒重笑而不语
1639107459# #这女的真可怜，老公被踩了一脚还被关拘留所了dogedogedoge
1553907675# #手机肯定拍不出这效果笑而不语
1563972993# #相反，第一书记就是党中央赋予我们的称呼，不爽一边趴着去挖鼻
1628924044# #兔子从鹰酱那学到了太多连鹰酱都做不到的事笑cry笑cry笑cry
1642777487# #学中文好啊，关键时候可以大喊一声：我投降！笑cry
1694624135# #不能先群殴一顿再叫乘警吗？允悲
1642049746# #广西一女子不配合安检并出言不逊殴打警务人员才拘留十天？我怎么感觉袭警罪成了摆设呢？挖鼻
1547827063# #17℃是烈日，那国军是不是得到漠河那边训练才算冬日？笑cry笑cry笑cry
1629991216# #洪金宝也一样笑而不语
1637888928# #感觉你在开车，但我没有证据doge
1664379728# #女排姑娘是最棒的！打call打call打call
1566879243# #这次要支持蔡省长哈哈哈哈
1561297104# #狗奴啥时候听得懂人话呀摊手
1630250664# #降维打击不好doge
1641903212# #太吓人了汗
1640604273# #这个模特活生生把火烧到自己身上了允悲
1635748276# #玛格勒彼得的又利用狗子来碰瓷了？鄙视
1568638046# #第一书记日常需要填报和整理的表格允悲这只是一小部分泪
1666154664# #没事，我在家里看，随时可以暂停上厕所666
1647354134# #艹，前段时间还吃过😱😱😱
1650038945# #说不定过几年后就能喝了，存着吧嘻嘻
1561102001# #和平？理性？摊手摊手摊手
1640692749# #从早到晚的会议笑cry
1563117604# #当警察不敢动手的时候就是犯罪分子大肆动手的时候挖鼻挖鼻挖鼻
1654901775# #所谓东方不亮西方亮嘛，往西边搞一炮，说不定能打下一片大大的疆土哈哈
1640621842# #有些东西以洋大人的审美观为导向，洋人想看啥就扮啥，就为了那几个臭钱挖鼻鄙视
1541516210# #专业拉低中奖率三十年耶
1642044492# #继续带儿子去看！good
1649253853# #看看
1639384909# #LGBT群体运动现在在国内也有些抬头，西方资本家为了稳固国内统治也为了搞乱中国，不遗余力地把这种所谓的政治正确大肆宣传，洗脑一部分国内的沙雕，让它们成为在中国搞颜革的炮灰摊手话筒话筒话筒
1629078734# #笋，钛笋了笑cry
1630312997# #doge
1540039636# #爱心组织？艹它们母亲的爱心组织怒怒怒怒怒
1535589218# #这是定调了吗？挖鼻
1535601099# #这是病，得治挖鼻挖鼻
1642480698# #活几把该
1628157890# #后勤的员工也那么大的脾气汗我说正常的领导干部现在那么脑残的应该也是极少数了。
1658673528# #刑拘了好！
1630628225# #留着寻开心笑cry
1542941322# #造谣吧，西方民主国家一人一票，据说工作以后政府发别墅，别墅里两个水龙头，一个流啤酒一个流牛奶…怎么可能有乞丐呢？一定是博主拍了国内的照片冒充滴！dogedogedogedogedogedogedogedogedogedoge
1657587562# #欧美是养蛊之地摊手
1646033159# #皿煮灯塔曾经说过，人权大于主权，支持俄罗斯进入乌克兰消灭新纳粹！
1649221505# #可以，这很刑good
1651734391# #上海的的桃子快要成熟了，网红张他就来了围观
1637224032# #HOWDAREYOU笑cry笑cry
1627659934# #完全是走过场，要镜头而已！工作浮于表面，典型的官僚主义，不作为怒
1640829651# #官方回应广西多人被押解游街示众为了几个昧良心的钱把境外的病毒带进国内，影响太恶劣了怒我一个朋友就是拦截抓捕这几个卵仔的民警，也被隔离一段时间，更别说是那些被影响的无辜群众了！炮打头都不为过顶顶顶
1657125281# #生活中总会有各种意外的惊喜，也会有很多劈头盖脸的打击，看开了就好，不是每个人都是小说里的主角嘻嘻至少，你和我都不是哈哈晚安
1668043820# #用剪辑的视频造谣，不要以为加上“网友投稿”几个字就有了护身符，评论转发超500，可以落地查人了
1671928415# #确实不是
1642480479# #话筒话筒话筒
1664289018# #孩子有个运动的爱好挺好的，当然仅仅是爱好，如果球踢得不错也会让孩子有自信心微笑
1668254873# #舞姿不错，就是场合有点不对doge
1661649559# #挖鼻
1541722053# #烧包表面上是在为医护人员发声，实际上是在挑拨医患关系挖鼻右右的眼光忒浅摊手
1635408552# #李开腹？这名字好熟啊，是不是他女儿下面很好吃的那个？doge
1664451426# #亚洲某大国？不应该啊，印度人没能力干这事嘛！doge
1630801317# #除了一个“贱”字，没有其他词可以形容王局鄙视
1642213342# #打脸？怎么打，丁丁打脸咩？允悲
1631248975# #免费别想歪了dogedogedoge
1628163805# #国乒女团vs日本女团莎莎拿下第二局鼓掌鼓掌鼓掌
1669815660# #苏州下雪了大约在冬季
1628828454# #满嘴跑高铁🚄挖鼻
1570286410# #月黑风不高，咋整二哈二哈二哈
1663860870# #这种狗叼必须严惩，劳资辛辛苦苦防疫给群众送物资做核酸，麻痹的造谣抹黑咱们自愿者，这是什么玩意嘛！如果在我面前，先打一顿再说怒
1671787444# #不知真假，翘辫子了吗？
1677684808# #见过蠢货，没有见过那么蠢的货允悲
1540035720# #兄弟，华表没了，路灯赶快选摊手江景路灯，你值得拥有二哈二哈二哈
1632027663# #维基百科7名编辑为中国说公道话被封又一个死汉奸挖鼻
1561110604# #很漂亮嘛，不知道她们有没有心脏病？挖鼻挖鼻挖鼻
1569912489# #阅兵仪式中这部车牌1949的车空无一人，但是却是最引人瞩目的！这是英烈们的专车，让他们能看到：这盛世，如你所愿！心心心
1656679839# #“暹芭”登场前是不是很美？
1630554371# #我只有一个问题：好吃吗？馋嘴
1568896207# #第一书记可爱一夏村里的生活和工作一般分不太开，群众舔丁满月叫我们驻村工作队喝酒干杯然后猜码的同时宣传乡村振兴工作威武威武威武给力
1544063965# #印玉皇大帝头像的发不了，得烧给右右哈哈
1662715686# #对于这种人，我只能说
1563851508# #摊手摊手
1658419114# #中国只是选择一条最难走的路，却是能保护大部分人民群众的路！
1640366176# #爱，是一种奢侈品作揖
1636729305# #可惜了我们的消防员，想死的人下次到野外上吊也行跳河也好，别祸害我们的消防员同志了
1630835378# #那年911发生的时候，我记得是看央视画面啊！怎么王志安失忆了？还是心瞎了！挖鼻
1553142093# #极端爱狗人士的三观里已经没有人生观了，只有狗生观摊手摊手摊手
1642254740# #所以呢，其中的网络到底是有多大，细思极恐！
1635842313# #某环保组织在我22个军事目标附近设点一起抓奸细围观
1560783371# #奈何港府软脚虾挖鼻挖鼻挖鼻
1631580203# #只要钱到位，啥姿势都会笑cry
1539262943# #我们中华民族在建造城市的时候，欧洲人还在泥地里打滚呢挖鼻挖鼻挖鼻
1650960221# #几时带我去玩嘻嘻
1668954781# #南宁初冬，紫荆花盛。
1567511785# #请深圳的同志们去关怀关怀鄙视@深圳小天
1653148822# #酸吧，中国共产党领导的政府为了人民做的所有基础设施是米粒奸灯塔永远做不到的！哈哈
1568472121# #这只是小孩子，你还没听过许多贫困户要求呢，让人哭笑不得污
1643785546# #笑cry笑cry笑cry
1565774778# #你还叫它们“老师”？挖鼻
1640538412# #感情是一种量变，而这一切，终究都会成为质变，或者反过来！
1670000072# #看病难不是只有中国才有的现象吗？国外都是免费医疗随时随地有救护车送到医院然后医生护士马上就到位治疗的啊！不利于润的话不要说哦！笑cry挖鼻挖鼻挖鼻
1640488402# #有傻叉说：“高铁是快，快到破坏了回家这件事应有的形式感”允悲。我不会玩这种小清新的文字，但我可以很直接地告诉这种傻叉，尼玛币嫌高铁快你可以走路回家啊，形式感满得一批鄙视鄙视鄙视
