1701504511# #初一女孩欲轻生，警察撕心裂肺大吼规劝，听得人想哭…向这位警察致敬赞
1691216874# #涿州一小区遭洪水围困，但小区大门紧闭，救援艇无法进入。危急时刻，退伍军人孟令鹏戴上泳镜，从2楼家中跳入洪水，奋力游向小区大门。洪水浑浊，水下一片漆黑，他下潜十余次后，才将大门插销拔开。最终，救援队成功进入，帮助小区居民脱困。致敬平凡英雄！赞退伍军人从2楼跳入洪水为救援队开门
1687503845# #男子到屋檐下躲雨，离开时将屋主晒的菜踢入到雨中…坐了别人的凳，躲了别人的檐，不感恩就算了，这种人真的坏！
1688958808# #青海6岁烧伤男孩千里转运四川成都，外卖小哥帮顾客送捐款，同时他自掏腰包也捐款1000元，网友：这1000元至少是他跑300单赚来的辛苦费，为外卖小哥点赞。赞
1702170444# #走完长征的毛主席～人都瘦了一圈了泪
1690808276# #“这就是格局”！河南新乡，男孩在超市不小心撞掉西瓜，妈妈再三要求主动赔偿，但超市的做法却出人意料！网友：怎么跟我们这边的超市不一样？。。原来，妈妈带着孩子去超市买吃的，而超市的货架上摆满了西瓜，孩子走路不注意，碰了一下西瓜，3个西瓜就滚落到地上，其中一个还碎成两半！。。工作人员看
1691388788# #突然看到了活着的邱少云！他在长津湖战役中被毁容，因为担心自己“丑陋”的样子而不敢出门，但他从来都没有后悔过为国献身，请致敬涂伯毅老英雄鲜花威武🙏
1701658286# #公交司机果断飞扑，救下一对母子。张志德，为你点赞赞
1687765215# #河南一老板为当地贫困大学生发钱资，助当地贫困大学生。19年来，资助金额已3200多万…
1697003176# #乡村小学放学时的一幕，老师单腿堵门检查学生的背诵，背不过不准回家。老师表示，大部分孩子都是爷爷奶奶在带，辅导不了只能靠学校。这样的老师必须点赞赞很多都是群一发，有时候感觉就是在给家长布置作业…
1690795018# #请记住这个勇敢的女孩，王奕冉！。。她是坍塌事件中第1个跑出来的幸存者，当时她正在馆里面练传球，突然听到轰的一声，以为是响雷，抬头看见屋顶快塌下来了，她就拼命往外跑，跑出来后听到队友的呼救声，不过危险又折了进去，把队友拉了出来，紧接着她向学校的门卫处跑去，让他们打110和120，救援人员到
1693553735# #爷爷带孙女看病身上只有100元，医院儿科医生帮其缴纳住院费…同事问“帮他结账干嘛”回答让人泪目！
1691041644# #岁月静好的背后，总有人替我们负重前行😭😭😭你们辛苦啦❤️有人民的地方就有子弟兵
1700474012# #男子去世四年，四位高中同学每个月给其妻子2000元生活费。同学：我们只为这份兄弟情…这份情义都实属难得啊🙏
1690462411# #男子喝酒过量，已经不行了，父亲抱着他，眼泪在眼眶里打转，网友：这个爸爸多无奈啊…
1691414590# #据调查，。人过了35岁后，。最舒服的生活状态是这样的：。有套120平左右的房子，。有辆10几万的代步车，。手里能有30万左右的存款。。有个孩子，一家每天生活在一起，。有份稳定的工作，能按时上下班，。周末固定休息，不用加班，。够吃够喝，不用抠抠搜搜的。。有钱孝敬父母，。全家人每年做一次体检，旅游一次，
1692943285# #太平洋或将三旋共舞，还有新台风！“达维”“海葵”或趋向日本，可将风浪灌回日本…网友：如果…我是说如果啊……就某个岛来讲，火山爆发、台风、海啸、海水倒灌有没有可能同时发生呢？台风达维或造成海水倒灌日本
1687933624# #男孩父母都不在了无依无靠，一个人在工地扛水泥赚钱供自己上大学…
1697379824# #以色列不仅是占领这片土地的理由毫无道理，而且占领之后对巴勒斯坦人的暴行和入侵，更是令人愤怒，几十年来，以色列一直在一个又一个定居点、一条街地蚕食巴勒斯坦民众的土地，甚至是直接鸠占鹊巢地强占巴勒斯坦民众的家和财产，这对于任何国家和民族而言，无疑都是无法忍受，必将爆发愤怒情绪，进行反
1689227338# #湖北武汉：小女孩满头大汗也咬牙坚持训练，孩子的毅力超越常人good
1688007604# #天气炎热，多给司机师傅真正的实惠，才是真的惠及大家，真正的方便出行。夏日出行，多一份理解多一份行动，就多一份畅快
1690373857# #想不到记者们竟然敢深入缅甸诈骗集团，展开卧底行动，这一幕真的太让人触动了。。。先要向勇敢的河南都市频道记者们致以深深的敬意，正是他们不怕艰险，揭开了电诈内幕，最终解救了被骗的孩子们，真的太感谢他们了。。。据卧底记者透露，在2023年上半年，他们秘密潜伏进入了缅甸的诈骗组织，整个过程中目睹
1694734199# #注意到了吗？机场，客运站，高铁站，地铁站，公交站广告已经换成了我们的英雄！
1698741575# #多部门介入学生被逼吃粪便事件一棵草不拔的后果就是长出一片草！一个好端端的孩子，人格的形成需要漫长的过程，但是打击都是顷刻间造成的，这种绝对是毁灭性的打击，将严重危害他的一生。。。如果对待校园霸凌再不重视，这些孩子的后半生将在痛苦中度过，精神和心理上的双重折磨，可能让一个原本美丽的
1692610164# #女儿结婚，父亲按村子的习俗对着婚车泼了一盆水，女儿忽然下车奔向父亲给父亲磕头跪拜，父亲连忙搀扶起女儿，俩人泪奔……
1695042981# #令人气愤！西安某大学，一学生将垃圾丢到留学生宿舍门口的垃圾桶，结果被看门的保安怒斥：“你什么档次？这是留学生专用的垃圾桶，是你能扔的吗？”学生被训后不服气，质问保安凭什么把垃圾桶分三六九等？保安一脸轻蔑地说：“一点规矩都不懂！”。。该学生表示，他想把蛋糕盒子扔掉，而留学生宿舍旁边
1694482759# #谁这么有才，太形象了！。不光是李佳琦，所有主播其实都差不多允悲李佳琦们别再飘了
1700121621# #老爷爷冠心病发作坐在路边休息，路过的小女孩拦住了警车…
1695079550# #禁毒英雄李敬忠，在抓捕嫌犯时颈部中枪牺牲，年仅32岁。伤心。致敬缉毒英雄！让我们一起记住他的名字：李敬忠！
1703413950# #这才是真专家！温铁军在采访中表示：“农民本来花30万就可以盖栋3层楼，花8、9万元就能买辆车，生活得很幸福。但资本不愿意，用各种手段逼迫农民搬离农村去城市买房。想让农民有幸福感，其实很简单，不要把农民需要的资源都搬到城市去！”。。温铁军说，他调查了好多个农村，发现在村里盖3层楼只
1698193844# #梁晓声在《人世间》有这样一段话：。“如果最亲的人去世了，。最初你不会那么痛，因为你缓不过来，。反而最难过的是在之后的时光里，。会在某个不经意的瞬间想起他时，。看见他曾经爱吃的美食，。用过的杯子，鼻子一酸泪流满面，。想起他在该有多好，。或许只有经历过的人才懂，。失去亲人最痛苦的不是失去的那
1694650411# #上海市胸科医院胸外科主任医师谭强回应李佳琦：薪资没涨真不是我不努力…上海胸外科医生回应李佳琦言论
1690191282# #吉林长春，女子得知自己怀孕后，想试试中医老公有没有电视剧里面演的那么神奇，就假装身体不舒服让老公把脉。结果老公的手刚搭上去，就说：“你怀孕了”！女子惊得张大嘴巴，感叹中医太牛了！可老公又说出一句话，让女子更加吃惊了！。。原来，女子的老公是一个中医，而女子这几天恶心想吐，就去买了个
1701150603# #王女士介绍，小明在三年级时就获得了奥数三等奖的孩子，整个村里都夸孩子聪明。那个时候每家每户的父母都非常羡慕小明的爸妈。。。在小明上五年级之前，他的父母总是被各种羡慕包围。但是等小明上了五年级之后，一切都发生了改变。进入五年级刚一周的时间，他的父母就发现孩子有了一些“厌学”的表现，而
1698391924# #山东货车在高速上不慎侧翻，14000斤花菜被货主拒收，司机犯愁。关键时刻周围浙江人纷纷赶来，不管卖相好不好每人一大包带走，3小时“买空花菜”…货车侧翻交警朋友圈帮卖14000斤花菜
1692333988# #男子陪怀孕老婆坐地铁，大妈嫌孕妇肚子大多占了座位，称其是猪，男子气不过与大妈发生争执。你怎么看？
1697940115# #59岁民警出差途中遇女子落水，赤身跳入河中救人…这才是人民警察赞
1692521370# #8月18日，广西桂林。男子飞无人机意外发现山洪爆发，冒险冲上堤坝救下母子三人。这真的是救命恩人赞
1699151254# #老人街边摆摊被收4000元摊位费，村委：外包公司收的，他们无权插手…老人一月能赚4000不？
1692592833# #女子海边溺水，男子见义勇为进行施救，却被质疑是趁机占女子便宜。对此，大家怎么看？
1693867764# #106岁的妈妈看望长眠千里之外的独子，未语泪先流，再让娘好好亲亲你…“儿啊，妈妈年纪大了这是最后一次来看你了…”泪106岁这么多的岁月都是在无比的思念中度过，致敬英烈！致敬英雄母亲！致敬英雄
1691744891# #太疯狂了！医疗反腐势在必行。200元一针的进口药，医院卖到70万元，整整提了3500倍，太狠了！。。不得不说，最黑心的不是奸商，而是“部分黑心”医生。主任医师人人都是亿万富豪的时代该结束了，不能任由他们胡作非为了…院长忏悔白大褂被染成金黄色
1691296016# #深夜外卖小哥带着女儿送餐出来，结果电动车丢了，四处找都没找到，在街头瞬间崩溃，他说“我箱子里还有几份没送完的外卖”看着好心酸，普通人的生活太不易了，打工人，加油！
1700641530# #虽然没证，但一个个都是了不起的鲁班大师，看到最后的成果，这才是中国的建筑学！无证的不代表技不如人，有证的不见得高人一等，大家觉得呢？
1689171206# #6岁男孩还不会说话。中医看似随意的在脖子上扎了几针。下一秒奇迹出现…
1701830780# #父亲在外省吃俭用，永远把最好的留给了孩子…苦涩
1690113732# #国产高端核磁共振仪器实现技术突破，开始量产，西门子价格大幅度降价，售后保养维修的价格也会大幅度下降。。随着各大医院国外的核磁被国产替代，检查费用会逐步降低，对全体中国人都是好事，医疗器械检查作为辅助，就该回到辅助本来的价值，为国家科技人员点赞good
