1697470459# #林耘丨特别提醒：这三个因素对A股现状影响比较大
1697075307# #a股大视野汇金增持四大行救市，轮到“国家队汇金出场！时隔8年再度增持四大行。。。1、出手时机，国庆节后A股失守3100点之际；。2、投入5亿资金，花钱不多，带来无限想象；。3、直接影响金融板块及“中”字头公司，都是权重股，对指数尤其是沪综指影响巨大；。4、四大行等均是A＋H公司，汇金增持行为也
1698712287# #国家统计局最新公布了31个省份前三季度居民人均可支配收入情况。只有上海、北京、浙江、天津、江苏、广东、福建和山东8个省份前三季度人均可支配收入超过了3万元。其中，北京、上海更是超过6万元，遥遥领先。。。人往高处走，知道要去哪里工作生活了吗？
1699494628# #A股跌幅榜被“龙”字辈包场了，龙凤呈翔。这类炒作，典型妖风，做局诱杀，监管都懒得说一声警告一下。
1697208556# #浙江国祥效应出来了！江苏汇联活动地板股份有限公司保荐人撤销保荐，上交所终止其发行上市审核，汇联股份成为注册制下主板IPO首例上会前夜主动终止上市的“逃逸者”。。。其保荐机构是广发证券。
1701870282# #穆迪这是“一不做、二不休”啊，把22家地方政府融资平台和香港、澳门信用评级展望都调降为“负面”。
1701096992# #行胜于言！马斯克到以色列看现场了。
1698223039# #林耘丨国家发行1万亿特别国债用于防灾抗灾，A股受益程度有多大？
1698069351# #特斯拉继续破位下行，估值问题再受市场关注。
1701925856# #红岭创投董事长周世平被判无期：非吸约1090亿元，集资诈骗逾204亿元。
1702554891# #林耘丨趁年轻趁有机会有能力，做难而正确的事情！
1701058547# #a股大视野林耘的投资日记主要问题是信心崩盘了！北证50早盘涨了9.87%，惊天动地的，但其实成交金额也就区区206.2亿元。问题是30cm大长腿晃眼啊，搞得主板、双创无心恋战，题材股泄气，权重股落荒而逃。
1702017408# #鼓励支持北京老年人冬季到海南，夏季到河北、内蒙古等北方地区候鸟式旅居养老，满足90%以上活力老年人多层次、多样化养老服务需求。。。老了3套房？北京一套常住，南方一套越冬，河北或内蒙或东北一套避暑，完美！
1698197935# #A50隔夜涨得好好的，涨幅接近2%，早盘A股一开盘，就忍不住腿软，往下跳，这是为什么？
1698746921# #2023年1-10月，TOP100房企销售总额为52977.0亿元，同比下降13.1%，降幅相比上月扩大2.8个百分点。其中TOP100房企10月单月销售额同比下降33.5%，环比下降7.5%。销售额超千亿房企14家，较去年同期减少2家，百亿房企100家，较去年同期持平。TOP100房企权益销售额为36181.6亿元，权益销售面积为21297.6万平
1699789860# #高X资本表示不服被立案调查，声称其做法合规合法哈哈
1697352596# #逆水行舟，不进则退。宁德时代9月份装车量同比下滑5%，市占率首次跌破40%。。。\电池联盟数据显示，宁德时代9月装车量为14.35Gwh，较去年同期15.12Gwh下滑5%，是前五大电池厂商中唯一倒退的企业，而比亚迪、中创新航、亿纬锂能、国轩高科都有不同程度的增长。。。宁德时代动力电池装车市占率下滑至39.41%，
1702091129# #“行贿受贿一起查”！积沙成塔，一个贪官的背后得有多少行贿者？难怪最近上市公司实控人被留置的不少，以后会更多。
1698485927# #群众自发献花的络绎不绝蜡烛蜡烛蜡烛
1698200249# #做没错，支持！但作用是托底稳人心。当年众所周知的“4万亿”，实际投入20万亿不止，约等于现在的100万亿元。
1702619657# #小申输给谢尔豪之后，又长棋了。今天韩国名人战内斗卡子哥，一两个回合短兵相接，卡子哥胜率就接龙了。。。其人之可贵，勤奋，胜不骄，败不馁，转眼再看，境界上层楼。
1697714535# #坚决防止"市场失灵"引发异常波动。
1701135009# #a股大视野林耘的投资日记集合竞价：北证50下跌4.98％。
1698370762# #捷荣技术，“一”字跌停板封死，巨量，割韭菜了。任性炒，无人管，会不会有后悔的一天？
1701148168# #说什么好呢？认知缺陷韭菜命，被人卖了帮数钱。这文案谁出的？明摆着黑上汽广汽和一汽二汽。
1696817008# #今天A股市场热点集中在华为主题上，主要是以赛力斯为代表的华为系整车R零部件，以及华为强势介入的液冷快充技术，涨幅榜上多为此类个股。但对应的华为系竞争对手如比亚迪和宁德时代抛压都比较重，尤其是宁德时代破位新低一度跌幅超过3%，对创业板拖累明显。
1698557577# #A股蹭华为主题的刀都比较锋利，中招的话，缺胳膊少腿很正常。
1700622403# #比亚迪除了基本面的问题，二级市场最大风险是北向资金高仓位，刚刚开始减仓。
1701827762# #附图据说是某位教授的讲课内容，惹大麻烦了。
1702252982# #财经宠粉季【签到领红包】惊喜回归✌🏻每日完成签到即可领取现金红包。此外还为家人们争取了专属福利！通过我的专属链接完成签到，不仅红包金额更大，还可额外获得一次转盘抽奖机会，最高可得88元现金红包！点击下方链接领取红包👇🏻👇🏻👇🏻
1697889027# #强制分红就能扼制上市公司的胡作非为体验出投资价值么？不能！现实很残酷，中国恒大们恰恰是靠夸大经营业绩来达到过度分红掏空上市公司的！。。多数制度设计都是防君子不防小人，如果是防内外勾结、里应外合，基本没戏。
1697509977# #华为喜迎中移动大单，但今天华为主题没有太多表现。中国移动通信集团终端有限公司近日从华为终端有限公司采购华为Mate60权益版等5款手机，需求数量为120万台。
1701395657# #手机是一切设备和应用的控制器，马斯克“X”帝国必定要补上拼图的这块“短板”的。
1702354988# #
1697854403# #原谅我脑洞大开。
1699598991# #做企业难，做如此大的企业很难，尤其还是上市公司。去年万科比保利等少拿点地大家就意见很大，包括外资投行都在喷。老美股市之所以牛，不是上市公司有多牛，而是背后的战略投资者非常牛。
1702809414# #来总，醉翁之意不在酒哈哈
1698150335# #家贼，不是蠢，是坏！业内人士：可考虑优化和减少北向资金的信息披露。
1697467224# #林耘丨A股市态如此一时半会难改变，生存只能是“将计就计”了！
1700967408# #买房这种事儿，刚需拼个起步，改善需适可而止，或永无止境。房多多如马云，北京故宫边有四合院，上海闹市区有别墅，香港半山有超级豪宅，但是临了了，退隐江湖去日本当教授，还要靠“贵人”孙正义提供房子住。。。随遇而安，但也尽力而为。所以小康之家最好3套房，读书之人最好有3个功能不同的书房。。。
1701257916# #大手笔！保险机构搭伙要干大事了！新华保险与中国人寿共出资500亿元设立私募证券投资基金有限公司。。。相信后续会有故事，会有更多讯息传出，目前看到的关键词：500亿规模，2家中字头保险公司联手，私募基金。
1702450745# #第28届LG杯世界棋王战半决赛，中国棋手柯洁对阵韩国棋手申真谞，以一目半的劣势饮恨落败。全场比赛柯洁布局阶段即处下风，中盘打劫，大龙对杀形成转换，柯洁趁机缩小差距但未能逆转败局。不得不说，申真谞不愧当今世界围棋“第一人”，今非昔比，高傲如柯洁，与其对阵难求一胜了。
1700472398# #罕见！赵智勇从副部级的江西省省委常委降为江西驻京办科员，9年后又被查。
1697807284# #果然，A股“股王”爆了个小雷，三季报盈利增速明显下滑，怕的是这个是拐点，转折点！贵州茅台10月20日晚间公告，第三季度净利润168.96亿元，同比增长15.68%；前三季度净利润528.76亿元，同比增长19.09%。。。今天拉了尾盘。下周是涨是跌？
1700547521# #房企TOP50白名单＋“三个不低于”，中午V＋直播评价：“药方”针对性强，“医嘱”执行力到位。
1698750339# #领导批评金融乱象了！
1697330313# #胡编图样图森破了挖鼻挖鼻指鹿为马，鸡犬升天，挂羊头卖狗肉，明修栈道暗度陈仓，哪一样不能割？割到你怀疑人生！
1700708722# #深圳去掉750万元的豪宅税，二套房首付从70%直降为40%，让扎根深圳的人得实惠，不废话，政策对头。。。二套降首付，受益的都是过来人，不是BBKING。
1701352470# #恒大地产连发三份公告，未能清偿的到期债务累计约3013.63亿元，大概只剩破产清算一条路了。
1697854942# #贪腐，高比例，错杀比较少，但揪出来的未必是最差的那些。641对妖孽宣战之后才倒的，现在看641也没辣么差是不是？
1698462127# #巴菲特最近日子应该不太好过，重仓股苹果、雪佛龙、可口可乐都敌不过大势冲击，跌了不少。但是，这就是投资人的日常。
1697687934# #林耘丨为什么会关注中国象棋特级大师柳大华实名举报事件？
1699338285# #林耘丨调整不意外，后市A股如何演变关键看这两点！
1700532343# #别的不说，李佳琦们的横空出世，就是P&amp;G们的恶梦。宝妈们个个手捧小红书，也是。巴神的洞察力深合我意。
1698326561# #虽然三季度市场猛烈炒作券商股，但行业基本面看是恶化的。中信建投：第三季度净利润同比减少32.68%。
1698201780# #公墓发的2年期产品0.6X、3年期产品0.5X的一大堆儿，把渠道坑惨了。听说现在基金申购能超过1亿元的，就是坟头冒青烟要喝茅台庆祝一番的了。
1698711067# #隔夜美股反弹，但特斯拉逆市下跌4.79%，创下5月份以来新低。不意外。
1700660590# #如果不是最近3个交易日北证50爆拉了16%，大幅收窄亏损幅度，如此丑媳妇敢见公婆不？。。首批北交所主题基金明日解禁，两年平均收跌22.08%。
1698247284# #小鹏硬刚“遥遥领先”：有人负责吆喝，有人负责干活。“嘴强王者”BBKing都上了。
