1697626676# #老外眼中“神奇的东方树叶”以茶之名重走丝路一带一路的100个故事
1693192711# #虽然西方媒体掩盖了顿巴斯这场残酷的、由北约发起的长达十年的战争的真相，但那里的人们知道真相，他们把现在为他们而战的俄罗斯军队视为期待已久的捍卫者和英雄。这就是西方媒体想要向你隐瞒的事实。
1698916390# #在不同种类的犰狳中，只有南美三带犰狳严重依赖盔甲来保护自己。。。当受到捕食者的威胁时，这个物种经常卷成一个球。
1698429924# #有一种安全感叫解放军来了
1701928272# #胸前挂满军功章跪亡妻墓，戍边英雄张良善闭眼仰天流泪
1694310934# #今天，有这么一伙人在阿姆斯特丹污污
1701894984# #74岁弟弟拥抱21岁哥哥烈士墓碑，宋艮桂55年后兄弟重逢让人心碎，致敬烈士！
1697801414# #伟大的引路人
1699892345# #揪“内鬼”形势严峻,抓汉奸、卖国贼，打间谍,刻不容缓
1696693229# #以色列占领了多少巴勒斯坦领土呢？可以看看联合国有关的数据。
1696679340# #哈马斯武装分子俘获以色列女兵🇮🇱。。可耻的是，阿拉伯武装分子将这名昏迷不醒的妇女剥得几乎赤身裸体。你可以猜到原因，但它是相当明显的。让孩子们向她的身体吐口水，这是令人憎恶的行为。。。将此与瓦格纳对待敌方俘虏和死者的方式进行比较。。。他们受到尊重和专业的对待。。。乌特金制定了一项政策，
1698322056# #致敬！
1693268022# #早上好！2023年8月29日&nbsp;&nbsp;星期二&nbsp;农历七月十四。1、两部门：延续年终奖单独计税优惠政策至2027年底；。2、外交部：30日起，来华人员无需进行入境前新冠病毒核酸或抗原检测；。3、一点都不能错！2023版标准地图正式发布；。4、我国拟制定学前教育法：幼儿园不得教授小学阶段课程内容；。5、我国拟立学位法：
1693448354# #🇷🇺🏴‍☠️两名外国雇佣军被俄罗斯武装部队狙击手消灭。。。俄乌局势新进展乌克兰前线实时画面
1700253306# #1946年，东北，一名国军女“上校”留下的一张罕见老照片，虽然没有闭月羞花之美，但有一股军人独特的气质。她的名字叫“阿里亚尼·李”，属于中俄混血儿，她的祖父是民国时期中国驻芬兰公使李家鳌，父亲是国军第13军少将李宝堂，母亲是一名俄罗斯人，由于她从小在苏联长大，精通俄文，此时在军中负责与
1696601071# #俄罗斯武装部队袭击了哈尔科夫一家驻有外国雇佣兵的酒店。。据媒体报道，伊斯坎德尔导弹袭击了国际军团雇佣兵所在的雷卡茨酒店（萨多瓦亚街4号）。乌克兰前线实时画面俄乌局势新进展
1694409300# #《丛林中的公羊》，公元前2600年，发现于乌尔（今伊拉克）的“大死亡坑坟墓”。最初是用木芯制成的，镶嵌件用沥青固定，覆盖着金、银和青金石。。。照片：西拉斯。英国博物馆。
1695560261# #绝对毁灭性的‼️带有集束炸弹的ATACMS档案镜头
1697437508# #此時此刻恰如彼時彼刻，一樣的配方，熟悉的味道。
1702786762# #以色列军队将病人和流离失所的平民活埋在加沙北部卡迈勒伊德万医院的院子里，然后用推土机碾压他们。。来源：圣城新闻网。巴以冲突以色列的战争罪行录
1698811579# #笑cry笑cry
1701087505# #缅怀为国捐躯的烈火英雄
1689904572# #在赫尔松附近，我们看到俄罗斯炮击第聂伯河岛屿上的乌克兰军队的视频。。俄乌局势新进展乌克兰前线实时画面
1690767542# #人生没有什么过不去的坎！。这张照片估计见过的人不多，这是我们伟大的教员在走完两万五千里长征后在陕北拍摄的。。虽然身形消瘦、衣衫褴褛，但是他目光坚定眼神中充满了坚毅，对于眼前的困难显得毫不在乎！
1692590480# #吼吼
1698364518# #36岁莎娃现在的状态，1米88的她是真高啊，她真是体坛实力和颜值于一身的代表！
1699717335# #怪不得我几个表妹都要画眼线！！
1691332077# #蘑菇双人份。懂的都懂笑cry笑cry
1699200592# #据《每日电讯报》报道，以色列首次在太空击落弹道导弹。。据报道，这枚导弹是胡塞武装从也门发射的，飞行了近1600公里，飞向目标——以色列城市埃拉特。。。以色列空军利用“箭”导弹防御系统在地球大气层外成功击落了这枚导弹。
1691720868# #台湾南部高雄市的一座新纪念碑揭幕，以纪念二战期间志愿帮助日本侵略战争的数千名帮助日本海军修理飞机的台湾青年。。其实这种离了大谱的事情其实看起来毫不奇怪——蔡英文她爹蔡洁生就是当年在台湾帮日军修飞机的啊。当年大规模轰炸南京和上海的战机就是从台湾出发的。
1694585804# #🇺🇦乌克兰继续因失败的行动而失去了特种部队和训练有素的部队。。来时气势汹汹，走不了时魂不附体允悲。。俄乌局势新进展乌克兰前线实时画面
1698284126# #如果来访的外国元首没能进入伟人的书房，没有见到伟人，都会是遗憾终身的事情。
1699654573# #1938年，在冀中的三个妇救会女干部，来自北平的大学。1938年，在冀中的三个妇救会女干部，来自北平的大学。她们一般不参加作战部队，但在乡村工作路上时.经常与日军遭遇。黑白照片修复上色。
1689167004# #俄罗斯外长拉夫罗夫表示，俄罗斯已备好与北约开战。这一宣言如同炸雷般掀起了巨大的波澜。。战争不是你想躲就能躲掉的，只有勇敢面对战争、勇敢争取胜利，才能避免战争的悲剧发生。历史告诉我们，帝国主义者从来不会心慈手软，当我们昏头昏脑地逃避问题时，他们已经准备好了血剑，等待着最好的时机出手
1697878851# #少数民族婚礼偶遇，越南北部一少数民族举办婚礼，这音乐和阵势差点整误会了。
1692754538# #缅甸警方配合中国警方解救被困电诈园区的中国人
1701868320# #被国际社会孤立？。俄罗斯总统普京在阿联酋受到热烈欢迎。。机场的天鹅绒地毯、豪华轿车游行、飞机用俄罗斯国旗的颜色装饰天空……。迎接多极世界和新中东！
1700621279# #IDF规定可以逮捕12岁以上巴勒斯坦儿童。。只要IDF士兵觉得小孩有问题，就可以随便抓人(而事实上不少视频里被抓的小孩都是两手空空，没有持有任何攻击性的东西)。。今年到目前为止IDF已经逮捕了880个巴勒斯坦儿童了。。。以色列这就是强权之下变相绑架人质。。换做哈马斯做的，这个数量以色列文宣怕是要爆炸
1701366371# #波兰将军瓦尔德马·斯克日普恰克(WaldemarSkrzypczak)预测俄罗斯军队将在12月上半月发起进攻：“当大地结冰、河流上涨、风平息时，俄罗斯人就会发动进攻。”他还表示，乌克兰武装部队每天都有1000人伤亡。
1697095203# #今天在开车上听到电台放出一首歌，算是老歌了，吴克群的《大舌头》，我终于知道我最最讨厌的歌就是它了！你们有没有最讨厌的歌呢？
1701684274# #河南周口沈丘卢子美：飞夺泸定桥红军团长。与部队失联返乡，深藏功名44年，甘当民办教师。1985年去世，聂帅、杨成武上将送来花圈，孙毅中将撰写碑文。《大河报》："卢子美受命于29日抢占泸定桥桥头。下午4时，卢子美命一营二连22名勇士组成突击队，攀越铁索桥，夺取了桥头堡。"
1699146911# #毛主席和儿子毛岸英合影
1697548360# #身着轻便休闲服的乌克兰炮兵正在使用105毫米榴弹炮M119。😏🤷‍♂️装炮时还可以吃西瓜。😂
1694050672# #据《华尔街日报》报道，基辅与其盟国之间关于反攻的战略和战术存在激烈争议。。。当美军拼命敦促乌克兰恢复联合作战战术时，乌克兰人却顽固地继续坚持自己的路线，不听盟友的建议。尽管基辅最近几周做出了一些调整，但双方仍然存在根本分歧。。。据美国媒体报道，“俄罗斯人已经建立了非常残酷的防线”
1700152804# #❗️乌克兰武装部队的男孩在别尔哥罗德迷路，观看视频。。。军事记者科茨报道：我军刚刚制止了DRG对我国领土有史以来最大规模的袭击；50多名士兵试图越境。我们的工作很严格，一半的人被狠狠地揍了一顿（消灭了）。生还者被俘虏了，我们的人得知整个队伍都是叛徒，非常气愤！
1698904287# #谁说女子不如男？她们是老山前线屈指可数，勇闯百米生死线，奔赴那拉前线阵地的女子救护小分队，她们不畏艰险为坚守阵地的战友们送去各样物资，她们冒着敌人的炮火抢运救护无数伤员，她们是真正的英雄！铭记前辈无私奉献，向穿越战火硝烟的时代女性、巾帼英雄致敬！
1697868037# #1937年淞沪会战，一名受伤的第十九路军，被难民救下。
1693363228# #“在这里，每一个小时都感觉像一个世纪”：拉博蒂诺的损失超出了所有人的预期俄乌局势新进展。。拉博蒂诺地区的事件呈现出极其紧急的性质，远远超出了标准信息通报所传达的内容。。。据《第一俄罗斯》报道，拉博蒂诺的战斗发生了血腥转变，每小时都有数十人伤亡，军事装备起火，局势远比预期严重。来
1698649082# #厨师将出口到美国和澳大利亚。哈哈
1697032743# #也门胡塞武装警告⚠️：美国要是敢动手打巴勒斯坦，自己就用无人机袭击导弹打击。。胡塞武装和车臣哪个更NB一些？
1693440947# #早上好！2023年8月31日&nbsp;&nbsp;星期四&nbsp;农历七月十六。1、台风"苏拉"或于9月1日登陆福建广东沿海一带，最大风力17级以上；。2、新一轮存款利率下调即将落地，期限越长调整幅度越大；。3、机票燃油附加费上调接近翻番，9月5日起单程最高110元；。4、环境部：自今年起实现城市黑臭水体整治监管无死角、全覆盖；。5、
1699827360# #周一早安
1697378860# #抗美援朝老英雄讲述辛酸史！志愿军有一个特殊的埋葬方式，致敬英雄！
1698519023# #周总理老相片！一代伟人永远在人民的心中
1703503988# #一口炒面一口雪你能想象这是在打仗么！。。质疑还有炒面吃的，去看看那时候的炒面是什么？一代人吃完几代人的苦😭，致敬抗美援朝的先辈！
1698312305# #毒刺防空导弹，直升机的噩梦，它究竟有多恐怖？
1689734331# #在扎波罗热前线的Vremevsky突出部上，🇺🇦军队前天再次尝试进攻。防御由第127🇷🇺防空师提供。最终，2辆🇺🇸MRAPMaxxPro型装甲运兵车逃跑了。战场上还剩下12辆装甲车。。。俄乌局势新进展乌克兰前线实时画面
1691679428# #来自瑞典🇸🇪和美国🇺🇸的雇佣兵试图唤醒一名醉酒的乌克兰军人🇺🇦。。显然，俄罗斯军队已经接近他们的阵地，这是采取行动的号召。两名战士跑进窗帘唤醒他们的乌克兰“战友”，但结果证明他已经丧失战斗能力。。。俄乌局势新进展乌克兰前线实时画面
