1696511607# #世界贸易组织：将2023年商品贸易增长预测下调至0.8%（之前为1.7%），将2024年商品贸易增长预测上调至3.3%（之前为3.2%）。
1702789461# #昨晚看了一大半俞敏洪董宇辉的直播，然后看不下去就退出来了，去忙自己的事，看自己的书，让别人去说吧。。。这几天刷到非常多前东方的老师吐槽新东方的管理文化的视频。无一例外，每个老师嘴皮子都很利索，绝对是厉害的老师，也无一例外，都对新东方和旗下甄选痛批得体无完肤，重点批的是中层管理层，教
1695463469# #看得好难过，受刺激了，不能盲目结婚允悲
1692420252# #致鹿晗的粉丝，我可不是黑鹿晗。实际上，跟其他几个顶流比起来，鹿晗直接公开恋情，别人都争抢年会舞台的时候，他涮火锅，我觉得他算活明白了，知道挣钱无尽头的，只为活出自己，是个爷们儿，我敬他！
1701512951# #中金给出的2024年市场主线
1690341443# #上午走势是在缓冲昨天，属正常，目前是短线技术派发光发热的时机，进可攻退可守。操作空间会比之前增加一些。
1698739844# #分享图片
1704015758# #现在钱的单位都这么牛逼了啊，一个小目标已经成为过去式
1698889452# #近年来，总是有一种声音，说经济很差，赚钱很难。说的大抵如此。但也有另一种声音令我震撼。昨晚，从一位买书也想买我基金的粉丝那里，我又得到了不一样的讯息。他是某大型互联网平台的运营主管，手下管着十几个人，每天晚上十一点半下班。公司并不没有强制要求这一点，但由于业务太多了，手下的员工，
1697099295# #今天加了点军工，老情人，跟华为有业务往来，但就是很保密，不细说。
1700717033# #这么牛逼的一个数字啊。。。记住了
1702629556# #发现没，现在大家不愿也不敢提价值投资了，价值投资再死一次…
1693009650# #散户亏钱第一杀手锏——这次不一样允悲
1690768962# #请问还要我咋提示风险，昨天提示风险我都挨批了，你要我怎样才好
1688556944# #东方甄选为啥要自己做app？我觉得这是昏招！之前有爽子想这么干，出师未捷身先死！
1697122290# #汇金买入四大行太少？其实这里面大有深意！看懂的话，未来你一定会走在行情前面吃大肉！
1700651460# #19:10:21【央行等四部门：大力支持实施创新驱动发展战略把更多金融资源用于促进科技创新】财联社11月22日电，中国人民银行、科技部、金融监管总局、中国证监会联合召开科技金融工作交流推进会。会议指出，金融管理部门、科技部门和金融机构要大力支持实施创新驱动发展战略，把更多金融资源用于促进科
1688265995# #消失的她这部电影咋样？到处都在刷，忍不住想看了！
1692876232# #刚才我还在想，花三年折腾出一本书，卖个几千、万吧本就不错了，确实不容易。一本书就几个点版税。若是做网红直播带货，坑位费就不说了，商品利润能有二十个点差，就拿别人的商品，一晚上就完成任务卖个一万单了。相比起来，没点情怀的确实做不了自己喜欢的、耗时耗心力而又不赚钱的事！
1690941481# #握手握手握手
1692970926# #是的，很多股在净资产以下都会回归，可是人性永远绕不过自己
1694847665# #我们A股从小孩到成年再到而立，的确有做得不好的地方，但我们股市经营的时间太短，这就是成长的代价。现在到了重大转型期，危机危机，危总是伴随着机遇，时不我待了，只要知耻而后勇，稳准狠的做法亮剑成功，就一定能迷途知返，否极泰来！现在给洋人笑话吧，很快他们自己面对烂摊子的时候就笑不出来了
1702907070# #想诚恳地问大家，你认为最近会跌破2900点吗？投个票！看数据会不会一边倒？！
1698745217# #有朋友推荐我戴蓝光眼镜，我想问问这方面很懂的朋友，蓝光眼镜对我干眼有用？
1701876511# #我的牛市论详解——。。一年前就画好了这个季线图，很多人喜欢抨击牛市迟迟不来，其实是没意识到去年大盘破2900的时候，已经构成了低点，后市进度可快可慢，但依然是在图形之中的，也就是有效的。之所以目前选择最极端的走法，就是在排挤纯粹的技术派和完全不信技术的人，总之就是要磨到最后，出其不意。
1694245949# #深圳成为令全球创新人才最为向往的理想之城！但愿如此！
1688479612# #今日收评：我持仓向好！向好！多说无益，干馋嘴
1701914253# #没想到真敢连着跌，不给人希望，呵呵，十足的套路，笃定前行！嘻嘻之前直播提醒大家这种可能性，也说了我希望这么走，就是愿让暴风雨彻彻底底，痛改前非！嘻嘻妥了，还是那句话，不怕五连阴，就怕五连阳！
1695818201# #股市行情
1691988015# #反弹不是底，是底不反弹，老股民会明白里面的含义的！
1699065880# #我竟无言以对！允悲另外，通过买书，也可以看到众生相，其实蛮有意思的嘻嘻
1701877341# #既然市场已经做出了选择，那我愿意相信还会突然给予最后一击。但这并不重要，不影响最后的结果，所以我只需要按部就班，不必为此特意作出任何改变！表明了态度，清爽，晚安吧！
1702961916# #说出了心声，我在那上面买过几次书，都不理想，确实便宜也确实是粗制滥造！
1698027052# #3000点是套不死人的，如果你觉得会，那你进入这个股市根本就没有意义，等同于自残！
1690780838# #有些反转股搞盘中洗盘，同时面对指数回落，大部分人估计扛不住，只有有信念在心中才能抵御魔障！
1699924949# #突然感觉市场情绪回暖很快呀，虽然前天投票结果不理想，但是投票热情度还是有所修复。。。另外，有人建议每天写一下我的仓位，市场可操作系数。我不是不想，而是不能，因为彼此操作模式不同，我的仓位管理严格一些，买卖也严谨一些。如果我直接告诉一个结果，很多人摸象，反而有害。所以，大家的仓位应该
1688542219# #一是买入时机，买在大部分人都亏钱的时候，由于股市是相对论，一定会从大部分人亏钱走向大部分人赚钱，
1703483224# #大金融似乎故意压着盘，摸底测试正当时ing。崩盘是不可能崩的，但可以把大家心理防线给搞崩盘了
1699402127# #新浪财经：中国连续12个月增持黄金，什么信号？。。11月7日，国家外汇管理局发布最新数据显示，截至2023年10月末，中国外汇储备规模为31012亿美元，较9月底下降138亿美元，环比降幅为0.44%。。。外汇局表示，2023年10月，受主要经济体货币政策预期、宏观经济数据、地缘政治等因素影响，美元指数上涨，全球
1694152635# #窘！超700股“零成交”、近千股成交不足1万港元！港股流动性“极寒”待解…。。来源：证券时报2023-09-08。。9月7日收盘，恒指跌幅1.34%，报18202.07点，成交额868.46亿港元，8月以来恒指已经多个交易日成交额低于1000亿港元。Wind统计数据显示，当天，超700只个股零成交。关于港股流动性问题，也引起香港
1691584404# #今天药明不跌反涨，股票就是这么神奇的，所以我们不要以为会怎么样，就一定要怎么样，做个脱离了理性的开明的投资者！
1694763501# #有人问我，五十多万粉，怎么一条微博才那么二三十个评论。着实让人想不通。。。我也想不通。郭富城牛逼了吧，千万级粉丝，一条微博评论一百多个，你又咋想？。。说明啊，流量归流量，粉丝归粉丝，看客虽众，真正欣赏你喜欢你的人有限。在这些人里，又分两类，一类摇旗呐喊，一类默默注视。我是如何关注到默
1697591125# #哈哈，苏总可以先读第九章和第十章，看看我眼中的价值投资是什么？我解剖得很详细，还有我眼中的复利之形成，反复利之危害，都是独特的视角。作揖作揖作揖
1692682016# #今天杀伤力比昨天强！一强看破三千点的就会很多，然后年初的故事就在演一遍。啥故事，破2900以后，都看2600！
1688789612# #耶奶奶说：“我需要让中国官员相信，美国以国家安全名义阻止中国获得半导体等敏感技术的一系列措施并不是为了损害中国经济。”。。我信了你的鬼👻👻👻
1691392666# #医疗股开盘就蹿稀，然后全天低位横着，这样走挺好的。可有效打低买入成本。低位上下跌多放点量你们也别教条主义，觉得就一定是坏事，借着恐慌提高持股集中度，想来也是极好的。估值都很低了，投资性价比凸显，大家的长线资金可以放心大胆地进来。别看指数，也别考虑这指标那指标，最好的技术就是理性加
1694585733# #每次我对拉黑这件事起心动念的时候，行情也就调整得八九不离十了。神准指标，没有之一！
1691132951# #今天按昨晚收评思路进行得不错，就是今天没挣着。想着本周还算是不错的，总算是喝上汤了，期待下周继续奋战吧。今天指数冲高回落，缺口是越攒越多，还是劝各位莫激进，老老实实像我一样控制下仓位。今天减了一成，但又进了0.5成，总体完成了调仓，还总体减了些，感觉不错，下周我就很好搞了！
1690522681# #券商股七八个涨停板了，这才是新牛市新气象。预示着未来的好日子。就一句，今天券商股最骚，最骚包！不过我喜欢哈哈（目前只持有一只券商股）
