1703755378# #繁花。玲子收阿宝天价饭钱真相终于找到了！汪小姐成最大牺牲品
1701523890# #尹正自卑是男人最好的医美《瞒天过海》的北京首映礼上，有观众提到明浩这个角色受了委屈，尹正对此回应称：自卑是男人最好的医美。这一观点不能说没有道理，但也不能盲目推崇。。。虽然自信是一种重要的品质，但过度自卑会给自己和身边的人带来很多负面影响。尤其是当自卑的人爱上一个人时，他们可能
1701855266# #《一念关山》。不要小看男人，男人的八卦心也是很重的允悲允悲允悲
1704161718# #神隐大结局阿羽黑化成最大反派，嫉妒元启入赘凤隐只是其一
1703033622# #《一念关山》。如意打戏太燃了这才是双A打戏的正确打开方式……真的好帅好帅啊我好爱诗诗姐色色
1702130671# #《云之羽》。寒鸭肆在生命的尽头终于站在了光明的这一边，云为衫就是寒鸦妈妈的软肋&nbsp;！
1703168588# #《海洋之城》。本以为是一场意外，结果得到的却是爱情，下次记得叫我
1701959456# #《一念关山》。一念关山第二十集中。如意就是口是心非，还是很在意她的鹫儿的。金媚娘和于十三也挻配的像一对欢喜冤家笑cry笑cry
1702254785# #《鸣龙少年》。鸣龙少年第一集预告！男主是张若昀，你们期待吗？？？？
1704205754# #《三大队》。王大勇背后势力曝光，难怪能假死瞒天过海，程兵气红双眼
1703256669# #郑晓龙甄嬛传完整版在准备了。求一双没看过甄嬛传的眼睛，我要再刷一遍
1703430095# #《一念关山》。李同光抱孩子的时候简直是父爱泛滥，对孩子小心翼翼，这是他幻想过无数次的场景，鹫儿终其一生追逐的最终没有得到
1702220048# #《一念关山》。如意姐刺杀现任朱衣卫左使，替鹫儿报仇…..
1701614271# #《再见李可乐》。在人类眼中，狗狗是家庭的一份子，而在狗狗眼中，主人就是它的全世界&nbsp;，可乐就是小七，对不对？
1704032144# #《三大队》王大勇被抓，历经十三年。正义终将战胜邪恶
1704073765# #繁花《繁花》8黄河路路霸打响第一场精彩绝伦的商战，至真园三个月倒闭成必然？李李能否力缆狂澜，阿宝又将使出何等神通，剧情紧凑精彩，动作行云流水看的令人大呼过瘾
1702221091# #《一念关山》。宁远舟无条件信任任如意，深夜送点心暖心安慰！你俩咋这么好磕哇哇哇
1704124452# #繁花宝总不和绿茶做生意，爷叔教汪小姐写检查。&nbsp;
1703484510# #《鸣龙少年》。鸣龙少年第十六集中，李燃和雨杉的cp真的真的太好磕了笑cry笑cry
1702600240# #《一念关山》。宁远舟：从没这么无语过，于十三这个朋友真的不能交，搞笑担当于十三
1702258501# #《鸣龙少年》。鸣龙少年第二集中，画面太有烟火气了，忍不住去搜在哪里拍摄的这样接地气的场景。。。当初看鸣龙少年的简介，感觉和之前的大多数高三剧有些类似，但是看了两集后，完全没了这种感觉，虽然剧情大致如此发展，可是故事内容完全不一样。值得期待😚
1702654532# #《一念关山》。：宁远舟5岁女儿现身，曝出宁远舟逆天秘密，任如意彻底崩溃
1703811240# #我知道我爱你。我就是想把你偷走，男主男二的爱与不爱太明显了，最渣不过明明不爱还不肯分手
1701407331# #一念关山师徒线。健康的恋爱固然重要，但禁忌疯批恋实在太带感，任如意和她的两个徒弟都好好嗑，快来追新剧一念关山
1702696983# #《一念关山》。任如意强吻宁远舟，结果却让大家失望了。
1703778985# #鸣龙少年李燃机器人比赛赢了，全班为他欢呼，而沈耀只不过是退步，同学都指责他，但是他的救赎是谁啊
1703459979# #《三大队》。黑老大慌不择路逃进房客房间里，没想到，房客大有来头！一顿操作，直接把坏人和警察都惊呆了😂
1702524084# #1人泄露周海媚病历被行拘。周海媚抢救电子病历流传网络，遭到网友的愤怒。目前警方已经找到涉及泄露病历者。。一名是医院的职工，一名是该职工的朋友。涉事员工已经停止执业。等待警方进一步调查。涉及周海媚病历泄密，已经涉及违法。
1702688825# #《与恶魔有约》。恶魔男主实在是太可爱了！“郑九元”名字的由来没想到这么随意哈哈哈，大包小包搬来跟老婆住，结果被赶出家门，真是可怜又可爱！！&nbsp;
1703831491# #神隐化姝一句话暴露，让古晋瞬间明白：凤隐才是千年前救命恩人
1704239982# #繁花看到汪小姐回归金花第一反应！才懂阿宝破产入狱并非偶然
1703557243# #《三大队》。三大队第十集下，他们两个也太明目张胆了吧！
1703258176# #《鸣龙少年》。桑老师用独特的方式治愈了雷鸣的心理疾病，致想不相信11班能考上青北，要更改项目，11班立下目标，最后李燃高考677分，程雨杉705分！
1701475821# #小满生活第二十二集预告：吴总即将升迁他推荐何嘉如继任。吴总告诉何嘉如公司参与的集资房。分公司负责人每个人可以分到一个名额。地段不错，附近的划片学校很好。何嘉如动心了。她告诉叶逸凡这个好消息。叶逸凡喜上眉梢。吕静得知此事退出了《毒物江湖》。新开了一个几乎—模一样的项目《本草武林》。何嘉如为
1703255945# #《一念关山》。大结局：除了男女主儿女双全，六小分队全be
1703810154# #繁花。商界大佬✖️美艳老板，明知她想利用自己叱咤上海滩，却还是默默助她成名
1702559926# #《一念关山》。李同光终于开心了一回，被师傅关心啊色色开心的像个小孩
1702733490# #陈飞宇我承认昨天太大声了。陈凯歌儿子大家都认识吧！哇哇
1702135945# #《与恶魔有约》。新婚夫妻同居初夜|-不睡的话要做什么？-当然是…
1703176529# #《一念关山》。“他可正是意气风发的年纪啊！就像小鲁班一样，背一个箱子，哈哈哈，太可爱了”可惜，终究活不过二十！
1704214616# #繁花庆幸阿宝这个角色是胡歌来演，不然王家卫的烧操作谁受得了
1694832754# #《云之羽》，说起来无锋也挺失败了。。精心培养刺客十多年，精挑细选选了两个女刺客，云为衫和上官浅。。结果，她们都叛变了。。说是叛变，都有点不合适，她们压根就跟无锋不是一条线。。无锋，是怎么做到让江湖胆颤的。。自己的人，都管不好。。这算识人不明吗？肯定算的，这都快
1702048077# #肖战红海肖战这场红海现在还是给内娱的震动啊。也是他和粉丝广阔道路的开始
1703553297# #《一念关山》。是谁还在回味飞天单手抱是我是我
1703341165# #《三大队》。秦队把所有的责任都奉献给了国家和社会，家人和女儿的不理解，我要是秦队这个不理解自己亲生父亲的女儿不要也罢。
1702601541# #《三个少年》。第二季第六期【2】
1702694145# #《一念关山》。细节就是，朱衣卫出身的如意会根据不同的状况换装，需要她柔弱的时候，她就穿得可怜一点，需要她战斗的时候，她就穿得狠一点，她一定在朱衣卫吃了很多苦才能做到这样
1703036320# #《一念关山》。玻璃渣中找糖吃宁远舟和如意幸福在一起了我不管这才就是我心中的结局
1701562616# #《一念关山》。师徒虐恋爱而不得，师徒见面求师傅不要走，卑微小狗强制爱，被如意扇了耳光，和宁远舟抢师傅，被打倒在地，遭到自己人暗算，没想到被宁头救下，终于对师傅释怀，带公主回到安国，公主身份暴露，两人身份对立，结局：两人注定be
1703258120# #《鸣龙少年》。现在的愧疚弥补了童年的亏欠吗？？
1702171996# #《一念关山》。朱殷不愧是如意亲自考察一年为李同光挑选的亲随，会在关键时刻劝诫李同光，讲出厉害又给出希望
1704161802# #繁花狠狠嗑到了，知道他有危险，立马买车去救他，自己发生车祸顾不上管，只想知道他没事儿……他对她极其上心，看不得她受一点委屈
1703376691# #《与恶魔有约》。我不会独活恶魔以凡人之躯闯入火海，救下老婆，印记也回来了
1696760699# #张韶涵的造型师一定很爱她吧！每天给她做好多好看的衣服，把她打扮的像仙女、像精灵，只要听到她那天籁之音和看到舞台中央耀眼的她
1702831749# #《一念关山》。一念关山第三十三集中，李同光：艾玛这小东西太疯了……
1702090546# #《一念关山》。女主撒娇装柔弱，最后霸气反杀，太飒了，还是不装的好！为了刘诗诗看了这部剧，真的好看
1703845624# #神隐古晋为救阿音竟沦为剑灵，父神白玦终于现身，结局太圆满
1701692274# #《一念关山》。李同光任如意大婚，宁远舟现身霸道抢妻，这场面太爽了
1701479715# #刘诗诗战损破碎感。谁懂刘诗诗这段哭戏的杀伤力😭刘诗诗战损破碎感，孤狼战狼刘诗诗，刘诗诗一念关山苦涩
1703994957# #鸣龙少年雷鸣的爱太拿的出手了，背负巨额债务却圆了桑夏的梦
1701864503# #《一念关山》。宁远舟大战身死，杨盈黑化称女帝，李同光遭到埋伏，黑化迎娶如意，与如意圆方，十三双目失明，结局：如意为娘娘复仇成功，生子归隐山林
1703393759# #《一念关山》。如意身受重伤，宁远舟舍命相救，哪怕以后再也见不到她，也希望她安乐如意的活着
1703949520# #《一念关山》。元禄送信，信送到了，他也累死了，元禄最终表白公主，躺在公主怀里离世！
1703993322# #繁花感觉好替汪小姐不值！阿宝随手可以为李李一掷千金，也可以经常心甘情愿被玲子坑！但只有汪小姐把所有的工资都买下他送的礼物了，好不容易买一辆车，也为救他报废了，她都不舍得丢！还被心机同事举报！
1703902883# #王牌对王牌王牌对王牌第八季20231229期第八季第十期9，演技太牛了老戏骨亲亲演的真好，好像真的在看剧赞赞赞赞赞
1702476370# #《花儿与少年》。花儿与少年丝路季第八期5，女孩子是世界上最可爱的，不接受反驳哇哇
1702992063# #《典籍里的中国》。当撒贝宁带着先辈们看到这个盛世的科技力量和美好生活时，他们的内心深处都有一种说不出的澎湃和欣慰
1703728533# #神隐。凤染复活景涧回归神界，凤隐继任天帝，联姻鸿奕共治三界
1701736553# #《一念关山》。同光没有认出师傅，只是把她当替身，也要得到她，当她看见女主和男主在一起了，秒变疯批要除掉男主，女主用自己的血救男主！
1703667224# #《鸣龙少年》。少了雷鸣的十一班不再是完整的十一班！你们觉得呢？
1702625439# #《一念关山》。疯批小狼狗李同光，多情浪子于十三，乱吃飞醋宁远舟你pick哪一款！
1702880298# #《与恶魔有约》。男女主营业完之后，男二问女主为什么不选他，男主过去拉手叫亲爱的，直接挑衅起男二，男二脸都绿了。甜甜的婚后生活开启了🥳🥳🥳怪不得韩剧质量这么高
1703165198# #《脱轨》。女主哭戏真的好有感染力，我看了，只有一个感想，男主在知道她不是真的江晓媛时……太疯批了
1701445470# #刘宇宁荧幕初吻。刘诗诗刘宇宁主演的《一念关山》哥真炸阿，上来就马背吻。是谁羡慕了我不说…….
1702085814# #《一念关山》。完蛋！怎么感觉有点好磕啊！多向救赎，不过任如意好飒呀送花花送花花
1702948830# #《一念关山》。看这一集的时候快哭死了大哭大哭大哭恨死二皇子了，带走了这么多人，更难过李同光懂事的为啥那么晚，为什么非得要用一个个血的教训才能成长！
1703223785# #一念关山一念棺山？。李同光带着他的前任和现任：上不完上不完根本上不完&nbsp;&nbsp;
