1689849603# #預㊗️成毅錄製《你好，星期六》平安順利。@成毅
1703345570# #我推荐为2023微博网友喜爱人物，希望TA继续站在热爱的世界里闪闪发光！一起来微博之夜推荐你喜爱的TA吧，参与集卡互动还有机会得盛典门票去见TA哦！戳&gt;&gt;
1693007393# #有成毅在的Hi6，必定充满欢乐，淇淇太可爱了💗ohmy哈基米不要，不要太可愛啦憧憬愛慘我了。哥哥其實是會跳舞的再多給他時間適應現代舞蹈，保證迷亖你啊偷笑
1700149005# #成毅莲花楼cy成毅李莲花李相夷。。我们追随的不是艺人、不是演员，是成毅本淇。我们守护的，是一个为实现梦想，绝不放弃、绝不妥协、坚守底线的逐梦少年。哇。。成毅南风知我意｜傅云深｜狐妖小红娘王权篇｜王权富贵｜莲花楼｜李莲花｜李相夷
1695537789# #我投给了“《莲花楼》”~
1694568111# #傅云深，真的深得我心🩷cy成毅傅云深
1692455186# #最开心看到成毅直播了❤️@成毅
1703293691# #这有前世今生的概念，博主好厉害打call
1690272264# #我投给了“李莲花6集也不够看成毅cy莲花楼@成毅”~
1696729748# #本周我完成了连续7天铁粉打卡，与的铁粉值额外增加1分！心
1700028363# #微博视界大会微光闪耀，热爱前行。我正在微光荣耀入围影视角色为李莲花/李相夷荣耀推荐！为喜爱角色送出微光，助力TA的荣耀时刻~。。成毅莲花楼cy成毅李莲花李相夷。成毅莲花楼|李莲花|李相夷｜狐妖小红娘王权篇｜王权富贵🍀
1699228676# #成毅超话11月10日晚19:30！我们不见不散赢牛奶赢牛奶赢牛奶
1695701497# #恭喜成毅，恭喜傅云深打call@成毅
1691985947# #我投给了“成毅”~天選李莲花，李相夷天下第一
1690733232# #寻艺超话为优秀演员成毅签到
1693704054# #成毅莲花楼cy成毅李莲花李相夷。。时光如水，匆匆滑落，释怀昨天，拥抱今天，眼前的一切都是最好的风景，无论风雨，无论花开，当下的拥有就是，今生最幸福最年轻的画面。早安🩷成毅🩷。。成毅莲花楼|李莲花|李相夷|南风知我意|傅云深。。cr图源见水印
1700216612# #微博视界大会奔赴热爱，荣耀前行。我正在微光荣耀入围作品中推荐莲花楼！一起来推荐你心中的微光荣耀吧。成毅莲花楼cy成毅李莲花李相夷。成毅莲花楼|李莲花|李相夷｜狐妖小红娘王权篇｜王权富贵
1695642265# #粉丝认证号超话为优秀演员成毅签到
1692259310# #心盼归期...我相信李莲花一定能长命百岁❤️cy成毅李莲花李相夷
1702989160# #成毅，能认识如此优秀、努力、三观正的你，是我的荣幸。愿你在演员的道路上越来越好。@成毅
1704102397# #微博网友喜爱人物成毅和成毅点亮微博之夜cy成毅
1701910694# #全都好喜欢，我爱看，成毅哈基米怎么拍都好帅哇
1704468750# #成毅狐妖小红娘王权篇cy成毅王权富贵。。成毅：或许曾经每一个人，有热血，做着大侠，怀揣着天下第一，但是我想和你们说的是，无论成功与否，当潮水退去之后，我希望你们心中，都有一株属于自己的莲花。。。成毅｜狐妖小红娘王权篇｜王权富贵｜莲花楼｜李莲花｜李相夷
1694142764# #粉丝认证号超话为优秀演员成毅签到
1689955478# #好可爱的成毅😆
1689126374# #已完成，謝謝🥰
1692710551# #成毅的人世太匆忙好好听啊！这首我好喜欢！❤️cy成毅李莲花李相夷
1691146127# #大家一起守护成毅的莲花楼，唯一的李莲花💕成毅cy莲花楼
1693977580# #成毅每次去Hi6都給大家帶来充满欢乐的回憶🩷成毅超话李相夷不是天下第一吗？当然不能……缺席好六武林大会啦开学季！今晚19:30一起来检验心法修炼成果奋斗
1704324904# #㊗️成毅哥哥，王权富贵开机大吉打call和成毅点亮微博之夜cy成毅
1698200186# #支持代言人成毅哇支持玫珂菲打call打call打call
1703906846# #恭喜成毅“李莲花/李相夷”，成为2023年猫眼热度最高武侠剧角色🏆心@成毅和成毅一起定格2023
1693277445# #成毅太优秀了，非常珍貴的拍攝花絮必須珍藏，謝謝微光老师的剪輯，我超喜欢🥰🥰🥰
1695400408# #我投给了“李莲花成毅莲花楼cy成毅李莲花李相夷@成毅”~
1703515925# #我投给了“《莲花楼》成毅曾舜晞”~
1703643423# #微博跨年狂欢节可以预约成毅了！还可以冲跨年晚会现场门票！快来和我一起冲！预约2024，让更好发生~~~
1699848164# #微博视界大会角色闪耀，微光同行。我正在微光荣耀入围影视角色为李莲花/李相夷荣耀推荐！来和我一起参与荣耀推荐吧，助力喜爱的影视角色绽放。。成毅莲花楼cy成毅李莲花李相夷。成毅莲花楼|李莲花|李相夷｜狐妖小红娘王权篇｜王权富贵打call
1703163416# #我获得了微博之夜美好卡，偷偷告诉你每周集卡数TOP30必得盛典门票，期待能亲临现场见到我喜爱的TA！一起参与吧！2024纯真真好
1699750579# #本周我完成了连续7天铁粉打卡，与的铁粉值额外增加1分！哇哇哇
1695600072# #太帅了，不論到哪都是最閃耀的💗@成毅成毅巴黎时装周
1688679713# #电视剧南风知我意超话。我成为电视剧南风知我意超话超FUN啦给你小心心发帖纪念一下~
1693175567# #寻艺签到超话为优秀演员成毅签到
1699512772# #微博视界大会为热爱奔赴，我正在微光荣耀入围作品中推荐莲花楼！来参与推荐，共同见证它的荣耀时刻吧！莲花楼
1701214328# #我投给了“成毅莲花楼cy成毅李莲花李相夷李莲花@成毅”~
1694315180# #电视剧迷局破之深潜超话成毅迷局破之深潜cy成毅云弘深。为成毅签到，期待迷局破之深潜云弘深❤️
1702557202# #成毅太可愛了允悲感謝博主分享可爱
1692483410# #艺人新媒体指数超话为优秀演员成毅签到
1692401211# #电视剧南风知我意超话。早上好🌞傅总。为成毅签到，期待南风知我意傅云深❤️
1691681185# #淇淇：咱們不著急，我們可以慢慢等，您先养好腰伤！来日方长，不急心舞蹈在准备中笑cry
1698123621# #恭喜成毅、恭喜傅云深🎉再次荣登榜首🥇
1701311251# #我投给了“成毅期待未来的更多角色！@成毅”~
1703985602# #本周我完成了连续7天铁粉打卡，与的铁粉值额外增加1分！心心心
1695301135# #粉丝认证号超话为优秀演员成毅签到
1699843514# #白马王子成毅好帅啊哇哇哇
1698115407# #双11大家和帅气代言人@成毅“撑个场面”，一起用佰草集护肤心
1701572284# #期待成毅哇
1697673898# #恭喜成毅老师，饰演的“傅云深”成为《南风知我意》热度最高角色🥇《南风知我意》完美收官心@成毅成毅南风知我意
1690645718# #希望李莲花能好好善待自己李莲花今晚掉马李相夷不回来了
1701420212# #我们的淇淇好萌好可爱哇哇哇
1691424577# #艺人新媒体指数超话为优秀演员成毅签到
1690027570# #莲花楼定档7月23日红衣束发携剑来，剑意飒沓平恨事。这个暑假，跟小珂一起来看李莲花探案！转发本条微博，7月24日随机抽取三位粉丝送爱奇艺会员月卡～陪小珂一起畅快追剧！
1700979868# #本周我完成了连续7天铁粉打卡，与的铁粉值额外增加1分！哇哇哇
1704330648# #我在电视剧狐妖小红娘王权篇超话连续签到30天，获得了“签地自萌”头衔，发帖纪念打call成毅狐妖小红娘王权篇cy成毅王权富贵cy和成毅点亮微博之夜
1695016692# #电视剧迷局破之深潜超话⭐⭐⭐⭐⭐。为优秀演員成毅签到✅。期待迷局破之深潜，希望早日看到云弘深帅气登場💗
1703246963# #我正在微博跨年狂欢节预约成毅，可以冲跨年晚会现场门票！快来和我一起参与吧！
1693002021# #电视剧英雄志超话早安🌞卢云。为成毅签到，期待明年英雄志卢云❤️
1703660571# #微博跨年狂欢节可以预约成毅了！还可以冲跨年晚会现场门票！快来和我一起冲！预约2024，让更好发生~！
1704269545# #我的成毅哥哥太可爱了允悲允悲允悲(感謝博主分享可爱)
1689941669# #晚上好🥰成毅你的笑容好甜❤️
1690100256# #哇，莲花楼ost好听👍
1693970543# #寻艺超话为优秀演员成毅签到
1703555809# #锦鲤附体，我获得了微博之夜纯粹卡等3张，再努努力就能亲临现场见到我喜爱的TA了！每周集卡数TOP30必得盛典门票，一起参与吧！2024纯真真好
1702966233# #成毅成毅，能认识如此优秀、努力、三观正的你，是我的荣幸。愿你在演员的道路上越来越好。
1697789215# #我投给了“成毅”~
1704596999# #我投给了“微博之夜加速器cy成毅天涯”~整天都是梦中的梦中、梦中人的梦中允悲允悲允悲
1704039134# #2024和哥哥毅起越来越好呀！哇哇哇和成毅点亮微博之夜成毅2024万事顺毅
1703169437# #我正在微博跨年狂欢节预约2024跨年嘉宾，还有机会赢跨年晚会现场门票！快来和我一起参与吧~~~
1694489668# #寻艺超话为优秀演员成毅签到
1704378715# #我推荐为2023微博网友喜爱人物，与光影共绚烂，与赤诚赴热爱，期待TA盛装赴约！驾驭高能时刻来微博之夜推荐你心中的微博网友喜爱人物，参与集卡互动还能有机会得盛典门票去见TA哦！戳&gt;&gt;
1693807704# #谢谢分享~跟現在比淇淇簡直越活越年輕，越变越帅气🩷@成毅
1690507663# #早安，成毅，紅綢舞劍實在太帅了成毅莲花楼👍👍👍
1703421406# #謝謝成毅的祝福哇平安夜快乐可爱
1691598243# #恭喜恭喜作揖莲花楼值得，成毅值得❤️这部剧真的太好看了👍成毅莲花楼cy成毅李莲花李相夷
1692146862# #成毅獨有的人格特質和充滿正能量的人生態度，深深吸引我，是值的敬佩的好演員❤️@成毅
1690034010# #成毅莲花楼cy成毅李莲花李相夷。。7月23日晚上20：00大家一起恭迎門主李相夷和樓主李莲花的到來，不見不散。。。成毅莲花楼|李莲花|李相夷|南风知我意|傅云深
1702791018# #本周我完成了连续7天铁粉打卡，与的铁粉值额外增加1分！心心心
1699885271# #我投给了“成毅”~
1697254902# #上午好哇成毅李莲花，莲花楼有很多正能量語錄作揖
1703225705# #我投给了“《南风知我意》成毅”~
1697672258# #我投给了“傅云深成毅南风知我意cy成毅傅云深@成毅”~
1694697439# #电视剧迷局破之深潜超话⭐⭐⭐⭐⭐。为成毅签到，期待迷局破之深潜，你只弟傅云深都出現了，何時換云弘深登場❤️
1699232075# #我投给了“李莲花成毅莲花楼cy成毅李莲花李相夷@成毅”~
1699177322# #期待成毅哇哇哇
1704164860# #我投给了“成毅狐妖小红娘王权篇cy成毅王权富贵@成毅”~
1697512618# #南风承载满满爱意与祝福，愿你一直平安顺遂~心cy成毅傅云深
1695507732# #我投给了“黑衣闪亮登场成毅南风知我意cy成毅傅云深@成毅”~
1701744842# #成毅微博视界大会cy成毅。今天非常兴奋，下午成毅即將帶著4部作品七个角色，有正剧、武俠、仙俠、現偶，不同題材各各令人惊豔，来出席微博视界大会，大家一起在线上陪著成毅見証榮耀的那一刻🏆👏👏👏。。感謝成毅老师帶給大家这么多部优秀的作品哇。。期待成毅
1703676640# #我正在微博跨年狂欢节预约成毅，还有机会赢跨年晚会现场门票！快来和我一起参与吧~预约2024，让更好发生！。
1693612959# #寻艺超话为优秀演员成毅签到
1691598938# #寻艺超话为优秀演员成毅签到
1704541833# #成毅超话微博之夜加速器成毅：我作为一个演员，就是要潜心演好每一个角色。。成毅狐妖小红娘王权篇cy成毅王权富贵
1703986252# #我投给了“成毅湖南卫视跨年晚会cy成毅成毅@成毅”~
1698557340# #本周我完成了连续7天铁粉打卡，与的铁粉值额外增加1分！心心心
1702982166# #我投给了“成毅”~
1704034620# #跟成毅哥哥一起迎向更美好的2024心成毅湖南卫视跨年晚会
1694189871# #我投给了“少年天才成毅莲花楼cy成毅李莲花李相夷@成毅”~
1703218367# #我投给了“成毅莲花楼cy成毅李莲花李相夷李相夷@成毅”~
1695343643# #我投给了“南风知我意成毅cy成毅南风知我意@成毅”~
1692702617# #我投给了“成毅玄夜”~👍👍👍
1690717567# #非常期待明晚和最帥代言人@成毅不见不散❤️
1691857884# #vlinkage超话为优秀演员成毅签到。成毅莲花楼
1695342750# #我觉得海萍老师说得很对，只要成毅开心快乐正常营业，爱成毅就要支持相信他的一切，包括他的团队，做一个理性的果果。
1692109100# #成毅今天一樣超級帥❤️@成毅
1698669404# #我投给了“《莲花楼》”~
1692938514# #我投给了“《南风知我意》”~
1703460509# #我推荐《莲花楼》为微博网友喜爱剧集，好剧集带来的感悟、力量和快乐是剧集之外留给真实生活的彩蛋。一起来微博之夜让好剧集感染更多人吧，参与互动还有机会赢大额红包和盛典门票哦！微博网友喜爱作品戳&gt;&gt;
1704549927# #太棒了哇哇哇(感謝博主分享可爱)
1699752679# #本周我完成了连续7天铁粉打卡，与的铁粉值额外增加1分！
1692835806# #永遠支持这位宝藏演員成毅❤️@成毅
1691108725# #我投给了“李莲花那么聪明肯定可以成毅cy莲花楼@成毅”~
1697160708# #我投给了“成毅狐妖小红娘王权篇cy成毅王权富贵@成毅”~
1699008591# #帅气迷人的代言人成毅花絮真好看哇哇
1701101253# #我投给了“成毅狐妖小红娘王权篇cy成毅王权富贵@成毅”~
