1703634355# #何猷君以为奚梦瑶说求婚土嫁给了爱情的样子，和金钱无关……
1698907665# #刘亚仁注射9.6升异丙酚他是怎么演戏的，我的天呢……
1697634091# #4090显卡全面下架虽然不懂，但是一般漂亮国净干些破事……
1704583529# #闪亮的你演员歌手闪亮的你你是想成为演员还是歌手，这里有完美的娱乐圈体验感，让你可以沉浸式体验，快来和我一起勇闯娱乐圈吧……
1696590606# #贝嫂我家也是工薪阶层我可能是阶层……连工薪都没有允悲
1694932616# #认证超话大咖的条件是啥？我看到有5个粉丝的小卡拉米想申请哎，不难么？
1690430993# #女儿捅死父亲情人被判13年我以为是防卫过当呢
1693639700# #冲榜楼是做什么的啊，为什么大家都喜欢整这个楼？
1702282339# #狗仔曝明星塌房大瓜上面有个鸡头，这算是提示么吃瓜
1696824065# #金鸡奖这个词条好可怕，又是一场风雨吃瓜
1697507326# #难道不该给小孤一个新人奖么？怒
1697088571# #假发演唱会我以为这是演唱会的名字允悲
1700834404# #kpop正遭受中输减少带来的打击3年就是一个代沟，人终究会成长，新一代的孩子长大，怎么可能知道被赶出市场的外国人，自己家的idol都看不过来呢，哪里顾得上变稠的西八吃瓜
1691278789# #山东地震有感：虽然只睡了2个小时，幸运的是，如果这是一次大地震，我可能有大概率是幸存者，不幸的是，凌晨2:30地震后，凌晨5:00才睡，起不来还要被催着上班，我他喵的好困💤
1692328151# #缅甸导游称电信诈骗也骗缅甸人可以尝试和印度合作，毕竟那边人多，且精神也不太稳定
1691410704# #莲花楼调更什么意思？今天更了没？有没有成毅粉丝告诉我一声……
1702037993# #张家妍女性人生陷阱我还是喜欢文姐，有实力，又不冷血，她是又自私又冷血，受不了……
1695284022# #花西子代工厂被曝为日资我的神啊，这个企业要是瓦特了，是不是可以索赔啊？doge
1703983500# #中国留学生在美寄宿家庭被强行掳走好好呆在国内不要出去了，祖宗的文化学明白了么，就去海外镀金……
1694916549# #为什么现在的油条全是面包口感以前的是什么口感来着？
1702651883# #张若昀科目三偷偷练了吧跳的还挺好
1693480218# #还有谁不是我的铁，速速来铁一铁，每月连续3天即可
1692016366# #孙红雷评价张艺兴已成一方霸主可能是唯一一个在渤哥讲课敢睡着的允悲
1702618751# #朴有天分手我都快忘记这个人了，虽说现在也没啥印象了……
1696747201# #秋冬劲补好搭档不止好酒更有健康暑气尽，秋意浓，吃着火锅，喝着劲酒，让我感觉就是一个字～爽，这就是一种非常美妙的生活状态！秋冬和火锅加满酒，就是无与伦比的快乐嘻嘻嘻嘻嘻嘻嘻嘻
1689937747# #饭圈扩关超话布雷张艺兴，不取关
1700963521# #张凌赫一下子贡献了不少搞笑的梗我喜欢这个动图，太逗了张凌赫
1697267711# #为什么有的yxh把v卸掉了？是有啥好处么哆啦A梦吃惊
1695698192# #张艺兴超话9.26互动：夸夸张艺兴吧，我的铁铁们心心
1694619945# #交通局拒绝公开前局长孙女炫富调查结果这很难评，韭菜也不敢问啊吃瓜
1689060821# #宝格丽这很难评，谁能说一句不是故意的呢允悲
1702685987# #赵文卓演员迟到成常规了其实就是耍大牌吧吃瓜
1699273873# #薛之谦我卖货就这脾气感觉工作很努力……
1701855334# #柯南质疑理解心疼琴酒也不是很心疼他，他需要从自己身上找原因，为什么身边都是好人，是不是不会管理doge
1698763294# #退款我还没买，怎么就开始退款了？
1700578464# #张遮腹肌哈哈哈哈哈
1698974428# #误伤找我哈，爱你心
1696771315# #陈赫张子萱一家四口同框他……不说了……
1690553332# #不知道该换个什么名字单身狗
1694937899# #44岁农妇疑被强奸8天后自杀身亡什么情况？怎么会出现这样的情况？
1704238942# #相册里的新年味过年必备三只松鼠大礼包，喜欢里面的芒果干，各种肉脯，各种小点心，吃得放心，买的安心，口味细腻，口感好，大家快来购买吧……
1703253469# #照这个塞的速度，过年可能就10W了f
1703303485# #考研政治简单简单的话，压力给到下一届了，哈哈哈哈
1699928281# #黄晓明儿子手写生日祝福可惜少了一个人……
1700201008# #张家辉希望陈伟霆接香港演员的班话说，他最近都在拍电影么？感觉好久没消息了……
1689293043# #老富亲，我需要你的能量和洪荒之力雪糕
1692943448# #转发微博
1699939944# #以爱为营白鹿修罗场名场面以爱为营1V3名场面
1701179041# #一念关山，嗯……怎么说呢，看了2集，觉得乏味可陈，既没有云之羽的精美的服化道，也没有宁安如梦的演员阵容，更没有新闻女王烧脑的剧情，……奈何剧慌，求推荐……
1699922886# #春晚导演汗流浃背了小品别硬让我尬笑就好，以前的小品真的很精彩
1700879395# #用过的暖宝宝别扔我用充电暖宝……
1704100052# #杨洋男频啊……这……希望别尬，别油，这是最低的要求……挖鼻
1693538432# #留着
1692236521# #孤注一掷我这都多久没逛街了，街上全是拉的谨防诈骗的红色横条幅，吓我一跳
1691079161# #
1699707382# #fx重聚成员都谁啊？
1695347769# #卢昱晓熬了一整晚等丞磊杀青整整齐齐的一家三口苦涩
1703942235# #我有那么多低质铁粉么，我怎么不太相信思考
1692495922# #日本东京面临缺水危机纳尼？核废水也是水，净化净化可以解燃眉之急二哈
1690368107# #快去跟随张艺兴收服神奇宝贝吧……我想要喷火龙嘻嘻
1703588235# #邓为前助理被拖欠工资应该有什么原因吧，感觉不会无缘无故拖欠工资吧……
1694075542# #科学家称50年前美国或杀死了外星生命印度是得了被迫害妄想症，你是得了梦游症吗？净想美事呢？
1701945871# #别人在看GQ盛典，而我在等着工作室，赶紧放出来……
1700827062# #张遮祝哥哥新婚快乐小孩哥，你果然是个小孩子
1689921160# #紧急电话☎️
1696256058# #莲花楼怎么了，要出新番了么？我来看看……
1696858625# #经纪人称大S具俊晔婚姻和睦幸福活在大家视野里的一家人……
1700056375# #麦当劳回应牛奶一杯23元回应还不如沉默是金呢
1697339153# #我怎么觉得☀️涨了后，ydl稍微吞的少了呢……？还是我需要多发点，这也太玄学了吧，不懂了
1699525493# #成都下水道让人失望的中山二院好吧不仅教育界需要整顿，医疗界也需要整治吧？
1691805292# #莲花楼对称美学对不对称不知道，就想看莲花楼前传，真要对称，麻烦拍一个揣手
1693619684# #申公豹看姜王后面子教殷郊断头术这离谱程度，这么好炸裂
1699807014# #11.13互动心扣1心扣2不回
1701876778# #阿信回应阿信疑似回应真唱doge
1699943974# #贾乃亮双11总销售额超13.6亿这个转型很成功啊---
1702183547# #刘少昂抢跑这……有点离谱了，结合昨天的词条
1702380058# #父亲降吧这俩要火了吧，宁安如梦好像也是这俩模仿的……
1693114408# #CPA会计不管了，不想了，我要睡觉了
1694501552# #9.12变身
1696938112# #创5熟人嗯……所以导师是谁？
1700898207# #最新版中国医院排行留着
1695805138# #装备党的快乐谁懂不轻装旅行指南。轻装去旅行，快乐好心情，用音乐构建快乐城堡，谁懂？
1697288691# #田耕纪首播反响我想知道好看不？谁演的？讲的啥事？
1691261876# #没想到我这地震了
1700060386# #女子孕期遭强奸引产后丈夫要求退彩礼第一次就是家暴，就该分手，第二次男的迷信害了女生，这个女的到底图他啥呀……
1704018889# #哈尔滨冰雪大世界万人蹦迪我去那的时候怎么没有呢，今年的土豆真是有福了哈哈
1696682598# #成龙去了张艺兴演唱会是传说要上了么？期待一个……
1696223706# #田嘉瑞也有宫远徵戒断期不行，想看宫3记，单出一部吧，爱看……
1692747821# #孤注一掷成七夕档票房冠军张艺兴成90后票房top
1700645587# #张凌赫方辟谣与白鹿相关是不是剧播完了，就可以拆CP了吃瓜
1696413884# #日媒说的2000万中国游客在哪在他的意念里……
1703256831# #与恶魔有约很好奇结局是be还是开放，照韩国的尿性，不可能he挖鼻
1695569134# #爱豆毒唯具有的特点毒唯好可怕，有点疯批，爱恨交加，对待对家很凶，对待自己方也很严格，是有洁癖的粉丝。
1693488544# #这个比例我还是挺吃惊的，我以为追星的都是女的会多很多来的允悲
1699874046# #缅北电诈劝降视频出镜3人已被控制谁和你是家人们，别来沾边……
1691022139# #张艺兴金晨同框这俩同框美苏感十足，让我想起了对比图允悲
1702203110# #雪雪雪雪雪来了明天已请假，窝在家里，躺在床上……
1690473018# #杨洋白鹿或将合作与晋长安那么歹毒的演技，还是抱走白鹿吧，白鹿适合演技清爽的男主doge
1703588327# #买了一晚上蛋糕，没买到，好烦
1701423657# #亿万富豪找回丢失25年儿子电视剧才敢出现的抓马情节，原来现实中真的存在……存在里合理
1703896969# #人民日报评禁放烟花其实说了又好像没有说，论说话的艺术---
1698710831# #张艺兴超话你好怪，怪好看的，嘿嘿嘿嘿看书
1701861955# #丁禹兮轧戏奥，原来是客串啊……
1699978894# #11.15互动心扣1心扣2不回
1692260169# #张艺兴孤注一掷票房破22亿海报小孤你长大了，准备准备，咱们要去留学了……这泼天的富贵，终于轮到咱了泪
1702191918# #掉铁的宝，请启动一键激活模式……
1698197694# #如果抽奖的话，奖品怎么兑现啊，脑壳疼
1699449739# #宁安如梦选角推荐，白鹿演的很好，张凌鹤在这部剧表现的挺好，超越了我的期待值
1703589683# #明星助理工资5000块啊，今晚上的第三个邓为的黑词条出来了……
1695903977# #黄景瑜王子奇交接都带火针锋相对，也是为了工作吧……
1690036915# #人间烟火这部剧总体上怎么感觉那么像一部动漫～吸血鬼骑士呢？这部动漫讲的是哥哥是贵族，但不是亲哥哥，在学院喜欢哥哥，哥哥守护妹妹，但是又是和零青梅竹马，最后又喜欢零，女主优姬就是拧巴的女主。就很狗血的剧情。😱😱😱
1699053962# #11.4心1心2不回
1695471085# #这猫不错
1700638130# #韩媒报道黄子韬演唱会售票率看了一圈，好像gc和热门被屠了……没太看到粉丝的样子，不该啊吃瓜
1695610450# #我真的……误伤找我，1个月没来铁的宝宝，不眼熟的真的……我生气了😤
1695038113# #王诗龄决定考牛津大学艺术系家长培养的好，人家用心培养了，孩子也努力，挺好的
1703064781# #女网红笑称甘肃地震和我有什么关系她是想走黑红路线么？黑红容易翻车的呀……
1693143803# #张子豪摔下台谁？不太认识，但还是注意安全
1689123853# #山东雨暂时成为了毛毛雨
1704710690# #张艺兴去参加这就是街舞6么？这里有个活动……这50张🎫也可以试试，第一也才几十，不多，刚开始的……
1694359660# #李佳琦说找不到以前状态了不想工作就去养老，没必要装好吧，既然不把顾客当上帝，你就不会有顾客了……自己玩去吧
1704891401# #蒙牛客服回应袋装奶包装南北差异来个南方宝宝告诉我，真相是什么？真的有管么？北方宝宝表示没见过……单身狗
1692619367# #中国好声音区域赛道评委揭露选拔真相这水太深，这节目太会玩了……火了还不谨言慎行😱
1699857683# #电诈头目明学昌家族工地发现两具尸体所以电影都是真的……好可怕
1693843269# #当代社会内卷现状可是我累了，卷不动了
1703064383# #赵丽颖张若昀在人间张若昀的话，没问题，我支持……
