1697334300# #气温开始持续偏高，最高气温每天接近26度
1700621315# #史诗级别大暖潮将出现在12月上旬的中国大地，其中上海的日平均气温每天偏高6到8度....最高气温每天在20度附近....
1698923646# #超市买到保质期内的变质零食，超市陪不陪十倍金额衰
1689416802# #现在各大论坛已经是只能赞歌不准讨论任何社会现象了，发个帖子吐槽这几年高温天气美团和饿了么还一个劲的给派单没有高温休息时间，顺便谈下80年代很多工厂高温可能放假，对工人的照顾关怀，然后直接删帖不说，账号封一周二哈二哈
1692837335# #直接收编就行了，加强管理，至于肯不肯，有钱就行
1700711628# #周末加班的工作为什么不去呢，作为父亲陪盘娃是大于工作的，周末就是带娃到处玩，小孩子很快就变成儿童的，婴儿期已经过去了，这是婴儿时期哦。现在已经儿童感十足啦笑cry
1696666521# #今天午后气温爆跌，市区跌到16度出头.....出现自2007年以来罕见的十月份转折性天气预报严重失误情况，笔者也疏忽大意没有提前预警，大家短袖上班的记得自己开车回家或者打车回家，不要短袖在外逗留超过一刻钟，否则很容易感冒。
1701821569# #嗓子唱不动歌曲就别开演唱会，我们可以花了很多钱去现场听的，要是后台给播出录制的声音....这门票都得退啊
1702216916# #大龄难就业或者低龄没学历难就业看过来.......🚇地铁9号线——男女站务员50名招聘。。岗位职责：1、负责站台、站厅巡视，监护站台安全及站台门的应急处理，维护站台候车秩序，发现危及乘客和行车安全的情况予以及时处置；2、负责做好客运结束后车站清场工作、夜间施工专用出入口的管理以及车站施工的现
1703577344# #不去吃垃圾食品
1690691529# #美国系数值目前六号台风上海近海北上去黄海东部，欧洲系数值浙江中部地区登陆并深入内陆地区，美欧综合一下就是浙江北部登陆，长三角
1701819234# #大龄难就业群体之12345客服招聘......（浦东）12345市民热线客服——20名，12.14日面试。。薪资6500元以上/🈷40岁以下，轮班制。。主要职责：负责综合受理市民来电，为市民提供咨询解答、投诉受理、和建议收集的服务，并做好工单记录和归档工作。。任职要求：。（1）中专及以上学历；熟练应用office软件
1688734124# #新疆坐地起价，鸟不拉屎的草原帐篷都要收费
1687516258# #晚上的大雨过一小时进入市区，大雨持续时间很漫长足足30小时
1700642828# #大龄再就业软件测试已经没希望了....有没有大佬直接给一个编制，想直接入体制内
1700985668# #曾经的宇宙中心，徐家汇美罗城....被这张告示吓了一跳...此处.省略千言万语
1698280005# #有没有住奉贤的，日出前大雾弥漫很夸张哦
1701870619# #我还是那句话，现在体制内上班的人是最幸福的人群....体制内就可以保障三代人以上了，下一代进体质也是靠爹妈的路子，孙子都可以靠着爷爷奶奶的门路占坑。
1693187693# #给机会了，全天最低点出现
1699183854# #今天晚上八点整，来我抖音直播间，对本次稳定入秋冷空气做详细介绍，并解释为什么之前热了整整一个月，还有展望11月整月的天气情况。
1691987519# #红烧肉4元，炸鸡腿那么大一个3.5元，大学食堂价格得人心啊
1691592655# #法国巴黎，奥地利维也纳，英国伦敦这些城市七八月份的气温就等于上海11月上旬到中旬的气温了.....简直太舒适了气温.....如果活在这种城市基本上都用不到空调这种东西，个别年份偶尔有些热浪也很快过去，像伦敦这种就不会出现极端高温......太羡慕他们那里的春季般的七八月份了，人类最舒服的夏季就是西
1696056611# #足够改变生活了，可以活出自我
1699350090# #需要连根拔起，全部顶格处理
1699372754# #个人观点，几乎没有一个医学系博士生会传播谣言，读到医学博士不容易，哪怕医学硕士研究生也很辛苦了，没有一个人会拿自己光明的钱途开玩笑
1692942323# #国家队受到空军阻击，不过国家队有的是银子，收盘前就可以猛拉券商涨四个点左右....甚至拉红大盘
1701400599# #偷我自行车的小偷，祝你全家暴毙而亡
1699009702# #地球这样暖下去，自然灾害将会成倍增加，各种特大暴雨，超强台风，罕见的冷暖变化过程，东北华北地区的强暴雪等等
1701877516# #我从23年前知道阿信开始，就觉得他人品是不错的，阿信真唱是不需要怀疑拉....其他几个人就难说喽
1690418050# #厦门请全市做好全面防御，1917年以来最强正面袭击的超强台风还有24小时左右就会在厦门附近海域登陆了.....历史上这个强度的台风正面登陆需要追溯到1917年9月12日.....申报连续好几天记载了当年厦门的受灾情况......
1691054566# #浦西电瓶车基本都等红灯了，浦东内环这里t字路口没有一辆电瓶车等红灯，小型十字路口等红灯比例一般低于五成，非典型十字路口等红灯的电瓶车低于三成。
1702270936# #四十以下难就业看过来.......普陀政府驿站——窗口接待6000-7000元/🈷️常日班做一休一。。男女不限，中专高中，40岁以下，五险一金，有客户服务行业经验优先，户籍不限，。。岗位职责:。1、负责日常接待顾客并提供讲解服务:负责工作区域卫生清洁，保持桌椅、、书籍、陈列、绿化等清洁、整齐:负责维护
1688573762# #李玟是80后同时代的巨星，唱歌水平极其高，90年代听着她的歌曲长大苦涩苦涩苦涩
1700362967# #笔者上班第一年时候上海的房价，努力在房价上涨面前一无是处....认知很低认为2004年的房价太贵是我没有能赚到那一桶金的根本原因....经历过1999年房价如葱时期，世纪公园板块当年2200一平，2004年已经上涨到一万了.....所以那个年代买房的人全部都财富自由了，只要买的面积120平以上而且是中环内....直
1696900948# #智商那么高的犹太人主要是现在以色列地区，弄弄么连一块安全的土地都没有，这是什么原因呢，他们没有反思一下吗
1702470986# #今天下午起一波猛烈的升温已经悄悄开始，目前晚上气温已经不减反升，明天最高气温22到23度，将是12月中旬里面比较离奇怪异的高温过程.....随后进入12月15到22日的两波流寒潮过程....从最新数值看寒潮强度只能说比较普通，没太大亮点可言....只能期待过过下雪的眼瘾，无法出现积雪的过程，雪后市区亦没
1688647586# #老胡谈谈40岁之后下岗失业怎么解决，不要都是网约车，外卖，保安二哈二哈
1688688081# #就像知道辅警是不是因为这件事情被离职的....如果是的话，那么不公平对待也太夸张了
1692143199# #为什么大上海四十五岁以上，外面正规交金，坐办公室的，不加班的，哪怕三千元的活都已经找不到了呢....这是为什么呢
1693406402# #松江小昆山汤村...自动站里面出现八月底18.1度罕见低温....如果跌破18度，那就是非常罕见了
1702860235# #上海浦东上一次低温下雪时间是2013年2月8日....18年下雪时候气温太高....当年浦东软件园木桥街拍，杭州西湖街拍都是2013年...
1698745289# #也就找个糊口的工作，要求很低很低了，满屏幕的不合适，这中年人以后谁敢贷款买房啊
1688601727# #广州那边查电瓶车改装超标太夸张了....如果按广州执法标准上海街头外卖电瓶车全部销毁一车不留了
1692867460# #家里人在京东上买给小宝宝吃的银鳕鱼，他们说全部退掉了允悲允悲我说目前还是安全的好吗，那么着急退干嘛啊，小宝宝喜欢吃的东西笑cry笑cry
1691626409# #医疗反腐败，如果倒查30年，哪怕退休的八十岁也要追责，会出现什么情况......
1689740117# #中午12点30度，这才是80年代到90年代初正常夏季七八月的中午气温。
1688306965# #上海市地形图1:750000
1701772726# #做劳务中介第一天，发现现在不是找不到工作，而且要求太高，不切实际的求职太多了...都想月入过万，做五休二，缴纳五险一金甚至要求补充公积金和补充养老金的，想啥呢...这里可是十四亿人口的地方....不是澳大利亚两千多万的国家，不要眼高手低，真吃不上饭了外卖四元一单都抢着接单呢。
1692680643# #现在买入股票，买不了吃亏，买不了上当了，前提买入市盈率四倍的股票
1700633769# #在这里最幸福的人一种是财富自由的，一种是体制内只要不犯大错被双开，就可以安稳到退休，四十岁后拿高薪到六十岁，退休后拿高额养老金....生活是无忧无虑的，是享受人生的
1700888780# #06年月薪就一万以上的人基本上都买房了.....那时候都是白菜价
1702290416# #郑州这大雪上毛线班啊，不强制休假搞不懂了
1699194740# #历史上11月5日,1873到2010年日平均气温14.7℃,1981到2010年的日平均气温17.1℃，极端最低气温-1.4℃,出现在1885年,极端最高气温28℃,出现在1940年,全天不下雨的概率为69.3%。今天宝山站根据1873到2010年平均气温数据，日平均气温偏高了10.3度.....
