1700739205# #杨幂…天…
1697778380# #红海行动2，这饼不香了，没有张译，陈飞宇也不演了允悲
1695550899# #网友提问：“为什么成毅，越红越扭捏？”
1699959955# #同一个导演，吴磊VS张凌赫
1696324500# #10.2酷云，全端、点播，播放量🈶
1699010344# #还有男明星，魏大勋和刘昊然你好
1699105628# #小表格虽迟但到允悲【2023四大霸总】
1698740311# #猜猜这是谁举手
1689768985# #杨洋，凡人修仙传路透🈶，和动漫好像啊
1695207019# #张凌赫资源这么好，确实没资格卖惨并不简单
1704462371# #王权富贵和他爹王权霸业…
1690988409# #害，抖人比桐华会编，别说，还真又带劲又狗血…
1694864624# #抖人给宫三澄清，为啥抖人都这么喜欢宫三啊？允悲
1700753042# #尖叫之夜名单🈶
1700652588# #邓为扣鼻孔，这种视频怎么流出来的？太影响形象了允悲
1699521292# #周也，视频来啦
1704373880# #卢昱晓，吴宣仪，两家粉丝正在哼哼哈嘿中…。起因就是她们俩要合作《五福临门》了，吴宣仪给卢昱晓作配允悲，一方骂对面是秀人，一方骂对面除开小四滤镜的丑人允悲
1696852529# #有人看过周迅演的林徽因吗？
1700570823# #肖战、白百何《骄阳伴我》豆瓣开分7.2分。11.9万人评分，这分数如何？
1700563862# #成毅在《莲花楼》后流量大幅度提升，以前次顶是来嘲他的，现在真有那味了…
1702543083# #90实绩小花盘点：李沁、金晨、谭松韵
1701071035# #檀健次、李兰迪新剧《滤镜》12.7号开机。。檀健次真是劳模，一直在无缝进组
1700730026# #龚俊，VOGUE红毯造型🈶，如何？
1690981499# #才知道拼茤茤的水果零食狠便宜！。大家买过啥好东西不，我蹲蹲举手举手
1689830434# #还有很多乐子人允悲
1699768547# #卿卿日常，已经播完一年了，大家可以明显看出这剧对田曦薇的加成了吧doge，还记得之前很多人觉得只是播放量高但没有用，其实相当有用的
1693212795# #举车举车举车举车举车这个是吴磊的专属表情
1695282822# #狐妖小红娘月红篇男演员动图🈶。龚俊、魏哲鸣、张凌赫、茅子俊、杨仕泽。雄竞一下，谁赢了？
1700321060# #bjyx到底在嗑什么思考
1699859146# #11.10-11.11云合估算播放量（明月版）。。宁安如梦、以爱为营，周末大家涨幅都可以的。。乐游原没涨没降，。治愈系恋人、我要逆风去，依旧没破千。。11.11宁安如梦以爱为营无所畏惧乐游原。明月6024359740251570。林克5785345438661508。
1694673315# #此沙一番？
1692025622# #唐嫣，念无双改后造型🈶，如何？
1691579481# #无人在意的角落，路温明面上掉粉40万了，还没算上他买的粉…
1690782248# #长相思，里面待爆太多人，个个都想红，可不得卯足了劲儿营销，其实很好分辨的，哪些是剧营销，哪些是演员个人营销doge
1693492990# #北京卫视删了宋祖儿相关微博……。现在的流程走得越来越快了…
1691750171# #虞书欣，直播截图🈶，如何？
1695194009# #来看评论👀，国超粉1.9w，压了博子哥4.9w，好牛的权重。
1694784607# #周冬雨连续扑两部对她有影响吗？。。无影响…
1696764777# #李一桐+成毅，狐妖小红娘王权篇哆啦A梦害怕哆啦A梦害怕是真的
1693750501# #父辈的荣耀，今天1.2792％，还行，排除前面受开学第一课的影响，对比之前还是涨了
1696065750# #angelababy不会真的被封杀吧？😦
1704027887# #王一博，出场时的灯牌…就问这是什么水平？
1702104428# #愈演愈烈了，郭晓婷也转发了刘诗诗的微博doge，这算不算站队？
1695293122# #任敏，营业照🈶，如何？
1692433358# #8.18云合占有率。。长相思，粗估6800。莲花楼，粗估4000。七时吉祥，粗估2000。她的城，粗估1300。白日梦我，粗估1100。一路朝阳，粗估1000。鹊刀门传奇，粗估900
1689328148# #檀健次、周依然，《四方馆》路透生图🈶️
1693977172# #卜冠今美商还挺高
1696060052# #angelababy大粉已风，疯狂踩其他女明星
1690798740# #7.30云合估算播放量。。长相思，7612（+284，单集还可）。不完美受害人，5410（+421）。莲花楼，5294（-358，停更）。安乐传，2512（-99）。曾少年，2318（-215）。潜行者，1855（+296）。我的人间烟火，1546（-442）。做自己的光，1468（+104）。
1694149917# #爱奇艺破万剧评分情况统计
1703738158# #肖战，嘉人开年刊预告🈶
1691313026# #太猛了，他们真的不怕演唱会取消吗？？
1697173569# #本就不多的任敏粉丝，你们还好吗？允悲
1699968626# #杨幂、王一博、虞书欣确定出席尖叫之夜
1700811495# #来看评论👀，白鹿张凌赫两家粉丝空起来了并不简单。
1694516348# #余华老师，你干嘛呢doge
1700467972# #杨紫《时尚先生》双刊闭年封面🈶，什么水平？
1700902697# #王一博，尖叫之夜，粉丝应援，这排面如何？
1692776897# #东方风云榜，够狠，粉丝应援聚集的，直接取消该歌手节目666
1702812868# #赵露思第二套，这件衣服有点眼熟思考
1689166369# #孩子都要饿死了，你俩来奶了…
1688822199# #赵晴新剧状态引起粉丝不满了
1695365984# #来看评论👀，二字三字粉，正在评论区，黑喂够…黑喂够…恐龙抗狼扛狼扛狼扛…。
1689175947# #上面是优酷的滤镜，下面是8粉自己调的
1694947535# #9.16云合播放量（兔嘻版）。。云之羽，6211（+1205，还不错）。西出玉门，3952（+283）。骄阳伴我，3388（-218）。异人之下，3255（+98）。九义人，1262（+688，次日翻2.1倍）。南风知我意，1129（+13）。莲花楼，1063（+11）。长相思，930（-90）
1693029729# #最不氵的竟然是于适哆啦A梦害怕
1695563571# #孙红雷已经3年没进组了？
1692715007# #爱奇艺第二季度，总营收78亿同比增长17%，会员营收49亿同比增长15%，日均订阅会员数1.11亿去年同期9830万增长13%。。。本季度播出的《长风渡》《尘封十三载》《云襄传》等多部热门剧口碑上佳，《长风渡》更是创造爱奇艺内容热度值最快破万的纪录。。《长风渡》吸引了超四十家品牌广告主投放，是今年以
1704270201# #疑似迪丽热巴粉丝发文。怎么说来着，粉丝比黑子更知道痛点笑cry
1701750336# #杨超越工作室出图。微博视界大会
1693377342# #欧阳娜娜还没毕业吗？
1695468861# #有点搞笑笑cry
1699025144# #周淑怡，直播生日都控不住场，被气哭了…。媚男有风险要不得允悲
1695541297# #卢昱晓，土土的，很安心允悲…（真的不找个造型师吗？
1690378973# #无人在意的角落，欢颜大结局了…
1690111992# #莲花楼开播啦…可以看了
1702534434# #男同骗婚，被男小三捅死
1699969937# #金星口含明珠进退自如。金星与董明珠结了啥仇怨啊？不惜在公共平台内涵，怎么就能让他这么恨呐？
1689244176# #死裤子，真任性，今天安乐传更3集…主打一个随性所欲
1697019863# #朱一龙，亮相平遥国际电影开幕式。
1695221816# #赵露思，米兰造型🈶
1698411669# #10.26，云合估算播放量（明月版）
1702373904# #12.11云合估算播放量。（明月版）。一念关山，6666w（-1354）。神隐，1529w。鸣龙少年，917w（+700左右，翻4.5倍。。（林克版）。一念关山，6616w（-1964）。神隐，1524w。鸣龙少年，914w（+650，翻3.5倍）。。今天两个版本几乎没啥差距。神隐，首播4集，🐧🥭联播，15
1700031499# #陈牧驰有狐。有狐，你上当了…这个图不是吴楚一拍的。有人爆料了（图一图二有带时间），这个图是他14年入舞前三个月的。那时候他还不认识吴楚一
1700740337# #于适，这一套很酷哦
1690903291# #这张图没用了…
1701593728# #12.2酷云，全端、点播，播放量🈶。12.2云合占有率🈶
1699713085# #敖瑞鹏旧照
1695640074# #无与伦比的美丽，收视日历，综合平均收视0.696％，目前，东方暂列倒2，江苏第4
1695459807# #特工任务，现状🈶
1695961960# #好丢脸丰收了
1701065078# #陈牧驰，生图路透🈶，怎么样？
1692435339# #长相思爆了对谁的影响最大。我第一反应是，迪丽热巴…。有同样的吗？
1695285601# #（扶头（皱眉（苦笑
1704437166# #2023云合动漫年榜。。欢迎来到🐧世界，屠榜…
1694930629# #有点像素人
1696252305# #卢昱晓有适合的对家吗？粉⭕都需要对家来固粉
1700819001# #男明星工作室微博数据top30
1689832678# #王楚然与难哄制片人聚餐。王楚然被波及了，以前提名她去演的还是挺多的，现在热搜上都是反对她的允悲…一时间不知道是因为许沁的人设上升到了真人，还是因为她的演技问题…
1690889670# #《七时吉祥》复制《苍兰诀》的路，成功机率有多大？
1700816460# #真的会有粉丝被“败好感”“坏路人缘”论威胁到吗？
1689512130# #因为，杨洋是李木戈的老板收到
1701681743# #一念关山，是刚好描边破万允悲，大概7000w+，还成
1693205393# #这款裙子怎么多颜色吗？
1691667156# #🐧的动图又满天飞了
1696242319# #《莲花楼》给《虎鹤妖师录》宣传了
1704079872# #看评论👀。
1692107572# #今年，OST做得最好的剧，还是长月烬明
1688972464# #7.9云合占有率。长风渡27.2％，玉骨遥15.2％，烟火11.4％，偷偷8.1％
1699434441# #易梦玲你干嘛啊？
1702390186# #神隐会玩新型情敌关系古晋鸿奕你俩怎么连吵架都这么暧昧？doge神隐
1699880369# #小S吴慷仁床戏。老婆拍床戏赚钱，赚来的钱给老公进夜店，公公拍手叫好当成私人影片……你们一家，真的…
1693909277# #刷个抖，就被剧透了…
1704469078# #晚安😴
1694760093# #怎么回事，看起来，真诚得有点接地气允悲，都不好意思说她普了🙊。卢昱晓被粉丝感动哭了。
1704034804# #繁花，受跨年晚会的影响，跌了个大的
1691231713# #豆瓣在传，七时吉祥7点空降，坐等
1694155285# #邓为、陈都灵，两家粉丝交流起来了。起因不详…
1695373495# #失误了…莲花楼比我预估得高好多，热播期均集5300+允悲，超点完涨了2700w+的播放量…
1694359537# #9.9云合播放量（兔嘻版）。。云之羽，4301（+451，涨幅不错）。骄阳伴我，3427（+197）。西出玉门，3360（+913，涨幅非常好666。异人之下，2453（+626，涨幅很不错）。父辈的荣耀，2352（-226）。灼灼风流，2016（-398）。莲花楼，1680（+16）。长相思，1579（+13）。
1703841388# #🐮丝，度年华官微？
1703944938# #《七时吉祥》扑了，对杨超越影响挺大的哎
1695827467# #卓伟🍉连麦视频。。卓伟说，可能大家听错了，他说的是二字男星，不是r姓男星，二字男星应该有很多黑料和黑历史。
1703426244# #客观来说，从这场舆论来看，刘宇宁演《一念关山》赚了还是亏了？
1699694387# #以爱为营，已经播完了一半了，现在什么水平？
1697709729# #10.18云合估算播放量（明月版）。。田耕纪3945（+758），。问心3442（+228），。为有暗香来2966（+136），
1703080095# #三大队，上映6天，票房破3亿了，什么水平？
1690987039# #这白头发，还不如直接披着呢
1696581418# #林一都回应完了，我还没搞清楚发生了啥二哈
1697792103# #B站也要实名了
1701142140# #不看脸，猜猜这是谁
1689768149# #封神三部曲，成本16.5亿，还没加宣发，这多少才能回本…
1689239564# #赵嘉敏，粉丝脱粉
1698919007# #韩国网友对宝格丽删掉Lisa的态度🈶
1700579016# #🍉，南海归墟明天播。已信，莫辜负
1691474668# #棣欣引力be了
1694951082# #张凌赫还有部《虎鹤妖师录》，提的人比较少，看过预告，剧情很丰富，侧重点也是放在剧情上了，越是被忽略的说不定越能冲出来笑cry
1692959280# #流水迢迢，李兰迪婚服造型🈶，如何？
1689921591# #7.20云合占有率。玉骨遥14.5%，曾少年12.7％，烟火11.2％，受害人8.7％，安乐传6%，欢颜3.1%，做自己的光2.2％
1699252657# #牧驰粉开始骂陈冰了允悲
1702788967# #檀健次，星光大赏出图啦
1704087583# #2023五大卫视CVB一番收视年度TOP3，。。90谭松韵、迪丽热巴、杨洋，。95关晓彤
1701854399# #杨紫GQ路透视频🈶，怎么样？
1694678725# #杨紫对接回应最近造型争议问题
1698728699# #“别再尬吹美貌了，真的不稀缺”
1701329980# #各平台月活来啦doge
1697425970# #“其实路透这种东西，剧组想让你拍到你就能拍到”。只有《庆余年2》和《大奉打更人》是严防死守"，不给任何机会。。不过，剧组严防死守，不排除演员主动想被拍。
1690554439# #1:1还原被迫升咖
1699189012# #我发现，大家对卢昱晓的颜值争议还挺大的，很少有这么大争议的女明星，为什么会这样呢？
