1700933996# #老人回忆当年大饥荒！
1696987606# #自食其力讨个生活，咋那么难呢？
1697241407# #你能想象出上海的市长一个人坐地铁上班吗？。
1690380258# #三十四中学救援结束，开始清理废墟了！！
1693576194# #这手艺估计快失传了
1699979581# #中国人到哪都受欢迎，为了帮助行善者积德的夙愿，起早贪黑的帮他们完成发放物资。
1701433307# #视频车司机是个反应迅速的老司机。快、准、狠，一气呵成！哆啦A梦吃惊哆啦A梦吃惊哆啦A梦吃惊
1690590092# #谈笑有鸿儒，。。往来无白丁。。。布隆迪根红苗正，连续62年人均GDP全球垫底。
1701144888# #衡阳一宝马SUV撞进饭店大堂收银小姐姐上辈子拯救了银河系事故原因正在调查涉事酒楼已恢复营业
1703060109# #甘肃地震甘肃兰州马代东乡，手抓餐厅（西湖老街店）发出爱心物资，正在赶往救灾现场积石山！中国超话甘肃加油青海加油
1702973567# #甘肃地震已致111人遇难甘肃地震女子抱娃逃出家，偶遇消防员车前往积石山震区救援，拍下视频后才知道车里坐的竟是丈夫甘肃地震
1697422227# #摩托车碰瓷这就是地方治安不行
1697585003# #烦死这种三轮车，基本都是老头老太太开的，没有一个遵守交通规则！
1695011160# #农管该出手管管了！
1702649673# #缅北冲突各方在中国境内举行和谈日前，在中方斡旋和促推下，缅军方和果敢、德昂、若开军在中国境内举行了和谈，就临时停火和保持对话等事项达成协议。
1702092278# #明朝的老房子了，扒了有点可惜
1691060985# #四川成都一景区内两家游客发生口角，上演全武行！
1690979015# #女主人耐心用纸巾给狗狗擦脚却被养了三年的狗暴起咬出血“你怎么可以这样对妈妈?最后狗狗在主人的安抚下镇静下来
1701171874# #休闲装出行的泰王和王后，现场与民众亲切互动后，自驾离开演唱会活动现场。要知道他已经71岁了！
1702695736# #电梯突然发生事故，服务员为及时上菜冒险跳了出去，阿姨与“死神”擦肩而过。
1702310514# #婚礼现场，新郎新娘亲友团齐跳科目三，现场气氛直接嗨翻天！
1694323855# #啥情况？直接卷进去转圈了。
1703653964# #合肥元星奔驰，奔驰新能源试驾车在充电车位上起火爆燃……别致大视野的专属圈子超话
1701997402# #当代大学生有多爱看热闹？因丈夫赌博，妻子当街问责，被不明真相大学生层层围观。
1702863193# #婚礼接亲现场，伴郎有点抢戏了吧！！允悲允悲
1690382118# #物理老师用杯子留声并回放！
1692968258# #这是在台湾的网友拍摄的，他发现湾湾的仪仗队汽车上插着美国的国旗，而乐队演奏的又是大陆流行歌曲《可可托海的牧羊人》
1703180862# #12月21日安徽，女子怒吼老板，一天上班时间不开会，下班你就说开会。网友：00后整顿老板的时代来了！
1690400513# #这素质怎么干服务业不知道顾客就是上帝吗？
1702616156# #东北人逛超市，人均半边猪的拿货……！
1703338631# #1980年日本气功大师实战影像：上场60秒被揍成猪头，实在太惨！
1690103577# #乌鸦偷袭红隼！
1703758412# #在街头捡的一只流浪小奶狗，长大后竟如此的漂亮，这也太赚了亿点曝光计划
1701987079# #大爷酒吧点女模，手上动作熟练毫不犹豫，。大爷退休金不保
1697996410# #一名巴勒斯坦记者MohammadShehab在录制记录加沙被轰炸的视频时，被以色列当场炸死。
1690116844# #为什么美国的武器比俄罗斯的更难仿制！
1701697827# #不会还有人不知道蚝油开封后要放冰箱保存吧？！
1692970042# #黑人小伙追到漂亮中国女友，街头高调秀恩爱！网友：我究竟输在了哪！
1703440053# #故意毁坏公私财物，数额较大的构成毁坏公私财物罪。
1700880081# #城投暴雷，似乎已是板上钉钉。但还能给你7折或6.3折兑付，好像还强过河南的钱庄。
1692787261# #加勒万河谷冲突视频曝光，我军进攻下，阿三潮水般溃退！。。看到这个视频左下角是手机拍的，估计是某位战士保留在手机里视频。非常明显看到我们的战士争先恐后冲上去。这也是我们以少数人就打得阿三落花流水的原因了。
1690114471# #风是自由的，希望你也是！
1696835077# #巴以士兵奔赴战场！
1690757040# #印度领导亲自检查修路工程，见“豆腐渣”工程后暴怒，估计是没打点到位！
1689856015# #今日神评：。感动但不敢动；。想信但不相信。
1701397750# #年轻就是好！
1703115018# #老外版甘肃地震后状况！
1690959576# #什么北大，清华，别扯那些没用的，还不是为了一个事业编么。
1701330976# #国内的拉拉队也是可以的！
1693537628# #不懂就问：这是干啥？
1697577882# #这个年代，赚到钱就是本事吃瓜
1703475641# #这种违规改装刹车灯，无异于谋杀了！
1701492591# #男子饭店用餐遇到三个问题，如果是你会这样吗？
1703126271# #家长拍下新疆小学生在食堂吃饭场景，个个五官立体，浓眉大眼高鼻梁，网友：新疆真的是“三步热巴，五步娜扎”
1703732966# #和尚的富贵，让你无法想象。亿点曝光计划
1697418873# #水里捡条命！好惊险！
1698237998# #请教一下哈，这种情况如果我能明确的提出不在场证明，比如房子空置，长期没人住，可以免除责任吗？
1693809411# #给乌龟提提速！笑cry笑cry
1697586083# #提倡文明养狗，人家只是要你牵绳而已要求真的不多，不要让悲剧重演！
1694733427# #佛州大学的一场橄榄球赛，竟然有隐形轰炸机助威。
1703300368# #印度莫拉达巴德，穆斯林妇女抗议当局摧毁兴建清真寺，遭到棍棒殴打。
1690807076# #深圳富豪花费7000万救回被骗缅北女儿！
1698201790# #不是一家人不进一家门！都是这德性！
1702289551# #河南一男子雪地里死亡警方:醉酒后倒在路边被冻死村委会:40多岁，当晚回家后又骑车出去
1701514866# #槟榔害处那么大，为啥还让卖？
1702802037# #孩子没有监护是很怕的一件事！衰
1690240221# #【凤凰卫视主持人傅晓田：高考填报外交学院未到提档线，险成落榜生】今天为大家介绍凤凰卫视著名主持人傅晓田。。01、。。傅晓田，一个1983年生于重庆的北京姑娘。。。傅晓田成名之后，许多报道她的文章里都把她的高中时代塑造成美女学霸，好像她自己后来接受采访时也是这么认为的：。。回忆起自己的青春，傅
1690460177# #广西女跑外地偷人被老公抓现场
1694400695# #委内瑞拉已经欠了富豪国500亿美元了！
1703029824# #三星电子越南工厂，。四百辆大巴接送工人上下班。
1702423399# #算不算酒驾？男子外面吃饭喝了啤酒下来挪车被查到。
1696979399# #一个敢导，一个敢开！允悲
1697180910# #伤的不轻！
1697999764# #约旦河西岸巴勒斯坦民众爆发游行，反对现任巴勒斯坦总统阿巴斯。。事情起因是巴勒斯坦当地时间17日晚，加沙地带加沙城的“阿赫利阿拉伯医院”（又名：浸信会医院）遭以军空袭，造成严重人员伤亡，死亡人数已经超过1000人。
1698103709# #汪峰和章子怡离婚，前任葛荟婕直播：不爱了，只是把他当孩子父亲！葛荟婕是汪峰前任女友，两人并没有正式结婚，生了一个女儿。
1697549298# #一段来自敌寇飞机的内部视频，这些敌人展示了我们的空军是多么的英勇无畏
1703239099# #男子吐槽寒假作业有13本，每本50元，老师把封面背面全部撕掉，价格也撕掉了！
1702683382# #没在撤退可言，鸡蛋让你一次吃个够
1693568593# #中国留学生在英国街头科普日本核污染水排海危害。
1703028517# #12月19日，甘肃积石山。男子拍摄地震后位于震中的家：村子里倒塌的房屋非常多，现在还有余震，一家人只敢住在车里。甘肃地震
1703889058# #新闻档案佛山电视台报道当地外来移民问题扰乱公共秩序非法务工
1703733884# #上海，代驾师傅不慎将车刮花，车主谢绝赔偿，代驾师傅下跪感谢，网友：一个善良一个懂得感恩。亿点曝光计划
1703665887# #印度没有恐怖分子的空间，印度和以色列站在一起。印度历来对穆像防贼一样，毕竟从奥朗则布开始折腾他们的历史都可以写一部书了。
1690195093# #跟新浪看热点男子带狗进饭店吃饭，老人上前劝阻遭男子辱骂，“你不会发财，你的命都没它贵！”
1702981251# #甘肃地震甘肃地震积石山6.2级地震，这么冷的天，太难了！希望早日恢复正常……
1698308268# #俄罗斯只示范一次的现代战争速度。。打了1小时22分又600天。。世界第二军还是什么都没学会。
1702862857# #大货车跟前耍帅，这人无知到什么地步了！
1702991023# #青海省委书记震区现场抱着痛哭的灾民安慰：相信党、相信组织，好吗？甘肃地震
1702729613# #隧道里可以查酒驾吗。？
1701051520# #人人都是班干部，这样分配感觉不错。
1703222806# #同盟军已经接管果敢老街东城，身后就是刘阿宝的福利来集团果敢同盟軍缅北电诈
1698187679# #失去亲人的巴勒斯坦妇女
1691069487# #男生向女朋友解释为什么喜欢她。听的女生心花怒放！。这小伙子情商太高了！
1690606038# #强烈谴责台风，希望台风悬崖勒马，不要在错误的道路上越走越远！
1696832671# #10月6日，网友曝光北京昌平区马池口镇零元购！
1690414205# #头一次听说，霉霉演唱会还给听障人士配备了手语老师。
1697286193# #临时工干的！。这个词、这种语气，看上去似曾相识。悠闲
1700819536# #抖音网友祁东光明小区一妇女迷晕小孩并准备拐卖，被群众当场抓获！
1701988974# #男子酒后开车送两个“新朋友”回家不久后就被追尾遭对方敲诈赔偿25000元越想越气报警一查“朋友”竟是追尾司机同伙
1693833049# #傻大胆老外，居然敢捉鳄鱼宝宝！
1702857495# #保安工作时顺手雕了一条龙🐉。网友喊话🔈：高手在民间！哆啦A梦吃惊
1691064389# #德国女孩青岛啤酒节吃假羊肉获三倍赔偿:但我仍然爱青岛这个城市】青岛啤酒节商家卖假啤酒假肉基本属实8月2日，德国女孩再次发文称，青岛啤酒节商家售卖假啤酒假羊肉事件已经得到妥善解决。她表示，青岛市市场监管局经现场调查，并结合图片视频，认为“酒棚所售卖的啤酒可能是非德国原装慕
1697595906# #提前四年退休！
1692972883# #黄牛该杀！医生在不知情的情况下被黄牛恶意加号:“病人网络上和挂号机都挂不上，黄牛手里竟然有五个号，我需要一个合理解释”。
1703583151# #“学长”上岸了！12月25日，湖南常德。大学校区修建18年首次开捕，几十斤的鱼人都拉不住！
1693615448# #大排档同行老板冲进人家店里面打人家员工，打人家客人。。。9月2号广东：一名大排档老板发了一则监控视频，开大排档同行的老板第二次来店里打我的员工，第一次是掀我桌子打我员工又打我客人，这是第二次了。哆啦A梦害怕
