1691404172# #小夭给涂山璟梳头这真的不是婚后生活吗？好甜啊你俩起猛了看到夭璟的婚后生活了
1698059672# #黄渤路过李冰冰周也自拍黄渤李冰冰周也同框自拍也子是素颜还是只涂了口红啊，好漂亮
1688461676# #时影帝王谷小龙男古墓派后继有人时影真的是帝王谷小龙男吧
1700137330# #刘亦菲胡军同框梦回天龙八部刘亦菲胡军同框《天龙八部》里两个人塑造的角色都很经典！
1691417385# #玱玹亮刀的原因玱玹今晚亮刀的原因原来是因为这样
1689770802# #孟宴臣说我是没有什么开心的事孟宴臣没有什么开心的事孟宴臣没有什么开心的事，操，心疼
1703239250# #刘浩存好香刘浩存你好香啊出圈了哈哈哈哈哈哈
1691488393# #小夭被虐杀的原因谁杀了小夭小夭被虐杀的原因🈶️，小夭的亲生父亲杀了别人全族，沐公子寻仇寻到小夭身上电视剧长相思超话
1687315805# #炎亚纶曾说和飞轮海不是朋友炎亚纶曾说和飞轮海玩不到一起炎亚纶曾说和飞轮海不是朋友，和飞轮海其他人不是能玩到一起的人。
1691892828# #玱玹与涂山篌，璟彻底凉透！不容小觑的力量！?❄️玱玹和涂山篌联合杀了璟原著玱玹涂山篌联合杀了璟
1689245294# #孟宴臣被爱判处终身孤寂孟宴臣离白月光就差一个坟头了孟宴臣被爱判处终身孤寂，逃不开，放不开，他只要他的蝴蝶
1692599268# #网友给涂山璟剧透给涂山璟剧透一下哈哈哈哈涂山璟别看你现在难过的每天像周一，可是你的好福气在第二季呢！
1688260997# #尘缘定档尘缘预告来了来了！！好期待！！
1698892559# #秦岚秦海璐差一岁秦海璐和秦岚原来只差一岁秦岚好可爱哈哈哈哈哈哈哈
1686994972# #叶芳发现陈宏军出轨叶芳说我哪次不是对的确实啊每次都是对的，你要是都听她的也不会进局子了！
1699946170# #迪丽热巴火到国外去了迪丽热巴已经火到国外了迪丽热巴火到国外去了，不仅巴粉人脉遍天下，巴粉同担也要遍天下了
1698043265# #七个陌生人，一个神秘的游戏。在金素妍特别出演七人的逃脱中，她的角色千瑞珍将如何改变这个故事的走向？七人的逃脱千瑞珍出场自带顶楼bgm，不容错过！
1697705098# #没想到薛之谦王栎鑫关系这么好薛之谦王栎鑫友情。真的没想到薛之谦王栎鑫关系那么好！坐等合作舞台！
1692595613# #诗词里的莲花楼莲花楼里的诗词一起来看诗词里的莲花楼
1691750670# #檀健次被相柳的面具捂出痱子了檀健次吐槽相柳的面具檀健次：相柳帅吧，遭罪的可是我哈哈哈哈哈哈哈哈哈哈
1687921704# #能看到肖战王一博同框吗拜托他们可是肖战王一博啊是真的啊！！官宣阵容了都！！
1689839433# #宋焰叫许沁好像叫狗一样一点都看不出宋焰有多爱许沁谁懂啊，孟宴臣放在手心里的妹妹，到了这个男的嘴里是什么啊
1692006763# #邓为直播好像在拍证件照邓为好像在拍证件照哈哈哈哈好严肃啊
1697631740# #仿生人间我杀了我刘琳自己和自己打架看仿生人间又被刘琳的演技震撼到了，好厉害啊
1690947452# #张晚意的声音好像罗晋张晚意罗晋撞声终于有人说了！！！！！！！！刚开始我还以为他俩用的一个配音，后来都说是原声，我一整个代入罗晋！
1692609319# #范丞丞超话沈腾评价范丞丞狗都嫌沈腾说范丞丞精力旺盛到狗都嫌沈腾在直播中评价范丞丞像七八岁的小孩儿一样，精力旺盛到狗都嫌
1692240448# #高榕说檀健次常在房车里吃螺蛳粉火锅高榕说邓为是软糯自律美男子。静夜扮演者聊檀健次邓为！哈哈哈哈哈哈没想到檀健次爱吃螺蛳粉火锅！！
1699357835# #陆虎卑微拒绝披荆斩棘陆虎本来是要去披荆斩棘的。陆虎卑微拒绝披荆斩棘笑亖了允悲，又惨又好笑
1688262589# #Angelababy两部在播剧Angelababy将有两部剧在播Angelababy赢麻了
1688216132# #正式被确诊为浣碧你被确诊为甄嬛传里的谁我被确诊为端妃，一直活着，但每天都很虚弱
1688612986# #杨洋宋焰教你做人杨洋宋焰人间清醒《我的人间烟火》中饰演消防员，这段发言简直人间清醒，真的会被宋焰教你做人这段感动到！
1692761880# #他磕到了我也是他磕到了我也嗑到了哈哈哈哈他急了他急了！！！
1701321320# #漫画故事中的转折太令人出乎意料！一念关山长史射箭一念关山杜长史居然是白云飞
1700400404# #浣碧果郡王发糖了。哈哈哈哈哈哈哈哈穿越重生之王爷爱上我？
1697932927# #魔幻手机3好像真的要来了你期待魔幻手机3吗。华人牌2060款手机傻妞为您服务泪
1688276577# #倪妮天选陈麦倪妮能够出演陈麦的原因倪妮就是天选陈麦你觉得是吗
1699260351# #"大力娇的演技日渐精湛，咪哥你居然敢这样对娇姐，不看她的新电影吗？咪哥你居然敢这样对娇姐咪咪你居然敢欺负大力娇"
1691282707# #TFBOYS超话TFBOYS今天见TFBOYS见面倒计时我青春的男主角们，今天见！
1691418717# #杨紫小夭实时追剧ing杨紫也在实时追长相思，一起看呀杨紫小夭实时追剧
1687945491# #娱乐圈循环利用内娱台娱循环利用近日娱乐圈发生的事情只能说是内娱台娱循环利用哈哈哈哈
1690171465# #杨紫演技牛逼症谁教杨紫这么演的你可以永远相信杨紫的演技，谁教杨紫这么演的，真的绝了！
1692332154# #王耀庆是来搞笑的吧王耀庆跑着下车王耀庆跑着下车这里我真的被笑亖
1700051584# #王星越一把推开了张凌赫张遮白月光搞笑版宁安如梦团综好好笑哈哈哈哈
1692067261# #恭迎玱玹登基玱玹登基称帝突然发现权谋线更带感耶
1692678291# #迪丽热巴喜欢吃炒米粉俺也喜欢炒米粉诶送花花送花花迪丽热巴最喜欢的家乡美食是炒米粉
1699409571# #张凌赫痛失本名宁安如梦张凌赫痛失本名笑而不语笑而不语笑而不语牛牛变疯牛了
1702817356# #赵露思王鹤棣说悄悄话赵露思王鹤棣在聊什么咱就是说赵露思王鹤棣对我眼睛很好！！星光大赏座位图
1690431484# #宋焰段嘉许杨澄钻戒对比宋焰vs段嘉许vs杨澄钻戒许沁你看看人家的钻戒
1688097356# #如何评价暮色心约任嘉伦angelababy暮色心约好看吗任嘉伦angelbaby主演的暮色心约空降了。你追了吗暮色心约
1689812020# #宋焰把许沁家的酱油蚝油都拿走了宋焰连酱油蚝油都不放过宋焰把许沁家的酱油蚝油都拿走了
1700798625# #文慧心郑书意同款西装新闻女王以爱为营同款西装文慧心郑书意同款西装
1691653102# #魏大勋坐车头上不烫吗魏大勋路透又是一身黑。魏大勋路透来了！好奇魏大勋坐车头上不烫吗~dogedoge
1697461847# #"每一个精彩瞬间，都是曾舜晞在娱乐圈闪耀的证明！曾舜晞这辈子没干的活儿全在娱乐圈干了"
1700809527# #刘亦菲黄亦玫家里挂着许红豆的照片黄亦玫画的许红豆聪明的人已经嗑上黄亦玫许红豆的cp了doge
1701836540# #玲花的欧巴组合是哪个玲花的欧巴组合所以，领花的欧巴组合是哪个笑cry
1689041572# #刘星和平平谈恋爱了哈哈哈哈好像的确是这样
1689152217# #为什么宛瑜会突然爆火多年之后我终于懂得了婉瑜的离开，也终究活成了宛瑜的样子
1700447709# #想不到陈楚生的催厕歌这么好听！已经上头了！??陈楚生专属催厕歌给陈楚生催的出来都怒音了
1700108846# #宁安如梦又加更了周五继续播！！好消息啊啊啊！！可以看到谢危射箭了！！
1692931609# #梦华录里的商务殷语梦华录也有自己的商务殷语没想到梦华录里也有商务殷语
1692696117# #吃饼大叔演我看赵丽颖工作人员看赵丽颖嘴巴笑裂了她周围的工作人员看着她都在幸福的笑
1688701733# #起猛了在kpop听到大家一起唱叶舒华你在干什么怎么个事，有点奇怪再听听！！是不是舞台上只有宋雨琦听到了，看见偷笑的雨琦了
1689510599# #全网都在找杨澄爱谢乔的证据曾少年宿命感杨澄爱谢乔吗！曾少年宿命感好强
1691313261# #梨涡是星星眼和虎牙的开关TFBOYS别再装不熟了怎么样才能不被比较，又能永远在一起啊
1695281191# #阵容绝了
1691222926# #TFBOYS超话TFBOYS怎么不笑了王俊凯王源易烊千玺怎么不笑了最近的照片没有一张是笑的，lf你没有心！
1690614083# #妲己像极了不愿意洗澡的哈基米妲己好像不想洗澡的哈基米妲己像极了不愿意洗澡的哈基米，好可爱
1690898635# #电视剧长相思超话小夭脚底踩的是颜淡吗小夭脚下踩的是颜淡吗咱就是说小夭踩的是可爱的莲花精颜淡吗？步步生莲，感觉小夭香香的
1691644771# #杨超越丁禹兮打招呼的方式杨超越丁禹兮处成兄弟了吗这俩打招呼的方式好像bro笑cry
1703244727# #朱丹金莎红毯的修学旅行朱丹金莎红毯重聚！爱的修学旅行红毯上出续集了
1691762121# #成毅龚俊舞蹈届的卧龙凤雏哈哈哈哈太搞笑了
1689140823# #孟宴臣下位者的姿态孟宴臣的小心翼翼比霸道更戳人睁开眼看看吧，霸总已经不流行了，孟宴臣下位者的姿态比强势霸总更带感了
1691308341# #王源易烊千玺早期采访视频这个记者是懂让人如何尴尬的哆啦A梦害怕，怎么说呢易烊千玺王源早期采访
1691708605# #岁月静好，但心却不安，只因长相思的火焰一直在燃烧。宋焰许沁给长相思灭火宋焰许沁也来救小夭了
1695177900# #这个造型好漂亮啊好喜欢
1689230773# #重生之我是孟宴臣我叫孟宴臣我重生了我叫孟宴臣，我重生了，重来一世我……
1701393791# #很想很想你首播评价檀健次周也新剧口碑檀健次周也主演的很想很想你首播评价也是很不错的呢，这部剧最吸引你的是什么？电视剧很想很想你
1698637347# #龚俊GKing徐斯我要逆风去这部剧太让人期待了憧憬憧憬憧憬龚俊GKing徐斯
1699868234# #燕临对姜雪宁的爱燕临的爱永远拿得出手《宁安如梦》燕临的爱永远拿得出手，他真的太好了。为什么他要孤独终老？裂开裂开裂开
1689214974# #陈烁单身的原因找到了陈烁你小子怎么油盐不进陈烁你怎么回事，活该单身呀哈哈哈哈哈哈
1698812378# #迪丽热巴粉丝让她把钱藏鞋底迪丽热巴没有把钱藏鞋底让你没听粉丝的话，后悔不哈哈哈哈哈！！迪丽热巴真的太可爱了吧
1687754597# #陈哲远和段嘉许我总得拥有一个吧段嘉许和陈哲远我总得拥有一个吧陈哲远和段嘉许我总得拥有一个吧
1702013633# #张远有一麻袋梗张远的梗虽迟但到！好会接梗的远远
1688088909# #肖战不仅真唱还挑眉肖战不仅真唱还挑了个眉挑眉好帅
1691499151# #玱玹连小夭额头都亲不到玱玹连个额头吻都没得心疼表哥三秒钟哈哈哈哈哈哈
1697454258# #周筱风和妈妈和解问心周筱风和妈妈和解周筱风和妈妈和解了苦涩终于
1687509615# #顾九思成长的代价顾九思成长的代价太痛了佯州第一顶顶好的顾九思，看的人太心疼了！刀我别用顾九思
1693294628# #网友评田曦薇演技是这样吗，你怎么看？网友说田曦薇演技用力过猛
1698983334# #爱是生命的甜蜜港湾，我们愿一直在这里，不离不弃，以爱为营熬过了宁安如梦。
1691027563# #张晚意演喜剧檀健次演悲剧长相思所有笑点都是玱玹给的檀健次是来演悲剧的，张晚意是来演喜剧的……
1690179609# #魏大勋民国军阀造型还能看到魏大勋演的杨凯之吗。谁懂！民国军阀造型的魏大勋！！
1687570729# #张靓颖吉克隽逸肤色差吉克隽逸张靓颖肤色差《天赐的声音》吉克隽逸张靓颖肤色差好明显，姐姐们都好好看，爱一些美女贴贴～送花花
1703846427# #GQ新年愿望GQ孔明灯许愿GQ新年孔明灯许愿，好多人啊
1696914114# #0713为啥能处这么久0713从对手到战友。以前是对手以后师战友泪，老贝贝们的友情谁懂啊？！
1690354618# #娜然见到袁泉的反应袁泉娜然美女贴贴美女也喜欢漂亮姐姐啊，一些美好的贴贴
1687924451# #吴京怎么又是这张照片吴京祖传照片哈哈哈吴京怎么又是这张照片
1687923852# #假设沈曼没有揭穿何非假如何非计划成功假如何非计划成功会发生什么？应该会继续表演吧
1699065370# #比年龄更重要的是热情和才华！黄晓明竟然比沈腾大两岁。。黄晓明比沈腾的年龄大不过，他们都是娱乐界的佼佼者。
1702524675# #申有娜红发芭比申有娜的腰臀比有点过分了申有娜真的好辣！！！！！
1698145980# #问心后劲真大问心的后劲问心后劲真大，这个作品真的是太精彩了，而且感觉题材也是非常的贴近现实问心
1701764647# #王栎鑫好闪王栎鑫西装上好多钻。王栎鑫今日微博视界大会造型，西装上好多钻啊~
1700614776# #十年前的EXOEXO十年前的今天。EXO十年前的今天，获得了第一个大奖泪
1700463000# #"郑书意只在时宴面前撒过娇每个眼神都传递着爱的信息，他们是如此默契。以爱为营咬脖吻爱的力量，让他们的关系更加紧密，幸福地走向未来。"
1692236641# #电视剧长相思超话起猛了看到夭柳的婚后番外了假如小夭相柳结婚后假如小夭相柳结婚后
1700790098# #"新闻女王的魅力不仅在报道，穿衣细节同样惊艳！她的服装搭配总是恰到好处，完美展现新闻风采。新闻女王穿衣细节新闻女王服装对应细节"
1691720816# #是我没办法放弃涂山璟的身份不是舍不得改的什么也不是邓为梅林戏份台词被改
1690006802# #能超越TFBOYS的只有TFBOYSTFBOYS王俊凯王源易烊千玺
1699154955# #陈楚生俞灏明王栎鑫张远线下应援0713线下应援排面。披荆斩棘成团夜应援来了！！0713线下应援这排面！！！
